$x$,$y$,$\theta$,$v$,$\omega$,V,h
1.6542704706079547e-12,-6.18564297005797e-11,0.02684092465532303,2.0,8.078381538391113,18.250822067260742,-0.13199515640735626
1.6542704706079547e-12,-6.18564297005797e-11,0.02696252026882446,2.0,8.078381538391113,18.25078010559082,-0.13199515640735626
1.6542704706079547e-12,-6.18564297005797e-11,0.026953817174207143,2.0,8.078381538391113,18.250783920288086,-0.13199515640735626
1.6542704706079547e-12,-6.18564297005797e-11,0.027096987198201656,2.0,8.078381538391113,18.250732421875,-0.1319415122270584
0.00027831122861243784,7.694183295825496e-06,0.02818131466087937,2.0,8.078381538391113,18.24863624572754,-0.1319415122270584
0.004022074863314629,0.00013658805983141065,0.04064941458868742,2.0,8.078381538391113,18.221044540405273,-0.1319415122270584
0.007283576298505068,0.00028938447940163314,0.05297911244681939,2.0,8.078381538391113,18.196317672729492,-0.1319415122270584
0.012410011142492294,0.000634965777862817,0.0816404810984581,2.0,8.078381538391113,18.153850555419922,-0.1309768408536911
0.01654168777167797,0.0010345405898988247,0.11118006878532913,2.0,8.078381538391113,18.117048263549805,-0.1309768408536911
0.022762326523661613,0.001874191570095718,0.15715467474380965,2.0,8.078381538391113,18.06043815612793,-0.1309768408536911
0.02697654999792576,0.0026072512846440077,0.18729662500996574,2.0,8.078381538391113,18.021896362304688,-0.1309768408536911
0.035276878625154495,0.004459067713469267,0.25171696390288073,2.0,8.078381538391113,17.9433536529541,-0.12841305136680603
0.04615524783730507,0.007739383727312088,0.334070332428879,2.0,8.078381538391113,17.838623046875,-0.12841305136680603
0.050178732722997665,0.009191499091684818,0.35865138966800947,2.0,8.078381538391113,17.800537109375,-0.12841305136680603
0.055600378662347794,0.011380208656191826,0.40872955976219244,2.0,2.6927943229675293,17.744956970214844,-0.12841305136680603
0.059747811406850815,0.013265745714306831,0.444661502325037,2.0,2.6927943229675293,17.702415466308594,-0.12816917896270752
0.06557666510343552,0.016209790483117104,0.49074710012088574,2.0,2.6927943229675293,17.64263916015625,-0.12816917896270752
0.07515036314725876,0.021845249459147453,0.5726451867809235,2.0,2.6927943229675293,17.541439056396484,-0.12816917896270752
0.07867304235696793,0.02418133243918419,0.5984902548171456,2.0,2.6927943229675293,17.504074096679688,-0.12816917896270752
0.08382429927587509,0.027899520471692085,0.6519274762548732,2.0,2.6927943229675293,17.44721794128418,-0.1351122409105301
0.09162832796573639,0.034346338361501694,0.7279338825295311,2.0,0.0,17.35974884033203,-0.1351122409105301
0.09472773224115372,0.03718304634094238,0.754413099544623,2.0,0.0,17.324270248413086,-0.1351122409105301
0.09978301078081131,0.0421859510242939,0.8059694636935978,2.0,0.0,17.265159606933594,-0.1351122409105301
0.10290784388780594,0.045536041259765625,0.8343770693810415,2.0,0.0,17.22769546508789,-0.14533551037311554
0.1097012534737587,0.05331367254257202,0.8713073586910349,2.0,0.0,17.143383026123047,-0.14533551037311554
0.1134430319070816,0.057806309312582016,0.8813555195761621,2.0,0.0,17.09545135498047,-0.14533551037311554
