sxe,sye,delta,ve,psi_e,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.968125870916992426e-04,2.590229851193726063e-04,-2.021853833866771311e-05,2.021853843457521727e-02,1.000020218538434591e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.402852924442580300e-03,8.414819087588410948e-03
2.593994281596678775e-07,-2.021906340132773039e-07,3.936251741833984852e-04,5.180459702387452126e-04,-3.967389784520491958e-05,2.021853843457521727e-02,1.000040437076869182e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.080553571243771625e-02,1.682974741124637977e-02
7.772405297146178782e-07,-5.989554097141081002e-07,5.904377903789281845e-04,7.770689553581178188e-04,-5.836603668285533786e-05,2.021853843457521727e-02,1.000060655615303773e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.620804836177684727e-02,2.524478496753397583e-02
1.554473101350595243e-06,-1.182676896860357374e-06,7.872503483667969704e-04,1.036091940477490425e-03,-7.629491301486268640e-05,2.021853843457521727e-02,1.000080874153738364e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.161039087025148561e-02,3.365993175301121992e-02
2.590139501990051940e-06,-1.945736585184931755e-06,9.840629063546657562e-04,1.295114867389202118e-03,-9.346049046143889427e-05,2.021853843457521727e-02,1.000101092692172955e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.701256323565321207e-02,4.207518776423808948e-02
3.885189926222665235e-06,-2.880515012293471955e-06,1.180875464342534542e-03,1.554137794300913811e-03,-1.098627253668382764e-04,2.021853843457521727e-02,1.000121311230607546e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.241456545577367510e-02,5.049055299777451683e-02
5.439620963443303481e-06,-3.979391749453498051e-06,1.377688022330403328e-03,1.813160721212625504e-03,-1.255015813512727618e-04,2.021853843457521727e-02,1.000141529769042137e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.781639752840459251e-02,5.890602745018039266e-02
7.252475370478350669e-06,-5.234745003690477461e-06,1.574500580318272114e-03,2.072183648124337196e-03,-1.403770147589966655e-04,2.021853843457521727e-02,1.000161748307476728e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.321805945133775501e-02,6.732161111801555908e-02
9.324703569291159511e-06,-6.638952982029877603e-06,1.771313138306140900e-03,2.331206575036048889e-03,-1.544889964861795306e-04,2.021853843457521727e-02,1.000181966845911319e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.861955122236501919e-02,7.573730399783981659e-02
1.165534922620281577e-05,-8.184391845134086907e-06,1.958882668986916542e-03,2.584563801065087318e-03,-1.678374828770756721e-04,2.021853843457521727e-02,1.000202185384345910e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.402087283927831801e-02,8.415310608621293098e-02
1.423964113200781867e-05,-9.863436389423441142e-06,2.146452199667692184e-03,2.837921027094125748e-03,-1.804582716431468725e-04,2.021853843457521727e-02,1.000222403922780501e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.942202429986963991e-02,9.256901737969459865e-02
1.707757655822206289e-05,-1.166881884273607284e-05,2.334021730348467827e-03,3.091278253123164177e-03,-1.923513482324779034e-04,2.021853843457521727e-02,1.000242622461215092e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.482300560193106354e-02,1.009850378748444882e-01
2.016819962591398507e-05,-1.359327234240481630e-05,2.521591261029243469e-03,3.344635479152202606e-03,-2.035166689893230796e-04,2.021853843457521727e-02,1.000262840999649683e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.022381674325471612e-02,1.094011675682222129e-01
2.351246075704693794e-05,-1.562952820677310228e-05,2.709160791710019112e-03,3.597992705181241035e-03,-2.139541902579367161e-04,2.021853843457521727e-02,1.000283059538084274e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.562445772163281510e-02,1.178174064563873580e-01
2.711035813263151795e-05,-1.777031502570025623e-05,2.896730322390794754e-03,3.851349931210279465e-03,-2.236638683825731277e-04,2.021853843457521727e-02,1.000303278076518865e+00,1.000000000000000000e+01,0.000000000000000000e+00,8.102492853485762647e-02,1.262337545358994673e-01
3.096093496424145997e-05,-2.000836320803500712e-05,3.084299853071570396e-03,4.104707390069961548e-03,-2.326456742594018579e-04,2.021853843457521727e-02,1.000323496614953456e+00,1.000000000000000000e+01,0.000000000000000000e+00,8.642522918072148563e-02,1.346502118033180151e-01
3.506514622131362557e-05,-2.233640043414197862e-05,3.271869383752346039e-03,4.358064848929643631e-03,-2.408995787845924497e-04,2.021853843457521727e-02,1.000343715153388047e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.182535965701682512e-02,1.430667782552024203e-01
3.942298644687980413e-05,-2.474715438438579440e-05,3.459438914433121681e-03,4.611422307789325714e-03,-2.484255237504839897e-04,2.021853843457521727e-02,1.000363933691822638e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.722531996153611911e-02,1.514834538881121295e-01
4.403350249049253762e-05,-2.723335273913107812e-05,3.647008445113897324e-03,4.864779766649007797e-03,-2.552234800532460213e-04,2.021853843457521727e-02,1.000384152230257229e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.026251100920719250e-01,1.599002386986064506e-01
4.889764386462047696e-05,-2.978771954076364636e-05,3.823466366156935692e-03,5.094576161354780197e-03,-2.612934331409633160e-04,2.021853843457521727e-02,1.000404370768691820e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.080247300464168697e-01,1.683171326832447190e-01
5.399157089414075017e-05,-3.240297519369050860e-05,3.999924287199974060e-03,5.324372556060552597e-03,-2.666784566827118397e-04,2.021853843457521727e-02,1.000424589307126411e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.134241798223636494e-01,1.767341358385861871e-01
5.931527994107455015e-05,-3.507227302179671824e-05,4.176381975412368774e-03,5.554168950766324997e-03,-2.713785215746611357e-04,2.021853843457521727e-02,1.000444807845561002e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.188234594177050157e-01,1.851512481611900796e-01
6.486781785497441888e-05,-3.778876634896732867e-05,4.352839663624763489e-03,5.783965345472097397e-03,-2.753936278168112040e-04,2.021853843457521727e-02,1.000465026383995593e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.242225688302338177e-01,1.935684696476155653e-01
7.065013778628781438e-05,-4.054560849908739328e-05,4.529297351837158203e-03,6.013761740177869797e-03,-2.787237172015011311e-04,2.021853843457521727e-02,1.000485244922430184e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.296215080577429457e-01,2.019858002944217856e-01
7.666223245905712247e-05,-4.333594915806315839e-05,4.705755040049552917e-03,6.243558134883642197e-03,-2.813687606249004602e-04,2.021853843457521727e-02,1.000505463460864775e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.350202770980253597e-01,2.104032400981678264e-01
8.290410914923995733e-05,-4.615294528775848448e-05,4.882212728261947632e-03,6.473354529589414597e-03,-2.833287289831787348e-04,2.021853843457521727e-02,1.000525681999299366e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.404188759488741167e-01,2.188207890554127177e-01
8.937576058087870479e-05,-4.898974293610081077e-05,5.058670416474342346e-03,6.703150924295186996e-03,-2.846035931725054979e-04,2.021853843457521727e-02,1.000545900537733957e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.458173046080823154e-01,2.272384471627154623e-01
9.607719402993097901e-05,-5.183949542697519064e-05,5.235128104686737061e-03,6.932947319000959396e-03,-2.851932949852198362e-04,2.021853843457521727e-02,1.000566119076168548e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.512155630734431655e-01,2.356562144166350070e-01
1.030084022204391658e-04,-5.469534880830906332e-05,5.411585792899131775e-03,7.162743713706731796e-03,-2.850978344213217497e-04,2.021853843457521727e-02,1.000586337614603138e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.566136513427498766e-01,2.440740908137302434e-01
1.101693924283608794e-04,-5.755045276600867510e-05,5.576816387474536896e-03,7.370888255536556244e-03,-2.843171532731503248e-04,2.021853843457521727e-02,1.000606556153037729e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.620115694137957973e-01,2.524920763505600352e-01
1.175382203655317426e-04,-6.039794607204385102e-05,5.742046982049942017e-03,7.579032797366380692e-03,-2.828948490787297487e-04,2.021853843457521727e-02,1.000626774691472320e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.674093172843743038e-01,2.609101710236832461e-01
1.251148933079093695e-04,-6.323141860775649548e-05,5.907277576625347137e-03,7.787177339196205139e-03,-2.808308927342295647e-04,2.021853843457521727e-02,1.000646993229906911e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.728068949522788555e-01,2.693283748296586011e-01
1.328994112554937601e-04,-6.604444206459447742e-05,6.072508171200752258e-03,7.995322346687316895e-03,-2.781252551358193159e-04,2.021853843457521727e-02,1.000667211768341502e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.782043024153029953e-01,2.777466877650448529e-01
1.408927346346899867e-04,-6.883060268592089415e-05,6.237738765776157379e-03,8.203467354178428650e-03,-2.747779071796685457e-04,2.021853843457521727e-02,1.000687430306776093e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.836015396712402936e-01,2.861651098264006987e-01
1.490939030190929770e-04,-7.158348307712003589e-05,6.402969360351562500e-03,8.411612361669540405e-03,-2.707888197619467974e-04,2.021853843457521727e-02,1.000707648845210684e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.889986067178844320e-01,2.945836410102847247e-01
1.575029164087027311e-04,-7.429666584357619286e-05,6.568199954926967621e-03,8.619757369160652161e-03,-2.661579637788236141e-04,2.021853843457521727e-02,1.000727867383645275e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.943955035530291475e-01,3.030022813132555726e-01
1.661207206780090928e-04,-7.696372631471604109e-05,6.733430549502372742e-03,8.827902376651763916e-03,-2.608853101264685392e-04,2.021853843457521727e-02,1.000748085922079866e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.997922301744682327e-01,3.114210307318717730e-01
1.749473303789272904e-04,-7.957823981996625662e-05,6.898661144077777863e-03,9.036047384142875671e-03,-2.549708297010511160e-04,2.021853843457521727e-02,1.000768304460514457e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.051887865799955912e-01,3.198398892626918566e-01
1.839817850850522518e-04,-8.213378896471112967e-05,7.063891738653182983e-03,9.244192391633987427e-03,-2.484144933987408876e-04,2.021853843457521727e-02,1.000788522998949048e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.105851727674051543e-01,3.282588569022742431e-01
1.932240847963839769e-04,-8.462394907837733626e-05,7.217808626592159271e-03,9.432433173060417175e-03,-2.412162866676226258e-04,2.021853843457521727e-02,1.000808741537383639e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.159813887344909367e-01,3.366779336471773521e-01
2.026551665039733052e-04,-8.704229549039155245e-05,7.371725514531135559e-03,9.620673954486846924e-03,-2.334201417397707701e-04,2.021853843457521727e-02,1.000828960075818230e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.213774344790470083e-01,3.450971194939596032e-01
