# sxe,sye,delta,ve,psi_e,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.123385487124323845e-04,-8.123385198285569819e-01,9.991876614801714629e-01,1.000000000000000000e+01,0.000000000000000000e+00,5.409856868161575828e-03,8.410317988400023773e-03
-2.861022974087745752e-09,8.123384759528562427e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.624677097424864769e-03,-8.123385198285569819e-01,9.983753229603429258e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.082654397587213754e-02,1.681623856720412119e-02
-2.281140432103256899e-08,2.437014700262807310e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.437015529721975327e-03,-8.123385198285569819e-01,9.975629844405143887e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.625005774869325847e-02,2.521775618939712388e-02
-7.217212072418988100e-08,4.874026126344688237e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.249354194849729538e-03,-8.123385198285569819e-01,9.967506459206858516e-01,1.000000000000000000e+01,0.000000000000000000e+00,2.168039460768163978e-02,3.361486531086935875e-02
-1.642178091287860298e-07,8.123368752421811223e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.061692859977483749e-03,-8.123385198285569819e-01,9.959383074008573145e-01,1.000000000000000000e+01,0.000000000000000000e+00,2.711755096939147056e-02,4.200756039042028572e-02
-3.122230509688961320e-07,1.218503748532384634e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.874031525105237961e-03,-8.123385198285569819e-01,9.951259688810287773e-01,1.000000000000000000e+01,0.000000000000000000e+00,3.256152324587678615e-02,5.039583588976216666e-02
-5.294624543239478953e-07,1.705902541289106011e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.686370190232992172e-03,-8.123385198285569819e-01,9.943136303612002402e-01,1.000000000000000000e+01,0.000000000000000000e+00,3.801230784469385171e-02,5.877968627352371522e-02
-8.292104212159756571e-07,2.274532162118703127e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.498708855360746384e-03,-8.123385198285569819e-01,9.935012918413717031e-01,1.000000000000000000e+01,0.000000000000000000e+00,4.346990116890351447e-02,6.715910600925376062e-02
-1.224741481564706191e-06,2.924391883425414562e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.311047520488500595e-03,-8.123385198285569819e-01,9.926889533215431660e-01,1.000000000000000000e+01,0.000000000000000000e+00,4.893429961707358722e-02,7.553408956742488356e-02
