px,pz,theta,vx,vz,theta_dot
-1.423173546959534130e+00,2.276497227425754166e-01,-9.082095242044953276e-02,3.390190024552297010e-01,4.588190670358260892e-01,-1.036883371406327470e-01
-1.422834527957078876e+00,2.281085418096112372e-01,-9.092464075759017217e-02,3.397564761575038172e-01,4.571068120634503851e-01,-2.402966518437447963e-02
-1.422494771480921294e+00,2.285656486216746941e-01,-9.094867042277454683e-02,3.405834290476657533e-01,4.563666608937735347e-01,3.124983137664059107e-01
-1.422154188051873547e+00,2.290220152825684641e-01,-9.063617210900813681e-02,3.414000640982281509e-01,4.555109662340424692e-01,-1.452903230230950804e-02
-1.421812787987775328e+00,2.294775262488024936e-01,-9.065070114131044965e-02,3.424372824593616693e-01,4.571133699124421690e-01,5.902930045576627593e-01
-1.421470350705315910e+00,2.299346396187149366e-01,-9.006040813675278423e-02,3.444568841948852933e-01,4.695212525980831941e-01,1.751182930837334339e+00
-1.421125893821121089e+00,2.304041608713130185e-01,-8.830922520591545644e-02,3.455169743828508944e-01,4.714502905593083715e-01,1.099780179616574483e+00
-1.420780376846738191e+00,2.308756111618723295e-01,-8.720944502629887629e-02,3.467177265250855900e-01,4.752020577759740183e-01,3.265093238072180881e-01
-1.420433659120213132e+00,2.313508132196483158e-01,-8.688293570249165654e-02,3.475536573827442410e-01,4.749530699072515572e-01,-9.847974843404072587e-02
-1.420086105462830428e+00,2.318257662895555626e-01,-8.698141545092569205e-02,3.482562926600603070e-01,4.732098600079070461e-01,-1.567611344408346985e-02
-1.419737849170170430e+00,2.322989761495634631e-01,-8.699709156436977175e-02,3.491638690377101284e-01,4.738076739144200800e-01,4.966992872688242855e-01
-1.419388685301132824e+00,2.327727838234778801e-01,-8.650039227710094869e-02,3.503468693087550268e-01,4.775615095867274396e-01,1.255290359942753176e+00
-1.419038338431824142e+00,2.332503453330646015e-01,-8.524510191715820029e-02,3.515215876597174716e-01,4.812981188627867279e-01,4.786180248323629316e-01
-1.418686816844164422e+00,2.337316434519274011e-01,-8.476648389232584180e-02,3.526879949726378083e-01,4.851379426738182121e-01,1.245462518769053339e+00
-1.418334128849191744e+00,2.342167813946012256e-01,-8.352102137355678357e-02,3.538417595348772315e-01,4.889064206453085371e-01,4.647358017050565726e-01
-1.417980287089656954e+00,2.347056878152465331e-01,-8.305628557185172622e-02,3.550195943533859255e-01,4.931658699879687413e-01,1.260733044516363588e+00
-1.417625267495303598e+00,2.351988536852344935e-01,-8.179555252733536341e-02,3.561516068401829327e-01,4.969539772994018278e-01,4.763529491662014115e-01
-1.417269115888463382e+00,2.356958076625338960e-01,-8.131919957816916011e-02,3.572584033648896762e-01,5.006450423771582336e-01,1.236458505079573111e+00
-1.416911857485098514e+00,2.361964527049110474e-01,-8.008274107308958889e-02,3.583697981390789877e-01,5.044719680265582484e-01,4.478572077820760500e-01
-1.416553487686959434e+00,2.367009246729376015e-01,-7.963488386530750973e-02,3.595913649162998382e-01,5.098831535303038898e-01,1.316112666700647749e+00
-1.416193896322043067e+00,2.372108078264679176e-01,-7.831877119860686243e-02,3.606770529550363813e-01,5.136776441001351667e-01,5.260070475971498904e-01
-1.415833219269088117e+00,2.377244854705680421e-01,-7.779276415100971898e-02,3.617383801500697049e-01,5.173913024872065503e-01,1.287534554953300825e+00
-1.415471480888938149e+00,2.382418767730552500e-01,-7.650522959605642048e-02,3.628032340035235448e-01,5.212420193187564665e-01,4.922071495273273589e-01
-1.415108677654934644e+00,2.387631187923739962e-01,-7.601302244652909101e-02,3.637972886989072618e-01,5.243999500877114528e-01,1.219403882789170890e+00
-1.414744880366235691e+00,2.392875187424617078e-01,-7.479361856373992201e-02,3.648426911857165500e-01,5.283163911520467604e-01,4.190810995953571094e-01
-1.414380037675049939e+00,2.398158351336137639e-01,-7.437453746414456057e-02,3.665642427745916532e-01,5.414808140397220360e-01,1.633661528935544727e+00
-1.414013473432275347e+00,2.403573159476534993e-01,-7.274087593520901784e-02,3.675017476596632027e-01,5.442527493898003943e-01,8.981259234830921701e-01
-1.413645971684615699e+00,2.409015686970432946e-01,-7.184275001172592268e-02,3.687091371077858559e-01,5.510119637956577554e-01,-6.098739147143272810e-02
-1.413277262547507851e+00,2.414525806608389391e-01,-7.190373740319735973e-02,3.692833904107329368e-01,5.491814047657358477e-01,6.021527422776888627e-02
-1.412907979157097094e+00,2.420017620656046697e-01,-7.184352212896959189e-02,3.698606144527827322e-01,5.473852986467957482e-01,-8.026980702528015155e-02
-1.412538118542644217e+00,2.425491473642514551e-01,-7.192379193599486575e-02,3.704317186444843202e-01,5.455108960863129797e-01,1.634644363129536537e-02
-1.412167686823999624e+00,2.430946582603377704e-01,-7.190744549236356697e-02,3.711583129617210819e-01,5.457857507206387293e-01,-4.814110568095132381e-01
-1.411796528511037874e+00,2.436404440110584158e-01,-7.238885654917308343e-02,3.717367833518939180e-01,5.440065327043076548e-01,-3.322073961304918277e-01
-1.411424791727686090e+00,2.441844505437627266e-01,-7.272106394530357398e-02,3.723111597800314310e-01,5.421172657092129255e-01,-2.419293338995632259e-01
-1.411052480567906109e+00,2.447265678094719399e-01,-7.296299327920313660e-02,3.728864892872641446e-01,5.402047707300245971e-01,-1.728197297230332496e-01
-1.410679594078618759e+00,2.452667725802019638e-01,-7.313581300892617321e-02,3.734637365277413967e-01,5.382922336312747635e-01,-1.077172715350233484e-01
-1.410306130342090958e+00,2.458050648138332406e-01,-7.324353028046119707e-02,3.740439524274485894e-01,5.364014870232056698e-01,-2.913319591216154136e-02
-1.409932086389663608e+00,2.463414663008564598e-01,-7.327266347637335919e-02,3.746577105081413950e-01,5.349561870917738382e-01,2.051614573946742570e-01
-1.409557428679155455e+00,2.468764224879482216e-01,-7.306750201897868613e-02,3.752420447702473072e-01,5.331067022298873193e-01,9.620875338470996629e-02
-1.409182186634385214e+00,2.474095291901781124e-01,-7.297129326559397000e-02,3.758245768029176981e-01,5.312550279123943175e-01,-6.869991891633439596e-03
-1.408806362057582362e+00,2.479407842180905153e-01,-7.297816325748560096e-02,3.767998934915179343e-01,5.347870546869769592e-01,7.588158611975379664e-01
-1.408429562164090765e+00,2.484755712727775012e-01,-7.221934739628806110e-02,3.803226301645881713e-01,5.731624362187874855e-01,-9.974205163564950904e-01
-1.408049239533926134e+00,2.490487337089963005e-01,-7.321676791264455919e-02,3.809183591201311669e-01,5.715869732958429594e-01,-7.586266296959662814e-01
-1.407668321174806003e+00,2.496203206822921461e-01,-7.397539454234051959e-02,3.815193209601538404e-01,5.699702822252447065e-01,-5.336398149630763310e-01
-1.407286801853845803e+00,2.501902909645173922e-01,-7.450903435730359126e-02,3.821146266392388968e-01,5.681929446746004642e-01,-3.605002210463283951e-01
-1.406904687227206630e+00,2.507584839091919759e-01,-7.486953457834992498e-02,3.827027488782088760e-01,5.662616335068574314e-01,-2.580669372318683541e-01
-1.406521984478328324e+00,2.513247455426988464e-01,-7.512760151558178778e-02,3.832909362549252186e-01,5.642931133736870386e-01,-1.847178225451932276e-01
-1.406138693542073437e+00,2.518890386560725392e-01,-7.531231933812698731e-02,3.838808423210773313e-01,5.623203901630527968e-01,-1.189350076223978508e-01
-1.405754812699752332e+00,2.524513590462356127e-01,-7.543125434574939059e-02,3.844733364291365585e-01,5.603626710562947810e-01,-4.479413620012552555e-02
-1.405370339363323229e+00,2.530117217172919153e-01,-7.547604848194951199e-02,3.850789144699066080e-01,5.585656499709986678e-01,1.059431230790695982e-01
-1.404985260448853301e+00,2.535702873672628921e-01,-7.537010535887044005e-02,3.856758565931743266e-01,5.566496532248793594e-01,4.433995371566801236e-03
-1.404599584592260086e+00,2.541269370204877753e-01,-7.536567136349887897e-02,3.924308753605735833e-01,6.362945228519312213e-01,1.762851285327060591e+00
-1.404207153716899414e+00,2.547632315433396855e-01,-7.360282007817181560e-02,3.933419169178092312e-01,6.385499100057022703e-01,1.042801413514603315e+00
-1.403813811799981659e+00,2.554017814533454112e-01,-7.256001866465720818e-02,3.944238122060385043e-01,6.434124579269758781e-01,1.776587249315265682e-01
-1.403419387987775657e+00,2.560451939112723951e-01,-7.238235993972567950e-02,3.949840954011280547e-01,6.413105535315570815e-01,8.045673084896408367e-02
-1.403024403892374483e+00,2.566865044648039551e-01,-7.230190320887672217e-02,3.955480456528460143e-01,6.392782085314927532e-01,-4.703769780522550070e-02
-1.402628855846721700e+00,2.573257826733354459e-01,-7.234894090668195221e-02,3.961139652509915732e-01,6.372817390477253374e-01,8.870432783118729902e-02
-1.402232741881470623e+00,2.579630644123831473e-01,-7.226023657885076446e-02,3.966766029685245276e-01,6.352348891814270093e-01,-2.969244364924422674e-02
-1.401836065278502019e+00,2.585982993015645826e-01,-7.228992902250000463e-02,3.972547990571603793e-01,6.334125378126207462e-01,1.605558548705091348e-01
-1.401438810479444852e+00,2.592317118393772102e-01,-7.212937316762949025e-02,3.978139445711679767e-01,6.313238232190298005e-01,6.554527380577468421e-02
-1.401040996534873795e+00,2.598630356625962201e-01,-7.206382789382372034e-02,3.983821739032980536e-01,6.293780750924201639e-01,-8.946234158332827535e-02
-1.400642614360970484e+00,2.604924137376886661e-01,-7.215329023540704989e-02,3.989397857537831382e-01,6.272924254355836116e-01,-2.884775309206749627e-03
-1.400243674575216701e+00,2.611197061631242433e-01,-7.215617501071625028e-02,3.997018043305880508e-01,6.280251981100215541e-01,5.479351577085144198e-01
-1.399843972770886014e+00,2.617477313612342482e-01,-7.160823985300773797e-02,4.006120770047211233e-01,6.308086087645083939e-01,1.260980202755181523e+00
-1.399443360693881200e+00,2.623785399699987697e-01,-7.034725965025255545e-02,4.016383224947036035e-01,6.353054927971877319e-01,4.048927150894738869e-01
-1.399041722371386465e+00,2.630138454627959366e-01,-6.994236693516307779e-02,4.044332185742688934e-01,6.651599256386629966e-01,2.023481080982927338e+00
-1.398637289152812269e+00,2.636790053884345841e-01,-6.791888585418015545e-02,4.051639633627714399e-01,6.657806966637052071e-01,1.420253738203017368e+00
-1.398232125189449393e+00,2.643447860850983155e-01,-6.649863211597713264e-02,4.061220671165813867e-01,6.700555870778212020e-01,5.709086984609030857e-01
-1.397826003122332850e+00,2.650148416721761491e-01,-6.592772341751622356e-02,4.070173892204694277e-01,6.736895025557672056e-01,1.337763539789234901e+00
-1.397418985733112295e+00,2.656885311747319012e-01,-6.458995987772699066e-02,4.079610692198281097e-01,6.781726152287843590e-01,4.783838825880922796e-01
-1.397011024663892487e+00,2.663667037899606904e-01,-6.411157599513889194e-02,4.087344096571692287e-01,6.803190356407493589e-01,1.147001049084613422e+00
-1.396602290254235212e+00,2.670470228256014433e-01,-6.296457494605427196e-02,4.096679155688263685e-01,6.850497258662318067e-01,2.795014644189481867e-01
-1.396192622338666478e+00,2.677320725514676925e-01,-6.268507348163532278e-02,4.101640652695491274e-01,6.831091327465761420e-01,8.081845384405475508e-02
-1.395782458273396864e+00,2.684151816842142435e-01,-6.260425502779126683e-02,4.106471380303171048e-01,6.809953806168949075e-01,-5.336047209291217008e-02
-1.395371811135366569e+00,2.690961770648311324e-01,-6.265761549988417556e-02,4.111289270271364926e-01,6.788711107329105099e-01,6.883259393950176552e-02
-1.394960682208339353e+00,2.697750481755640251e-01,-6.258878290594467597e-02,4.116160355054481190e-01,6.768250648614945186e-01,-8.799457226071095983e-02
-1.394549066172833918e+00,2.704518732404255221e-01,-6.267677747820538103e-02,4.120936669068517300e-01,6.746363594813624687e-01,-2.358636258389945617e-04
-1.394136972505927163e+00,2.711265095999068619e-01,-6.267701334183121975e-02,4.127617155509249458e-01,6.754710297899472193e-01,5.633678606568586211e-01
-1.393724210790376228e+00,2.718019806296967933e-01,-6.211364548117435935e-02,4.135622973686745030e-01,6.784174322272102930e-01,1.290049434411382645e+00
-1.393310648493007564e+00,2.724803980619239785e-01,-6.082359604676297604e-02,4.144660986329574692e-01,6.831394829252244172e-01,4.131080594431653097e-01
-1.392896182394374627e+00,2.731635375448491776e-01,-6.041048798731980807e-02,4.160158126569948323e-01,6.987768847952218199e-01,1.700271173152145154e+00
-1.392480166581717693e+00,2.738623144296444267e-01,-5.871021681416765947e-02,4.167982133697833991e-01,7.019025311662073774e-01,9.038576880092950017e-01
-1.392063368368347875e+00,2.745642169608106253e-01,-5.780635912615836314e-02,4.179390084879757161e-01,7.115011477092182401e-01,-1.903875706192552641e-01
-1.391645429359859909e+00,2.752757181085198623e-01,-5.799674669677761657e-02,4.183739952804812479e-01,7.092076593424927466e-01,-1.206732220231924446e-01
-1.391227055364579357e+00,2.759849257678623768e-01,-5.811741991880080976e-02,4.188111551372583619e-01,7.069268678718085841e-01,-4.574658848337782857e-02
-1.390808244209442046e+00,2.766918526357342034e-01,-5.816316650728418913e-02,4.192566306588879632e-01,7.047733305660329739e-01,8.845555489947524996e-02
-1.390388987578783153e+00,2.773966259663002143e-01,-5.807471095238471437e-02,4.197008163177193829e-01,7.025916060869862312e-01,-4.041760659613836959e-02
-1.389969286762465339e+00,2.780992175723872029e-01,-5.811512855898084973e-02,4.201482016556034038e-01,7.004765606737418659e-01,1.056193517080376981e-01
-1.389549138560809638e+00,2.787996941330609380e-01,-5.800950920727281079e-02,4.205903061832903522e-01,6.982653857981109269e-01,-7.492619860408861188e-03
-1.389128548254626283e+00,2.794979595188590293e-01,-5.801700182713322163e-02,4.210932972031690702e-01,6.971164948916624970e-01,3.389791267367157079e-01
-1.388707454957423204e+00,2.801950760137507102e-01,-5.767802270039650708e-02,4.216852911741366672e-01,6.974988452620728419e-01,-2.081261757623644737e-01
-1.388285769666249170e+00,2.808925748590127558e-01,-5.788614887615887300e-02,4.221206188307032314e-01,6.952280219951034734e-01,-1.364301791430526933e-01
-1.387863649047418546e+00,2.815878028810078759e-01,-5.802257905530192744e-02,4.225578890078645622e-01,6.929635518663901372e-01,-6.405829017357110577e-02
-1.387441091158410744e+00,2.822807664328742527e-01,-5.808663734547549889e-02,4.230000262677057754e-01,6.907650883803085895e-01,4.346723276935075819e-02
-1.387018091132143027e+00,2.829715315212545379e-01,-5.804317011270614807e-02,4.234833213426500986e-01,6.892659739744241287e-01,-2.526103250251324206e-01
-1.386594607810800461e+00,2.836607974952289890e-01,-5.829578043773128021e-02,4.239226499301164686e-01,6.870164691775457744e-01,-1.736270847707147291e-01
-1.386170685160870386e+00,2.843478139644065594e-01,-5.846940752250199408e-02,4.243635225811679401e-01,6.847605856901284316e-01,-1.035139007398540173e-01
-1.385746321638289258e+00,2.850325745500966734e-01,-5.857292142324185130e-02,4.248069331688592021e-01,6.825255757495269915e-01,-2.242558399496416555e-02
-1.385321514705120327e+00,2.857151001258462220e-01,-5.859534700723681433e-02,4.252723929791925594e-01,6.806531581580596013e-01,1.879686593520479843e-01
-1.384896242312141146e+00,2.863957532840042952e-01,-5.840737834788476551e-02,4.257187703749989449e-01,6.784524042052333392e-01,8.210408923914108703e-02
-1.384470523541766251e+00,2.870742056882095161e-01,-5.832527425864562215e-02,4.261687896044297763e-01,6.763384760129642626e-01,-5.903182167833470606e-02
-1.384044354752161921e+00,2.877505441642224659e-01,-5.838430608032395969e-02,4.266154494487929272e-01,6.741778741005669540e-01,5.491614047343278127e-02
-1.383617739302713145e+00,2.884247220383230337e-01,-5.832938993985052611e-02,4.270808392911280560e-01,6.723299611350120886e-01,-1.651396878994704776e-01
-1.383190658463421929e+00,2.890970519994580656e-01,-5.849452962774999432e-02,4.275233721707459855e-01,6.700981457696499888e-01,-9.450552186310845482e-02
-1.382763135091251261e+00,2.897671501452276921e-01,-5.858903514961310427e-02,4.279687170251593176e-01,6.678929048677768598e-01,-9.053909787560099343e-03
-1.382335166374226043e+00,2.904350430500954872e-01,-5.859808905940066398e-02,4.284667805207038604e-01,6.665741433239771307e-01,3.102346921800922530e-01
-1.381906699593705268e+00,2.911016171934194818e-01,-5.828785436722057345e-02,4.289601789245877095e-01,6.651745462770765061e-01,-1.123446874180622501e-02
-1.381477739414780581e+00,2.917667917396965516e-01,-5.829908883596238156e-02,4.294472720048436165e-01,6.637117625516839592e-01,2.828018329681049048e-01
-1.381048292142775802e+00,2.924305035022482513e-01,-5.801628700299427815e-02,4.299103301708139258e-01,6.618355646877546183e-01,6.524717815197048076e-02
-1.380618381812604989e+00,2.930923390669359918e-01,-5.795103982484230837e-02,4.303654809213420251e-01,6.598619843726764023e-01,-1.162800562550003192e-01
-1.380188016331683754e+00,2.937522010513086701e-01,-5.806731988109730541e-02,4.308068577208796213e-01,6.576598304945808771e-01,-3.860971756083679540e-02
-1.379757209473962964e+00,2.944098608818032647e-01,-5.810592959865814450e-02,4.312584211790652100e-01,6.556176388885396333e-01,1.127970670608063469e-01
-1.379325951052783994e+00,2.950654785206918151e-01,-5.799313253159733839e-02,4.317042766430190803e-01,6.534721504726258567e-01,1.723349733285806096e-04
-1.378894246776140919e+00,2.957189506711644378e-01,-5.799296019662401186e-02,4.322746896673110850e-01,6.534869932482629817e-01,4.955522875395537152e-01
-1.378461972086473697e+00,2.963724376644126801e-01,-5.749740790908446086e-02,4.329102835317605869e-01,6.546245490015955015e-01,1.102240899308602806e+00
-1.378029061802942046e+00,2.970270622134142946e-01,-5.639516700977585673e-02,4.337897200874706871e-01,6.600929284800399754e-01,1.692029135938052375e-01
-1.377595272082854594e+00,2.976871551418943107e-01,-5.622596409618205171e-02,4.342206099245087825e-01,6.579153721833350676e-01,6.567496726329904999e-02
-1.377161051472929998e+00,2.983450705140776593e-01,-5.616028912891875280e-02,4.346619614044325841e-01,6.559467013414359560e-01,-1.176871209079648206e-01
-1.376726389511525595e+00,2.990010172154191070e-01,-5.627797624982671526e-02,4.350897442157959927e-01,6.537458676081355780e-01,-3.998984241432884668e-02
-1.376291299767309795e+00,2.996547630830272424e-01,-5.631796609224104522e-02,4.355268001000155431e-01,6.516936869158862500e-01,1.078379412528571724e-01
-1.375855772967209845e+00,3.003064567699431087e-01,-5.621012815098818532e-02,4.359594705482294219e-01,6.495581990815790796e-01,-9.289915498609399580e-03
-1.375419813496661536e+00,3.009560149690246877e-01,-5.621941806648679540e-02,4.364347026771656091e-01,6.481938569731404698e-01,3.024206567061235029e-01
-1.374983378793984468e+00,3.016042088259978105e-01,-5.591699740978067074e-02,4.368996337153004950e-01,6.466450792867328712e-01,1.034493391165436371e-02
-1.374546479160269064e+00,3.022508539052845555e-01,-5.590665247586901893e-02,4.380344833320997111e-01,6.571091755469724571e-01,1.143777368803691408e+00
-1.374108444676936935e+00,3.029079630808315104e-01,-5.476287510706532441e-02,4.388904573024659528e-01,6.625939919785808208e-01,2.045020680317051198e-01
-1.373669554219634437e+00,3.035705570728101099e-01,-5.455837303903361690e-02,4.393092992068202696e-01,6.604246266485415129e-01,8.840702426002217118e-02
-1.373230244920427667e+00,3.042309816994586691e-01,-5.446996601477359368e-02,4.397298030954457926e-01,6.583143903364371274e-01,-4.999628310916559570e-02
-1.372790515117332300e+00,3.048892960897950921e-01,-5.451996229788275833e-02,4.401490793234587029e-01,6.561941598665695929e-01,7.714521075324945465e-02
-1.372350366038008751e+00,3.055454902496616554e-01,-5.444281708712950946e-02,4.405724494109923284e-01,6.541418784666271913e-01,-8.104595008934453726e-02
-1.371909793588597770e+00,3.061996321281282851e-01,-5.452386303721885180e-02,4.409882295568112176e-01,6.519613380215180110e-01,1.307428340397462363e-02
-1.371468805359040921e+00,3.068515934661498190e-01,-5.451078875381487610e-02,4.426215098751880572e-01,6.720769780367322754e-01,1.452450278796082683e+00
-1.371026183849165747e+00,3.075236704441865476e-01,-5.305833847501879169e-02,4.434596758615576562e-01,6.776278938893630643e-01,4.957378538873971063e-01
-1.370582724173304179e+00,3.082012983380759130e-01,-5.256260062113139730e-02,4.440305221792892332e-01,6.785666386445853293e-01,1.090373286894946947e+00
-1.370138693651124839e+00,3.088798649767204862e-01,-5.147222733423645336e-02,4.448494723516479010e-01,6.843227601427457341e-01,1.358622804341641510e-01
-1.369693844178773157e+00,3.095641877368632278e-01,-5.133636505380229087e-02,4.452397572656311420e-01,6.820884995452263233e-01,2.900690224192986610e-02
-1.369248604421507531e+00,3.102462762364084359e-01,-5.130735815156035884e-02,4.459528975591191546e-01,6.861578170105234742e-01,-7.945063220618935329e-01
-1.368802651523948422e+00,3.109324340534189712e-01,-5.210186447362225026e-02,4.463627201943281553e-01,6.843284064422383572e-01,-5.453640674157436141e-01
-1.368356288803754151e+00,3.116167624598611963e-01,-5.264722854103799643e-02,4.467692583254753158e-01,6.823141006131863140e-01,-3.488509580995771131e-01
-1.367909519545428720e+00,3.122990765604743979e-01,-5.299607949913757304e-02,4.471691616953133996e-01,6.800929868244361964e-01,-2.355871934721585625e-01
-1.367462350383733316e+00,3.129791695472988189e-01,-5.323166669260973038e-02,4.475691357744269738e-01,6.778231588352803261e-01,-1.563478890410933131e-01
-1.367014781247958943e+00,3.136569927061341190e-01,-5.338801458165082225e-02,4.479707503484373632e-01,6.755506865424538709e-01,-8.343661108132789661e-02
-1.366566810497610529e+00,3.143325433926765777e-01,-5.347145119273215286e-02,4.483753354463212992e-01,6.733116860330994324e-01,8.386396675756330188e-03
-1.366118435162164246e+00,3.150058550787096512e-01,-5.346306479605639900e-02,4.490032469131199910e-01,6.752334213429403986e-01,6.830295488801089165e-01
-1.365669431915251142e+00,3.156810885000526090e-01,-5.278003524717628930e-02,4.510520023728976091e-01,7.037078539712705583e-01,2.313348269782574462e+00
-1.365218379912878310e+00,3.163847963540238895e-01,-5.046668697739371823e-02,4.515394720771623849e-01,7.031251491892308580e-01,1.791684609498554126e+00
-1.364766840440801099e+00,3.170879215032131326e-01,-4.867500236789516072e-02,4.522317373431475329e-01,7.070207736433130608e-01,9.108565182303161034e-01
-1.364314608703457887e+00,3.177949422768564514e-01,-4.776414584966484633e-02,4.532388103978834959e-01,7.178841694773272497e-01,-2.701627640645558603e-01
-1.363861369893059949e+00,3.185128264463337744e-01,-4.803430861372940536e-02,4.535958749512718491e-01,7.155440607193954694e-01,-1.821035367017955764e-01
-1.363407774018108753e+00,3.192283705070531608e-01,-4.821641215043120238e-02,4.539542548682042877e-01,7.131892371440675671e-01,-1.085846295866647881e-01
-1.362953819763240482e+00,3.199415597441972459e-01,-4.832499678001786481e-02,4.543147563509206677e-01,7.108501802531654867e-01,-2.797576836509313436e-02
-1.362499505006889544e+00,3.206524099244504322e-01,-4.835297254838295811e-02,4.546864294873296242e-01,7.087253078824294894e-01,1.417442767112926105e-01
-1.362044818577402117e+00,3.213611352323328396e-01,-4.821122827167166613e-02,4.550499471637829974e-01,7.064274485119176328e-01,3.414922129724533295e-02
-1.361589768630238284e+00,3.220675626808447434e-01,-4.817707905037441757e-02,4.556225066401483614e-01,7.084843065826231800e-01,-6.549191488387775539e-01
-1.361134146123598176e+00,3.227760469874273452e-01,-4.883199819921319601e-02,4.560011681471541345e-01,7.065280101991636696e-01,-4.245697310160340132e-01
-1.360678144955451030e+00,3.234825749976265041e-01,-4.925656793022922808e-02,4.563726856493074968e-01,7.043200368714592763e-01,-2.759789283864324538e-01
-1.360221772269801788e+00,3.241868950344979905e-01,-4.953254685861566142e-02,4.567419826028792373e-01,7.020013879101957288e-01,-1.858489202621270986e-01
-1.359765030287198861e+00,3.248888964224082021e-01,-4.971839577887778722e-02,4.571125214429109240e-01,6.996659834686794754e-01,-1.118282723301706055e-01
-1.359307917765755880e+00,3.255885624058768579e-01,-4.983022405120796083e-02,4.574851309735886717e-01,6.973442069734884230e-01,-3.207508252375985969e-02
-1.358850432634782335e+00,3.262859066128503405e-01,-4.986229913373171896e-02,4.578671325613056231e-01,6.951939228613707167e-01,1.243054883232468794e-01
-1.358392565502221094e+00,3.269811005357117217e-01,-4.973799364540847090e-02,4.582437005301213118e-01,6.929298211261910589e-01,9.660349832772779921e-03
-1.357934321801691047e+00,3.276740303568378976e-01,-4.972833329557569543e-02,4.587891762398956796e-01,6.940777585898717517e-01,6.244862220921612028e-01
-1.357475532625451065e+00,3.283681081154277703e-01,-4.910384707348353084e-02,4.595604202601511479e-01,6.997641190361955088e-01,1.548920311957899365e+00
-1.357015972205190879e+00,3.290678722344639873e-01,-4.755492676152563158e-02,4.603338363076942552e-01,7.056920780056675779e-01,5.555099708110147194e-01
-1.356555638368883265e+00,3.297735643124696803e-01,-4.699941679071461403e-02,4.608606574175296289e-01,7.069518862372732304e-01,1.185333141032985482e+00
-1.356094777711465804e+00,3.304805161987069417e-01,-4.581408364968162644e-02,4.616016138769762911e-01,7.128955030317926100e-01,2.083276209466331519e-01
-1.355633176097588821e+00,3.311934117017387158e-01,-4.560575602873499085e-02,4.619458605909299576e-01,7.105942384007510881e-01,8.922055600962000566e-02
-1.355171230236997815e+00,3.319040059401394682e-01,-4.551653547272536959e-02,4.622924426083087068e-01,7.083784925176804803e-01,-6.136592997745407563e-02
-1.354708937794389501e+00,3.326123844326571710e-01,-4.557790140270282647e-02,4.626345907852199568e-01,7.060803090107469204e-01,4.635920575195726090e-02
-1.354246303203604285e+00,3.333184647416679303e-01,-4.553154219695086657e-02,4.630327569597086357e-01,7.050002069335568056e-01,-3.379973241713446486e-01
-1.353783270446644593e+00,3.340234649486014673e-01,-4.586953952112220873e-02,4.633750814156961662e-01,7.027034130921017141e-01,-2.257791048114251853e-01
-1.353319895365228787e+00,3.347261683616935546e-01,-4.609531862593363449e-02,4.637178227402576347e-01,7.003602618292642523e-01,-1.463591518470475084e-01
-1.352856177542488547e+00,3.354265286235228460e-01,-4.624167777778068200e-02,4.640622181372469623e-01,6.980163440994208157e-01,-7.192994844427454126e-02
-1.352392115324351218e+00,3.361245449676222852e-01,-4.631360772622495486e-02,4.644097062817478250e-01,6.957155965475481096e-01,2.655436126443920519e-02
-1.351927705618069409e+00,3.368202605641698599e-01,-4.628705336496051481e-02,4.674566656766404593e-01,7.516482736427199107e-01,-1.843114177777934293e+00
-1.351460248952392806e+00,3.375719088378125732e-01,-4.813016754273844594e-02,4.678293086911344822e-01,7.498832197186420245e-01,-1.534172804148052016e+00
-1.350992419643701759e+00,3.383217920575312121e-01,-4.966434034688649996e-02,4.682146772730000350e-01,7.480738352392849455e-01,-1.240382247239946389e+00
-1.350524204966428776e+00,3.390698658927704945e-01,-5.090472259412644890e-02,4.686106382560194517e-01,7.462300213322690112e-01,-9.580721633440433260e-01
-1.350055594328172681e+00,3.398160959141027782e-01,-5.186279475747049283e-02,4.690142988269468405e-01,7.443428980875241852e-01,-6.880151791685471530e-01
-1.349586580029345839e+00,3.405604388121902804e-01,-5.255080993663904104e-02,4.694194583122287545e-01,7.423380339821118445e-01,-4.472815749178146172e-01
-1.349117160571033702e+00,3.413027768461723843e-01,-5.299809151155685655e-02,4.698162281026653231e-01,7.400712951701556852e-01,-2.844153478420419212e-01
-1.348647344342930987e+00,3.420428481413425592e-01,-5.328250685939889958e-02,4.702087747244415583e-01,7.376611658774785418e-01,-1.893435031090412446e-01
-1.348177135568206619e+00,3.427805093072200382e-01,-5.347185036250794166e-02,4.706021934629814329e-01,7.352278150369585541e-01,-1.140892798111046713e-01
-1.347706533374743554e+00,3.435157371222569700e-01,-5.358593964231904427e-02,4.709975580334700984e-01,7.328046490825422810e-01,-3.585140704605577211e-02
-1.347235535816710073e+00,3.442485417713395113e-01,-5.362179104936509733e-02,4.714002597595330912e-01,7.305025179114195133e-01,9.978823314504314812e-02
-1.346764135556950626e+00,3.449790442892509135e-01,-5.352200281622005590e-02,4.718038524376272913e-01,7.282119569274279058e-01,-4.339964738080068218e-02
-1.346292331704513012e+00,3.457072562461783183e-01,-5.356540246360085716e-02,4.722048026656053832e-01,7.258861181904353588e-01,7.984853424295393354e-02
-1.345820126901847491e+00,3.464331423643687291e-01,-5.348555392935790131e-02,4.726152138215430343e-01,7.237306589496932396e-01,-1.058787566732167229e-01
