px,py,pz,vx,vy,vz
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,-1.000000000000000000e+00
5.004999999999999449e-01,5.004999999999999449e-01,4.989999999999999991e-01,5.025118339410761248e-01,4.982764047731426671e-01,-1.007538220630259662e+00
5.010025118339410666e-01,5.009982764047731241e-01,4.979924617793697328e-01,5.049971885083761602e-01,4.965665801023093628e-01,-1.015057951924409174e+00
5.015075090224494492e-01,5.014948429848754552e-01,4.969774038274453187e-01,5.074562711191145103e-01,4.948704414374578975e-01,-1.022559207549043725e+00
5.020149652935685936e-01,5.019897134263129335e-01,4.959548446198962512e-01,5.098892882569192597e-01,4.931879052695320453e-01,-1.030041999258513918e+00
5.025248545818254975e-01,5.024829013315824655e-01,4.949248026206377604e-01,5.122990709381581853e-01,4.915165590645648730e-01,-1.037507820814306037e+00
5.030371536527636911e-01,5.029744178906470076e-01,4.938872947998234619e-01,5.146875591383804904e-01,4.898547760807264728e-01,-1.044957672211989541e+00
5.035518412119021070e-01,5.034642726667277746e-01,4.928423371276114962e-01,5.170548894115282179e-01,4.882025186715676091e-01,-1.052391545251711191e+00
5.040688961013136682e-01,5.039524751853993179e-01,4.917899455823597776e-01,5.194011984084119238e-01,4.865597496448026416e-01,-1.059809431751893127e+00
5.045882972997220994e-01,5.044390349350441616e-01,4.907301361506078985e-01,5.217266243070357579e-01,4.849264323810292820e-01,-1.067211326410240302e+00
5.051100239240291501e-01,5.049239613674252336e-01,4.896629248241976540e-01,5.240313008503373338e-01,4.833025294025936058e-01,-1.074597222032134258e+00
5.056340552248794751e-01,5.054072638968277742e-01,4.885883276021655286e-01,5.263153637884006031e-01,4.816880035666693538e-01,-1.081967111440113705e+00
5.061603705886679183e-01,5.058889519003944013e-01,4.875063604907254322e-01,5.285789458693317400e-01,4.800828184225301998e-01,-1.089320988427533443e+00
5.066889495345372474e-01,5.063690347188168905e-01,4.864170395022979210e-01,5.308221813725123583e-01,4.784869376147459219e-01,-1.096658845850127628e+00
5.072197717159097063e-01,5.068475216564316543e-01,4.853203806564477807e-01,5.330452015768487595e-01,4.769003233929796637e-01,-1.103980678488091671e+00
5.077528169174865269e-01,5.073244219798246357e-01,4.842163999779596772e-01,5.352481371482569195e-01,4.753229396534146001e-01,-1.111286479229222968e+00
5.082880650546347523e-01,5.077997449194781021e-01,4.831051134987304763e-01,5.374311188555334073e-01,4.737547494931327319e-01,-1.118576241932076831e+00
5.088254961734902659e-01,5.082734996689712847e-01,4.819865372567984085e-01,5.395942751859799102e-01,4.721957166415456375e-01,-1.125849960471203115e+00
5.093650904486762832e-01,5.087456953856128727e-01,4.808606872963271939e-01,5.417377352089186582e-01,4.706458045656345401e-01,-1.133107629690806917e+00
5.099068281838852190e-01,5.092163411901785564e-01,4.797275796666363723e-01,5.438616278597090403e-01,4.691049770663124341e-01,-1.140349243496311837e+00
5.104506898117449065e-01,5.096854461672448711e-01,4.785872304231400531e-01,5.459660790788023466e-01,4.675731982184644364e-01,-1.147574795809093606e+00
5.109966558908236589e-01,5.101530193654633116e-01,4.774396556273309833e-01,5.480512149144791678e-01,4.660504314169858220e-01,-1.154784282473814594e+00
5.115447071057381834e-01,5.106190697968803205e-01,4.762848713448571414e-01,5.501171598537268892e-01,4.645366400332185397e-01,-1.161977697441565649e+00
5.120948242655919413e-01,5.110836064369135290e-01,4.751228936474155562e-01,5.521640387312732878e-01,4.630317891435330457e-01,-1.169155035633022255e+00
5.126469883043232034e-01,5.115466382260570599e-01,4.739537386117825268e-01,5.541919764907058399e-01,4.615358420703615239e-01,-1.176316291030008232e+00
5.132011802808139622e-01,5.120081740681273752e-01,4.727774223207525384e-01,5.562010953232561228e-01,4.600487635432370936e-01,-1.183461459537577642e+00
5.137573813761372454e-01,5.124682228316705945e-01,4.715939608612149669e-01,5.581915161013363269e-01,4.585705175514643295e-01,-1.190590536120831988e+00
5.143155728922386150e-01,5.129267933492220877e-01,4.704033703250941612e-01,5.601633607641397505e-01,4.571010685370650029e-01,-1.197703516713328531e+00
5.148757362530027581e-01,5.133838944177591124e-01,4.692056668083808280e-01,5.621167513626974532e-01,4.556403807386379956e-01,-1.204800395354970410e+00
5.154378530043655093e-01,5.138395347984977546e-01,4.680008664130258511e-01,5.640518057681495057e-01,4.541884186088407938e-01,-1.211881168008836829e+00
5.160019048101336381e-01,5.142937232171066464e-01,4.667889852450169963e-01,5.659686429215863290e-01,4.527451468141691082e-01,-1.218945830651674278e+00
5.165678734530552152e-01,5.147464683639207950e-01,4.655700394143653109e-01,5.678673828327783779e-01,4.513105298771084573e-01,-1.225994379273883217e+00
5.171357408358879804e-01,5.151977788937979197e-01,4.643440450350914128e-01,5.697481408568606520e-01,4.498845324743394047e-01,-1.233026809879505192e+00
5.177054889767448431e-01,5.156476634262722181e-01,4.631110182252118901e-01,5.716110341368025871e-01,4.484671199134213637e-01,-1.240043117532535266e+00
5.182771000108816750e-01,5.160961305461856385e-01,4.618709751076793824e-01,5.734561787403084088e-01,4.470582566419869508e-01,-1.247043299219005030e+00
