px,pz,theta,vx,vz,theta_dot
-1.407366227569520900e+00,3.204899364005257545e-01,-6.518046943204826305e-02,3.342403595133405791e-01,7.795771421334335427e-01,-1.670883588168858847e-02
-1.407031987210007662e+00,3.212695135426592019e-01,-6.519717826792995052e-02,3.347951364599549007e-01,7.782664836293312627e-01,2.706944833061262767e-01
-1.406697192073547598e+00,3.220477800262885326e-01,-6.492648378462381742e-02,3.353153110993269403e-01,7.764236597192762934e-01,7.362301302844725948e-02
-1.406361876762448171e+00,3.228242036860077824e-01,-6.485286077159536922e-02,3.358263728221753119e-01,7.744739868634031854e-01,-8.428200545424416323e-02
-1.406026050389626025e+00,3.235986776728712044e-01,-6.493714277704960847e-02,3.363290228489884681e-01,7.724037399855926411e-01,1.482766004758315215e-02
-1.405689721366776945e+00,3.243710814128568098e-01,-6.492231511700202740e-02,3.414940391030242273e-01,8.420206132490885009e-01,-1.695163289249151273e+00
-1.405348227327673838e+00,3.252131020261058714e-01,-6.661747840625117933e-02,3.420419617315473282e-01,8.406384180313057897e-01,-1.378230347905008424e+00
-1.405006185365942351e+00,3.260537404441371523e-01,-6.799570875415618387e-02,3.426027333978187706e-01,8.392337477851686822e-01,-1.070714728725370879e+00
-1.404663582632544427e+00,3.268929741919223142e-01,-6.906642348288155597e-02,3.431732075134092397e-01,8.378006685515543284e-01,-7.717726496720109797e-01
-1.404320409425031002e+00,3.277307748604738613e-01,-6.983819613255357051e-02,3.437437026722919287e-01,8.362376244783442658e-01,-4.977294911534015376e-01
-1.403976665722358685e+00,3.285670124849521812e-01,-7.033592562370696855e-02,3.442938277239782630e-01,8.342919509167858738e-01,-3.060398367535076547e-01
-1.403632371894634634e+00,3.294013044358689579e-01,-7.064196546046047631e-02,3.448294514576413783e-01,8.320846115558043765e-01,-2.033668229444551556e-01
-1.403287542443176994e+00,3.302333890474247746e-01,-7.084533228340493538e-02,3.453645576071278089e-01,8.298369116503487852e-01,-1.254130725902646293e-01
-1.402942177885569963e+00,3.310632259590751136e-01,-7.097074535599519340e-02,3.459018874582728276e-01,8.275987666918720453e-01,-4.553899521225060476e-02
-1.402596275998111652e+00,3.318908247257669752e-01,-7.101628435120743710e-02,3.464509264926325383e-01,8.255119054787873889e-01,9.350649534054014667e-02
-1.402249825071619105e+00,3.327163366312457793e-01,-7.092277785586689753e-02,3.469976509644082663e-01,8.233875379612409784e-01,-4.232776885616784668e-02
-1.401902827420654640e+00,3.335397241692070192e-01,-7.096510562472306549e-02,3.475481293144357942e-01,8.213261778322299422e-01,1.031101310477629818e-01
-1.401555279291340161e+00,3.343610503470392237e-01,-7.086199549367530603e-02,3.480929033079719903e-01,8.191799328458116980e-01,-2.258640580845283630e-02
-1.401207186388032211e+00,3.351802302798850275e-01,-7.088458189948375343e-02,3.486608671145590699e-01,8.173715819974941565e-01,1.862761929618355627e-01
-1.400858525520917608e+00,3.359976018618825444e-01,-7.069830570652191337e-02,3.492022854962653078e-01,8.151868124128556214e-01,7.698038011507156442e-02
-1.400509323235421322e+00,3.368127886742954269e-01,-7.062132532640684468e-02,3.497538761908141614e-01,8.131658447882856855e-01,-8.754425549614998359e-02
-1.400159569359230582e+00,3.376259545190837263e-01,-7.070886958190299165e-02,3.502932062684869785e-01,8.109800739252664981e-01,6.134035843396459797e-03
-1.399809276152962134e+00,3.384369345930089978e-01,-7.070273554605958910e-02,3.511597981981902095e-01,8.134054159296917330e-01,6.566919580923128441e-01
-1.399458116354763915e+00,3.392503400089386667e-01,-7.004604358796727437e-02,3.529661596292746339e-01,8.291015082683236281e-01,1.874173408735323232e+00
-1.399105150195134595e+00,3.400794415172069818e-01,-6.817187017923195813e-02,3.539369810356665091e-01,8.331285942120285615e-01,1.027354721557149020e+00
-1.398751213214098899e+00,3.409125701114190110e-01,-6.714451545767480267e-02,3.551781235269484416e-01,8.414964613476287880e-01,2.301356305770574373e-02
-1.398396035090571976e+00,3.417540665727666349e-01,-6.712150189461710270e-02,3.592347856529276018e-01,8.920125197370871728e-01,-1.596171311202493559e+00
-1.398036800304919058e+00,3.426460790925037192e-01,-6.871767320581959049e-02,3.597983942514981215e-01,8.905867471530013457e-01,-1.276498574144158349e+00
-1.397677001910667460e+00,3.435366658396566963e-01,-6.999417177996375417e-02,3.603742099306753710e-01,8.891429942951836196e-01,-9.649695932550594879e-01
-1.397316627700736724e+00,3.444258088339519075e-01,-7.095914137321882031e-02,3.609567791491631872e-01,8.876425080952866642e-01,-6.656230543219334717e-01
-1.396955670921587567e+00,3.453134513420472174e-01,-7.162476442754076023e-02,3.615302425877835457e-01,8.859005399697900129e-01,-4.084663032535768568e-01
-1.396594140678999674e+00,3.461993518820170035e-01,-7.203323073079433148e-02,3.620758742344452608e-01,8.836954274998909398e-01,-2.570297924985465166e-01
-1.396232064804765249e+00,3.470830473095168900e-01,-7.229026052329287633e-02,3.626133720882563916e-01,8.813343211949932199e-01,-1.673383399840580599e-01
-1.395869451432677044e+00,3.479643816307118609e-01,-7.245759886327693411e-02,3.631514454950287574e-01,8.789545859845260267e-01,-9.119591921215658425e-02
-1.395506299987182119e+00,3.488433362166963869e-01,-7.254879478248908720e-02,3.636930431917764217e-01,8.766061850251143373e-01,-2.355007521832805373e-03
-1.395142606943990282e+00,3.497199424017214953e-01,-7.255114979001091313e-02,3.643139431606124967e-01,8.753395420160716700e-01,3.108955896083726578e-01
-1.394778293000829672e+00,3.505952819437375689e-01,-7.224025420040254553e-02,3.649122293047946664e-01,8.737614728752604032e-01,2.267096849881578002e-02
-1.394413380771524880e+00,3.514690434166128363e-01,-7.221758323190373419e-02,3.705699734131965850e-01,9.421336277995240316e-01,1.515318744877592660e+00
-1.394042810798111764e+00,3.524111770444123826e-01,-7.070226448702614241e-02,3.717561938465877014e-01,9.487207082129494040e-01,6.110729946682011970e-01
-1.393671054604265214e+00,3.533598977526253293e-01,-7.009119149235794322e-02,3.729022383760223769e-01,9.550931357681127221e-01,1.418070779025973227e+00
-1.393298152365889164e+00,3.543149908883934662e-01,-6.867312071333196710e-02,3.740715516889125958e-01,9.619385499907016079e-01,5.163021399235218079e-01
-1.392924080814200272e+00,3.552769294383841814e-01,-6.815681857340843974e-02,3.749194859405848290e-01,9.644565303077557994e-01,1.130027169490002370e+00
-1.392549161328259677e+00,3.562413859686919260e-01,-6.702679140391844259e-02,3.760961878005031900e-01,9.718844128151444828e-01,2.297295818671146739e-01
-1.392173065140459132e+00,3.572132703815070753e-01,-6.679706182205133458e-02,3.765876125724021417e-01,9.693951963055841281e-01,1.062841330639738430e-01
-1.391796477527886822e+00,3.581826655778126423e-01,-6.669077768898735992e-02,3.770805124667584440e-01,9.669532837842372830e-01,-2.712480423618153502e-02
-1.391419397015420056e+00,3.591496188615968532e-01,-6.671790249322354094e-02,3.775808917621949479e-01,9.646351327884031823e-01,1.268322976937260593e-01
-1.391041816123657959e+00,3.601142539943852361e-01,-6.659107019552981677e-02,3.780698349547829684e-01,9.621427714559461775e-01,1.120683601635794058e-02
-1.390663746288703262e+00,3.610763967658411899e-01,-6.657986335951346368e-02,3.787287260851103787e-01,9.622127286013442138e-01,4.552492440476320068e-01
-1.390285017562618242e+00,3.620386094944425537e-01,-6.612461411546582957e-02,3.797961107419614568e-01,9.684106766712322623e-01,1.249702363323212051e+00
-1.389905221451876338e+00,3.630070201711138034e-01,-6.487491175214261940e-02,3.809127817575697628e-01,9.754634292343780100e-01,3.557686879368811006e-01
-1.389524308670118780e+00,3.639824836003481834e-01,-6.451914306420573897e-02,3.816555187156475126e-01,9.770861178727116014e-01,-2.240990156983057036e-01
-1.389142653151403062e+00,3.649595697182209109e-01,-6.474324207990404811e-02,3.821222731260912053e-01,9.745004322785795203e-01,-1.408669225609494036e-01
-1.388760530878276889e+00,3.659340701504995019e-01,-6.488410900246499580e-02,3.825901624421887415e-01,9.719071759840883784e-01,-6.477985303173144915e-02
-1.388377940715834757e+00,3.669059773264836122e-01,-6.494888885549672530e-02,3.830632752485326198e-01,9.693785997484711814e-01,3.502247274612510508e-02
-1.387994877440586139e+00,3.678753559262321060e-01,-6.491386638275059573e-02,3.859402699147826410e-01,1.003802584051779023e+00,-1.304884580306901354e+00
-1.387608937170671464e+00,3.688791585102839110e-01,-6.621875096305750164e-02,3.864819868178323570e-01,1.002326023761654028e+00,-9.849363821553047682e-01
-1.387222455183853675e+00,3.698814845340455681e-01,-6.720368734521280085e-02,3.870309500858504781e-01,1.000794051331961310e+00,-6.761263149688734320e-01
-1.386835424233767933e+00,3.708822785853775339e-01,-6.787981366018167040e-02,3.875677357931937017e-01,9.989594673193243901e-01,-4.106172388026942954e-01
-1.386447856497974751e+00,3.718812380526968497e-01,-6.829043089898435837e-02,3.880702734616581218e-01,9.965414379477351980e-01,-2.534710700602434974e-01
-1.386059786224513202e+00,3.728777794906446008e-01,-6.854390196904459887e-02,3.885617849565044524e-01,9.939176159014847522e-01,-1.628927725966333728e-01
-1.385671224439556593e+00,3.738716971065461081e-01,-6.870679474164123612e-02,3.890533416971213021e-01,9.912677959286855245e-01,-8.751973616411377888e-02
-1.385282171097859560e+00,3.748629649024747823e-01,-6.879431447780534614e-02,3.895480898152053895e-01,9.886473230820670421e-01,-2.417961668118168150e-03
-1.384892623008044277e+00,3.758516122255568526e-01,-6.879673243947347083e-02,3.900879614437349763e-01,9.866725590010985147e-01,2.265033003721038662e-01
-1.384502535046600480e+00,3.768382847845579420e-01,-6.857022913910136575e-02,3.905873272182160405e-01,9.841096720101812911e-01,1.093805250362493570e-01
-1.384111947719382174e+00,3.778223944565681225e-01,-6.846084861406512290e-02,3.910895916565635955e-01,9.816130061303927068e-01,-2.382928899252075017e-02
-1.383720858127725606e+00,3.788040074626984888e-01,-6.848467790305765024e-02,3.915978844556606830e-01,9.792159794920055615e-01,1.246298694268327817e-01
-1.383329260243269854e+00,3.797832234421905095e-01,-6.836004803363081306e-02,3.920965977758611998e-01,9.766767064819387167e-01,6.294621558701973818e-03
-1.382937163645493905e+00,3.807599001486724477e-01,-6.835375341207211575e-02,3.926658488862003749e-01,9.751809796369281802e-01,3.005395633347788253e-01
-1.382544497796607708e+00,3.817350811283093948e-01,-6.805321384873733170e-02,3.931885432321169938e-01,9.730059669757699092e-01,8.866789446975451017e-02
-1.382151309253375482e+00,3.827080870952851432e-01,-6.796454595426758283e-02,3.936979250940376707e-01,9.706694606394190572e-01,-8.154368981990020582e-02
-1.381757611328281454e+00,3.836787565559245383e-01,-6.804608964408748184e-02,3.941895422149788164e-01,9.680817546301382359e-01,5.004991541364953167e-03
-1.381363421786066414e+00,3.846468383105546840e-01,-6.804108465254611604e-02,3.947477314210430799e-01,9.664621946777507411e-01,2.840575941691024786e-01
-1.380968674054645406e+00,3.856133005052324592e-01,-6.775702705837700901e-02,3.952572346775886092e-01,9.641288060923541847e-01,1.077707922908931193e-01
-1.380573416819967925e+00,3.865774293113248272e-01,-6.764925626608611631e-02,3.957555529000632566e-01,9.616620354980254248e-01,-2.670998783369996077e-02
-1.380177661267067757e+00,3.875390913468228504e-01,-6.767596625391981979e-02,3.962569998757284884e-01,9.592531781788996570e-01,1.133614568786007470e-01
-1.379781404267192091e+00,3.884983445250017597e-01,-6.756260479704122301e-02,3.967536237985637704e-01,9.567702328700249392e-01,-1.429964435180863802e-02
-1.379384650643393551e+00,3.894551147578718120e-01,-6.757690444139302643e-02,3.972636743652531166e-01,9.544980454670763947e-01,1.570817791112694983e-01
-1.378987386969028339e+00,3.904096128033389124e-01,-6.741982266228176146e-02,3.977551265814546766e-01,9.519494596679198839e-01,5.388048457599446672e-02
-1.378589631842446872e+00,3.913615622630068347e-01,-6.736594217770576487e-02,3.983998677429413937e-01,9.516880458864640513e-01,-3.782038130413292176e-01
-1.378191231974703834e+00,3.923132503088933021e-01,-6.774414599074708720e-02,3.988973837433555936e-01,9.492521455052148616e-01,-2.399019316741454466e-01
-1.377792334590960399e+00,3.932625024543985326e-01,-6.798404792242122852e-02,3.993886307259627011e-01,9.466825536198899549e-01,-1.547481667632263636e-01
-1.377392945960234538e+00,3.942091850080184368e-01,-6.813879608918445296e-02,3.998805450940508543e-01,9.440971349910198818e-01,-8.145020771881099353e-02
-1.376993065415140549e+00,3.951532821430094322e-01,-6.822024629690326414e-02,4.003756839915160737e-01,9.415425077862835668e-01,3.464222966582566898e-03
-1.376592689731149122e+00,3.960948246507957071e-01,-6.821678207393667981e-02,4.009239017595296883e-01,9.397560354759720846e-01,2.595302774411837321e-01
-1.376191765829389624e+00,3.970345806862716764e-01,-6.795725179649549086e-02,4.014277884626075710e-01,9.373211245376554812e-01,1.198227890155907360e-01
-1.375790338040927097e+00,3.979719018108093254e-01,-6.783742900747989635e-02,4.019269752185486988e-01,9.348454127845332584e-01,-6.429331771238139259e-04
-1.375388411065708638e+00,3.989067472235938716e-01,-6.783807194065702428e-02,4.024596164925684505e-01,9.328750961876995929e-01,2.257429315732365493e-01
-1.374985951449215982e+00,3.998396223197815957e-01,-6.761232900908378807e-02,4.029563985656031688e-01,9.303769162406247961e-01,1.124026306602509406e-01
-1.374582995050650291e+00,4.007699992360222452e-01,-6.749992637842353038e-02,4.034551258361532833e-01,9.279319498229606777e-01,-1.500212993539623563e-02
-1.374179539924814231e+00,4.016979311858451807e-01,-6.751492850835892623e-02,4.039643064930640848e-01,9.256539151562025447e-01,1.488578379939795859e-01
-1.373775575618321199e+00,4.026235851010013800e-01,-6.736607067036494423e-02,4.044582464405667155e-01,9.231488064903315971e-01,4.517400083767111885e-02
-1.373371117371880556e+00,4.035467339074917392e-01,-6.732089666952727203e-02,4.054862704462623979e-01,9.285759785992636628e-01,-7.371415498375076814e-01
-1.372965631101434214e+00,4.044753098860909835e-01,-6.805803821936477760e-02,4.060261766568152852e-01,9.267737496451668999e-01,-4.647141813120911902e-01
-1.372559604924777465e+00,4.054020836357361546e-01,-6.852275240067687290e-02,4.065403885171541831e-01,9.245075711116890194e-01,-2.852077507689140257e-01
-1.372153064536260292e+00,4.063265912068478314e-01,-6.880796015144578781e-02,4.070409960711250941e-01,9.219918460631314483e-01,-1.881805233290412827e-01
-1.371746023540189263e+00,4.072485830529109507e-01,-6.899614067477483070e-02,4.075410731833419287e-01,9.194380944822903023e-01,-1.141275832904409399e-01
-1.371338482467005848e+00,4.081680211473932562e-01,-6.911026825806526608e-02,4.080429918303991599e-01,9.168911375088217852e-01,-4.016942014359026203e-02
-1.370930439475175344e+00,4.090849122849020691e-01,-6.915043767820885923e-02,4.085522478836239868e-01,9.144381487492568850e-01,7.146981367565058418e-02
-1.370521887227291735e+00,4.099993504336513217e-01,-6.907896786453321392e-02,4.090984420249281772e-01,9.125141909493625914e-01,-1.696097814328786924e-01
-1.370112788785266877e+00,4.109118646246006645e-01,-6.924857764596609178e-02,4.096012669911059390e-01,9.099715968813106848e-01,-9.777234166282970651e-02
-1.369703187518275689e+00,4.118218362214819961e-01,-6.934634998762892466e-02,4.101063943511712995e-01,9.074443410982413472e-01,-2.115718956467990686e-02
-1.369293081123924560e+00,4.127292805625802363e-01,-6.936750717719360193e-02,4.106247268697660879e-01,9.050969022803889708e-01,1.200591790827882366e-01
-1.368882456397054748e+00,4.136343774648606475e-01,-6.924744799811081986e-02,4.111368438010167270e-01,9.026577200927130562e-01,1.574359297587563100e-03
-1.368471319553253629e+00,4.145370351849533841e-01,-6.924587363881323787e-02,4.116804941158669906e-01,9.006860026622095505e-01,2.255075915798593622e-01
-1.368059639059137744e+00,4.154377211876155718e-01,-6.902036604723338353e-02,4.121899585905893226e-01,8.982215655823688749e-01,1.160529363367294869e-01
-1.367647449100547252e+00,4.163359427531979629e-01,-6.890431311089664779e-02,4.127008269667842844e-01,8.958015132292551641e-01,-5.694834782570185050e-03
-1.367234748273580491e+00,4.172317442664272291e-01,-6.891000794567922472e-02,4.132290685755835025e-01,8.936456835463194581e-01,1.802200228289545236e-01
-1.366821519205004831e+00,4.181253899499735582e-01,-6.872978792285026894e-02,4.137351573185218956e-01,8.911682530106359579e-01,8.289495988382088176e-02
-1.366407784047686258e+00,4.190165582029841684e-01,-6.864689296296644372e-02,4.142601186715187400e-01,8.889842694309559867e-01,-1.025898537029155816e-01
-1.365993523929014630e+00,4.199055424724151275e-01,-6.874948281666935779e-02,4.147627388809130289e-01,8.864845849375805331e-01,-2.844168884785759632e-02
-1.365578761190133772e+00,4.207920270573526911e-01,-6.877792450551721559e-02,4.152747334532365664e-01,8.841100979205607224e-01,9.603501727677563049e-02
-1.365163486456680619e+00,4.216761371552732451e-01,-6.868188948824044404e-02,4.157911837950387102e-01,8.817972090821042386e-01,-5.369343939885573569e-02
-1.364747695272885641e+00,4.225579343643553476e-01,-6.873558292763930211e-02,4.162977998756905995e-01,8.793518758135940860e-01,4.134539219232857832e-02
-1.364331397473010021e+00,4.234372862401689641e-01,-6.869423753544696976e-02,4.189175901243223366e-01,9.075958652313036445e-01,-1.347879312056952550e+00
-1.363912479882885664e+00,4.243448821054002784e-01,-7.004211684750391576e-02,4.194810803076206018e-01,9.059758324478708325e-01,-1.035270980362700266e+00
-1.363492998802578127e+00,4.252508579378481701e-01,-7.107738782786661436e-02,4.200524172579921944e-01,9.043095374552028165e-01,-7.343005598718517213e-01
-1.363072946385320172e+00,4.261551674753033536e-01,-7.181168838773846486e-02,4.206185393183615728e-01,9.024509887927011365e-01,-4.678206268944692381e-01
-1.362652327846001876e+00,4.270576184640960671e-01,-7.227950901463293942e-02,4.211605343980504013e-01,9.001754598034845678e-01,-2.910704854314639101e-01
-1.362231167311603874e+00,4.279577939238995432e-01,-7.257057950006440272e-02,4.216895459406361235e-01,8.976716795827439643e-01,-1.950649370984374742e-01
-1.361809477765663301e+00,4.288554656034823109e-01,-7.276564443716283803e-02,4.222180002530364074e-01,8.951308276389804419e-01,-1.231866454991018267e-01
-1.361387259765410196e+00,4.297505964311212900e-01,-7.288883108266193400e-02,4.227480181016053939e-01,8.925918697527370771e-01,-5.430798438363511338e-02
-1.360964511747308592e+00,4.306431883008740025e-01,-7.294313906704556760e-02,4.232823518380463002e-01,8.900996868590049793e-01,3.590524123157781688e-02
-1.360541229395470619e+00,4.315332879877329941e-01,-7.290723382581398848e-02,4.256795024510702796e-01,9.130946583360719515e-01,1.319646975281643320e+00
-1.360115549893019526e+00,4.324463826460690496e-01,-7.158758685053234760e-02,4.268735158643722771e-01,9.196327903657429692e-01,4.010420713196063414e-01
-1.359688676377155181e+00,4.333660154364347705e-01,-7.118654477921274037e-02,4.289975192848952124e-01,9.394420850179396876e-01,-8.500878098126662952e-01
-1.359259678857870357e+00,4.343054575214527202e-01,-7.203663258902540112e-02,4.295683338827819830e-01,9.376371099586279234e-01,-5.668056055703994955e-01
-1.358830110523987500e+00,4.352430946314113647e-01,-7.260343819459580406e-02,4.301203128876956439e-01,9.354763276425659413e-01,-3.482674698509062861e-01
-1.358399990211099695e+00,4.361785709590539351e-01,-7.295170566444671156e-02,4.306493759885256511e-01,9.329405446429186455e-01,-2.302305513377150281e-01
-1.357969340835111227e+00,4.371115115036968701e-01,-7.318193621578442110e-02,4.311749164918187716e-01,9.303217112816991596e-01,-1.529880128533762096e-01
-1.357538165918619422e+00,4.380418332149785821e-01,-7.333492422863779892e-02,4.317013001884450474e-01,9.276916752001106437e-01,-8.651378988587982155e-02
-1.357106464618430985e+00,4.389695248901787084e-01,-7.342143801852367424e-02,4.322300033201388336e-01,9.250781781871467713e-01,-1.429828343306452365e-02
-1.356674234615110830e+00,4.398946030683658637e-01,-7.343573630195673885e-02,4.327708191352253597e-01,9.226208491090409636e-01,1.161603548972942879e-01
-1.356241463795975655e+00,4.408172239174749096e-01,-7.331957594705944270e-02,4.333085419925408188e-01,9.201200411280923142e-01,-4.916870435692749508e-03
-1.355808155253983127e+00,4.417373439586029793e-01,-7.332449281749513215e-02,4.338547926618378514e-01,9.177469564912206224e-01,1.472732461447149033e-01
-1.355374300461321235e+00,4.426550909150941959e-01,-7.317721957135041311e-02,4.343875682124940796e-01,9.151899270683837573e-01,4.983208009073097911e-02
-1.354939912893108778e+00,4.435702808421626009e-01,-7.312738749125968774e-02,4.361701291469179398e-01,9.296959367949539921e-01,-1.032780000688267474e+00
-1.354503742763961904e+00,4.444999767789575285e-01,-7.416016749194795366e-02,4.367601200592946542e-01,9.279395385449832334e-01,-7.377216234973761333e-01
-1.354066982643902683e+00,4.454279163175025036e-01,-7.489788911544532912e-02,4.373446897275944933e-01,9.259976116140139490e-01,-4.757446150067224377e-01
-1.353629637954175013e+00,4.463539139291164970e-01,-7.537363373045205539e-02,4.379046200543780798e-01,9.236495431724827121e-01,-2.993557772965019237e-01
-1.353191733334120572e+00,4.472775634722889748e-01,-7.567298950774856148e-02,4.384504184970712815e-01,9.210670633295521270e-01,-2.034667172361865617e-01
-1.352753282915623467e+00,4.481986305356185363e-01,-7.587645622498474796e-02,4.389952858585731144e-01,9.184436027369764499e-01,-1.335627017863214028e-01
-1.352314287629764911e+00,4.491170741383554987e-01,-7.601001892677107519e-02,4.395414370887621436e-01,9.158176852247824629e-01,-6.956065153876578311e-02
-1.351874746192676113e+00,4.500328918235803055e-01,-7.607957957830983886e-02,4.400903590465395365e-01,9.132154773251605073e-01,4.665549230231241795e-03
-1.351434655833629650e+00,4.509461073009054521e-01,-7.607491402907960720e-02,4.406633639588570794e-01,9.109225923199214536e-01,1.772876536415666504e-01
-1.350993992469670779e+00,4.518570298932253482e-01,-7.589762637543803758e-02,4.412146318750597707e-01,9.083449900786564335e-01,8.913455635972075686e-02
-1.350552777837795704e+00,4.527653748833039837e-01,-7.580849181907831080e-02,4.417869222531016771e-01,9.060607995113584279e-01,-8.832061247623992917e-02
-1.350110990915542653e+00,4.536714356828153161e-01,-7.589681243155455004e-02,4.423346574031814527e-01,9.034622011633175465e-01,-2.043724797247430114e-02
-1.349668656258139476e+00,4.545748978839786458e-01,-7.591724967952702408e-02,4.428905298494882903e-01,9.009621880112498316e-01,8.985501962209814508e-02
-1.349225765728290005e+00,4.554758600719898687e-01,-7.582739465990492866e-02,4.434624938088881918e-01,8.986717532597215952e-01,-8.404219757269630608e-02
-1.348782303234481228e+00,4.563745318252495631e-01,-7.591143685747762937e-02,4.440113006410497110e-01,8.960854563708317011e-01,-1.581693546009065032e-02
-1.348338291933840249e+00,4.572706172816203840e-01,-7.592725379293771559e-02,4.445693084210352586e-01,8.936121047402649786e-01,1.003161601387546481e-01
-1.347893722625419288e+00,4.581642293863606441e-01,-7.582693763279896304e-02,4.451333524236587569e-01,8.912165661219432211e-01,-4.337621490430347559e-02
-1.347448589272995711e+00,4.590554459524825992e-01,-7.587031384770326348e-02,4.456855146459117178e-01,8.886744787315593586e-01,4.187423202144917311e-02
-1.347002903758349746e+00,4.599441204312141318e-01,-7.582843961568180857e-02,4.477710687982966453e-01,9.063001227322191600e-01,1.212948434100909356e+00
-1.346555132689551515e+00,4.608504205539463716e-01,-7.461549118158089522e-02,4.489448616028841044e-01,9.119400277651359410e-01,3.388345765294734635e-01
-1.346106187827948553e+00,4.617623605817114951e-01,-7.427665660505142209e-02,4.495189310214187106e-01,9.098094471740142408e-01,1.147308772734222382e-01
-1.345656668896927144e+00,4.626721700288854988e-01,-7.416192572777799419e-02,4.500621321245658057e-01,9.072992074157901765e-01,-3.969680362654340322e-03
-1.345206606764802526e+00,4.635794692363012781e-01,-7.416589540814064185e-02,4.506090652370124405e-01,9.048505323831542713e-01,1.294427980153368685e-01
-1.344755997699565553e+00,4.644843197686844283e-01,-7.403645261012530010e-02,4.511488119175659506e-01,9.023047429013809628e-01,2.675345757877320430e-02
-1.344304848887647896e+00,4.653866245115858002e-01,-7.400969915254652920e-02,4.517687189986815399e-01,9.008524368893245926e-01,3.392152789648331668e-01
-1.343853080168649239e+00,4.662874769484751103e-01,-7.367048387358170192e-02,4.523370387676206028e-01,8.987074017703582385e-01,1.198788383989138062e-01
-1.343400743129881558e+00,4.671861843502454481e-01,-7.355060503518279225e-02,4.528753639069557080e-01,8.961913798644476348e-01,9.098544125704641217e-03
-1.342947867765974523e+00,4.680823757301099119e-01,-7.354150649105709037e-02,4.534293594700776753e-01,8.938999614001998939e-01,1.808175559705593738e-01
-1.342494438406504509e+00,4.689762756915101249e-01,-7.336068893508652933e-02,4.539623705569303391e-01,8.913246491504424052e-01,9.828849698971575677e-02
-1.342040476035947671e+00,4.698676003406605517e-01,-7.326240043809681413e-02,4.545070487622959732e-01,8.889259854915612102e-01,-4.736223835846045671e-02
-1.341585968987185407e+00,4.707565263261521138e-01,-7.330976267645528122e-02,4.550386467989516182e-01,8.863590814982402755e-01,3.048865780374394874e-02
-1.341130930340386440e+00,4.716428854076503696e-01,-7.327927401865154400e-02,4.556832628546337860e-01,8.853263688193743208e-01,3.940998751007673828e-01
-1.340675247077531829e+00,4.725282117764697531e-01,-7.288517414355077939e-02,4.564672173638451014e-01,8.861953879170862969e-01,-1.688587898928649578e-01
-1.340218779860167908e+00,4.734144071643868190e-01,-7.305403293344364668e-02,4.569938257908491841e-01,8.835977683654286929e-01,-1.087739707298595870e-01
-1.339761786034377122e+00,4.742980049327522596e-01,-7.316280690417351074e-02,4.575220559860852521e-01,8.810055787600167276e-01,-4.925016637512830836e-02
-1.339304263978390974e+00,4.751790105115122897e-01,-7.321205707054863343e-02,4.580533175454296613e-01,8.784439790293278039e-01,2.594353724022135238e-02
-1.338846210660845637e+00,4.760574544905415983e-01,-7.318611353330840841e-02,4.586493963808374041e-01,8.767612395274481107e-01,3.069523548924435463e-01
-1.338387561264464898e+00,4.769342157300690555e-01,-7.287916117841596042e-02,4.591914507940332846e-01,8.743445311789198593e-01,1.646598209053988793e-01
-1.337928369813670804e+00,4.778085602612479610e-01,-7.271450135751056365e-02,4.597217739869336461e-01,8.717983901078779629e-01,8.269155308690367967e-02
-1.337468648039683794e+00,4.786803586513558306e-01,-7.263180980442365819e-02,4.602789323027197121e-01,8.696371532344899791e-01,-1.161418076128058197e-01
-1.337008369107381078e+00,4.795499958045903455e-01,-7.274795161203646832e-02,4.608055414164805019e-01,8.670647915132572159e-01,-5.839733927536523705e-02
-1.336547563565964492e+00,4.804170605961036178e-01,-7.280634895131182782e-02,4.613346333013044753e-01,8.645149023331510918e-01,1.088070970894070011e-02
-1.336086228932663156e+00,4.812815754984367533e-01,-7.279546824160289253e-02,4.618841243313542289e-01,8.622388576429327323e-01,1.779803434055271250e-01
-1.335624344808331809e+00,4.821438143560796696e-01,-7.261748789819737204e-02,4.624147809080199067e-01,8.597056690966505821e-01,9.941570706860022866e-02
-1.335161930027423782e+00,4.830035200251763250e-01,-7.251807219112876846e-02,4.629550625968958943e-01,8.573226908980102756e-01,-3.804400297127719099e-02
-1.334698974964826812e+00,4.838608427160743242e-01,-7.255611619410004542e-02,4.634848623232271647e-01,8.548056410342441680e-01,4.109675870970344591e-02
-1.334235490102503530e+00,4.847156483571085639e-01,-7.251501943539034878e-02,4.644852415922063882e-01,8.587591008602524223e-01,7.756274166573439155e-01
-1.333771004860911269e+00,4.855744074579688152e-01,-7.173939201873300031e-02,4.729206350600293485e-01,9.650712878359364311e-01,3.482227684837004844e-01
-1.333298084225851277e+00,4.865394787458047765e-01,-7.139116925024929783e-02,4.734535883136112289e-01,9.626775571446657409e-01,1.566452999235810883e-01
-1.332824630637537755e+00,4.875021563029494631e-01,-7.123452395032571494e-02,4.739589933277661982e-01,9.599349030804160687e-01,7.552425913647367595e-02
-1.332350671644209950e+00,4.884620912060299025e-01,-7.115899969118924528e-02,4.745455426260174470e-01,9.583450302004430377e-01,-2.264809047056872415e-01
-1.331876126101583901e+00,4.894204362362303273e-01,-7.138548059589493178e-02,4.750475625952169656e-01,9.555780232425331588e-01,-1.613666561184914916e-01
