sxe,sye,delta,ve,psi_e,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.968125870916992426e-04,2.590229851193726063e-04,1.111426274292171001e-03,-1.111426224073971625e+00,9.988885737759259920e-01,1.000000000000000000e+01,0.000000000000000000e+00,5.412372048858007413e-03,8.408699590587154216e-03
2.536773706651729299e-07,1.111454912461340427e-05,3.936251741833984852e-04,5.180459702387452126e-04,2.223615767434239388e-03,-1.111426224073971625e+00,9.977771475518519839e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.083408640216195450e-02,1.681137853668392829e-02
7.343739980569807813e-07,3.335212386446073651e-05,5.904377903789281845e-04,7.770689553581178188e-04,3.336568363010883331e-03,-1.111426224073971625e+00,9.966657213277779759e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.626513636264092372e-02,2.520802645872885495e-02
1.419237037225684617e-06,6.672115705441683531e-05,7.872503483667969704e-04,1.036091940477490425e-03,4.450284410268068314e-03,-1.111426224073971625e+00,9.955542951037039678e-01,1.000000000000000000e+01,0.000000000000000000e+00,2.170551522149201384e-02,3.359863298461041037e-02
2.281589559061103500e-06,1.112300378736108541e-04,9.840629063546657562e-04,1.295114867389202118e-03,5.564763676375150681e-03,-1.111426224073971625e+00,9.944428688796299598e-01,1.000000000000000000e+01,0.000000000000000000e+00,2.715521625838863626e-02,4.198318774967980255e-02
3.297606326668756083e-06,1.668871263973414898e-04,1.180875464342534542e-03,1.554137794300913811e-03,6.680006161332130432e-03,-1.111426224073971625e+00,9.933314426555559518e-01,1.000000000000000000e+01,0.000000000000000000e+00,3.261423274148881474e-02,5.036168039676379438e-02
4.443452780833467841e-06,2.337007317692041397e-04,1.377688022330403328e-03,1.813160721212625504e-03,7.796011865139007568e-03,-1.111426224073971625e+00,9.922200164314819437e-01,1.000000000000000000e+01,0.000000000000000000e+00,3.808255792744349305e-02,5.873410057617749203e-02
5.692424565495457500e-06,3.116791485808789730e-04,1.574500580318272114e-03,2.072183648124337196e-03,8.912781253457069397e-03,-1.111426224073971625e+00,9.911085902074079357e-01,1.000000000000000000e+01,0.000000000000000000e+00,4.356018506140488245e-02,6.710043794573712639e-02
7.021621968306135386e-06,4.008305841125547886e-04,1.771313138306140900e-03,2.331206575036048889e-03,1.003031432628631592e-02,-1.111426224073971625e+00,9.899971639833339276e-01,1.000000000000000000e+01,0.000000000000000000e+00,4.904710737703477791e-02,7.546068217077281370e-02
8.403368155995849520e-06,5.011632456444203854e-04,1.822173362597823143e-03,2.547222189605236053e-03,1.114861108362674713e-02,-1.111426224073971625e+00,9.888857377592599196e-01,1.000000000000000000e+01,0.000000000000000000e+00,5.454331809651294383e-02,8.381482292414137170e-02
9.771831173566170037e-06,6.126848165877163410e-04,1.873033586889505386e-03,2.763237804174423218e-03,1.226710528135299683e-02,-1.111426224073971625e+00,9.877743115351859116e-01,1.000000000000000000e+01,0.000000000000000000e+00,6.004881043054548229e-02,9.216284988623900387e-02
1.110122320824302733e-05,7.353975670412182808e-04,1.923893811181187630e-03,2.979253418743610382e-03,1.338579691946506500e-02,-1.111426224073971625e+00,9.866628853111119035e-01,1.000000000000000000e+01,0.000000000000000000e+00,6.556357757837319444e-02,1.005047527450141087e-01
1.236670777871040627e-05,8.693037671037018299e-04,1.974754035472869873e-03,3.195269033312797546e-03,1.450468599796295166e-02,-1.111426224073971625e+00,9.855514590870378955e-01,1.000000000000000000e+01,0.000000000000000000e+00,7.108761272778001128e-02,1.088405211959799779e-01
1.354344658466288820e-05,1.014405628666281700e-03,2.025614259764552116e-03,3.411284647881984711e-03,1.562377251684665680e-02,-1.111426224073971625e+00,9.844400328629638874e-01,1.000000000000000000e+01,0.000000000000000000e+00,7.662090905510139660e-02,1.171701449422275637e-01
1.460659950680565089e-05,1.170705305412411690e-03,2.076474484056234360e-03,3.627300262451171875e-03,1.674305647611618042e-02,-1.111426224073971625e+00,9.833286066388898794e-01,1.000000000000000000e+01,0.000000000000000000e+00,8.216345972523277086e-02,1.254936136944381497e-01
1.553036963741760701e-05,1.338205067440867424e-03,2.127334708347916603e-03,3.843315877020359039e-03,1.786253787577152252e-02,-1.111426224073971625e+00,9.822171804148158714e-01,1.000000000000000000e+01,0.000000000000000000e+00,8.771525789163796272e-02,1.338109171708961320e-01
1.629086364118847996e-05,1.516906893812119961e-03,2.178194932639598846e-03,4.059331491589546204e-03,1.898221671581268311e-02,-1.111426224073971625e+00,9.811057541907418633e-01,1.000000000000000000e+01,0.000000000000000000e+00,9.327629669635767451e-02,1.421220450975016203e-01
1.686228097241837531e-05,1.706812880001962185e-03,2.229055156931281090e-03,4.275347106158733368e-03,2.010209299623966217e-02,-1.111426224073971625e+00,9.799943279666678553e-01,1.000000000000000000e+01,0.000000000000000000e+00,9.884656927001791993e-02,1.504269872077832193e-01
1.721881744742859155e-05,1.907925005070865154e-03,2.279915381222963333e-03,4.491362720727920532e-03,2.122216671705245972e-02,-1.111426224073971625e+00,9.788829017425938472e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.044260687318385450e-01,1.587257332429106438e-01
1.733752651489339769e-05,2.120245248079299927e-03,2.172134816646575928e-03,4.645489156246185303e-03,2.234243787825107574e-02,-1.111426224073971625e+00,9.777714755185198392e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.100147881896417212e-01,1.670182729517074582e-01
1.712965786282438785e-05,2.343774074688553810e-03,2.064354252070188522e-03,4.799615591764450073e-03,2.346228994429111481e-02,-1.111426224073971625e+00,9.766600492944458312e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.156127207398604528e-01,1.753045960906637057e-01
1.657035682001151145e-05,2.578507177531719208e-03,1.956573687493801117e-03,4.953742027282714844e-03,2.458172477781772614e-02,-1.111426224073971625e+00,9.755486230703718231e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.212198594675470836e-01,1.835846924239485367e-01
1.563477235322352499e-05,2.824439899995923042e-03,1.848793122917413712e-03,5.107868462800979614e-03,2.570074237883090973e-02,-1.111426224073971625e+00,9.744371968462978151e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.268361974463818875e-01,1.918585517234228655e-01
1.429901385563425720e-05,3.081567585468292236e-03,1.741012558341026306e-03,5.261994898319244385e-03,2.681934088468551636e-02,-1.111426224073971625e+00,9.733257706222238070e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.324617277386815617e-01,2.001261637686520545e-01
1.253824029845418409e-05,3.349885810166597366e-03,1.633231993764638901e-03,5.416121333837509155e-03,2.793752215802669525e-02,-1.111426224073971625e+00,9.722143443981497990e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.380964433954078585e-01,2.083875183469184600e-01
1.032666295941453427e-05,3.629389917477965355e-03,1.525451429188251495e-03,5.570247769355773926e-03,2.905528433620929718e-02,-1.111426224073971625e+00,9.711029181740757910e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.437403374561761482e-01,2.166426052532341162e-01
7.640404874109663069e-06,3.920075017958879471e-03,1.417670864611864090e-03,5.724374204874038696e-03,3.017262928187847137e-02,-1.111426224073971625e+00,9.699914919500017829e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.493934029492640092e-01,2.248914142903533087e-01
