sxe,sye,delta,ve,psi_e,psi_e_dot,beta,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.465078305453062057e-03,-2.337715122848749161e-03,0.000000000000000000e+00,-5.056723020970821381e-03,-3.154177684336900711e-04,2.399541205963795498e-01,1.000239954120596408e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.401003758851528197e-03,8.416006083462134954e-03
-2.338409558433340862e-06,-3.153440502501325682e-06,6.930156610906124115e-03,-4.675430245697498322e-03,-5.056723239249549806e-06,-9.682149626314640045e-03,-5.720967892557382584e-04,2.399541205963795498e-01,1.000479908241192817e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.079998790689430319e-02,1.683330791773081370e-02
-7.016938980086706579e-06,-8.921715561882592738e-06,1.039523445069789886e-02,-7.013145368546247482e-03,-1.473887368774740025e-05,-1.388645172119140625e-02,-7.718419074080884457e-04,2.399541205963795498e-01,1.000719862361789225e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.619695213326572195e-02,2.525190501815480215e-02
-1.403526221110951155e-05,-1.678032276686280966e-05,1.386031322181224823e-02,-9.350860491394996643e-03,-2.862532710423693061e-05,-1.767955720424652100e-02,-9.164069197140634060e-04,2.399541205963795498e-01,1.000959816482385634e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.159189612721949120e-02,3.367179690000828007e-02
-2.339388083782978356e-05,-2.621844032546505332e-05,1.732539199292659760e-02,-1.168857514858245850e-02,-4.630488547263666987e-05,-2.107115648686885834e-02,-1.007495797239243984e-03,2.399541205963795498e-01,1.001199770602982042e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.698481957812563434e-02,4.209298307849089482e-02
-3.509412636049091816e-05,-3.673851460916921496e-05,2.079047076404094696e-02,-1.402628980576992035e-02,-6.737604417139664292e-05,-2.407071180641651154e-02,-1.046764082275331020e-03,2.399541205963795498e-01,1.001439724723578450e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.237572217547051573e-02,5.051546306872774922e-02
-4.913530574413016438e-05,-4.785586497746407986e-05,2.425554953515529633e-02,-1.636400446295738220e-02,-9.144675277639180422e-05,-2.668745815753936768e-02,-1.035820110701024532e-03,2.399541205963795498e-01,1.001679678844174859e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.776460360885684764e-02,5.893923638576947094e-02
-6.551756086992099881e-05,-5.909829633310437202e-05,2.772062830626964569e-02,-1.870171912014484406e-02,-1.181342086056247354e-04,-2.893040888011455536e-02,-9.762264671735465527e-04,2.399541205963795498e-01,1.001919632964771267e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.315146356800373534e-02,6.736430254459220557e-02
-8.423901454079896212e-05,-7.000571349635720253e-05,3.118570707738399506e-02,-2.103943377733230591e-02,-1.470646238885819912e-04,-3.080836497247219086e-02,-8.695011492818593979e-04,2.399541205963795498e-01,1.002159587085367676e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.853630174274665976e-02,7.579066106009765824e-02
