# px,py,theta,vx,vy,theta_dot
-1.498270627052530335e+00,1.198408408987847590e-01,-1.583379344145457723e-01,8.050946671555719858e-02,4.934781596255370384e-01,-2.500000000000000000e+00
-1.498190117585814773e+00,1.203343190584102995e-01,-1.608379344145457746e-01,8.302441754899608783e-02,4.994219883012485650e-01,-2.500000000000000000e+00
-1.498107093168265846e+00,1.208337410467115458e-01,-1.633379344145457768e-01,8.557873667889012714e-02,5.053594803862055951e-01,-2.500000000000000000e+00
-1.498021514431586931e+00,1.213391005270977457e-01,-1.658379344145457790e-01,8.817240814075308353e-02,5.112905374795714275e-01,-2.500000000000000000e+00
-1.497933342023446190e+00,1.218503910645773181e-01,-1.683379344145457812e-01,9.080541572414675688e-02,5.172150612207279119e-01,-2.500000000000000000e+00
-1.497842536607722153e+00,1.223676061257980424e-01,-1.708379344145457834e-01,9.347774297278232947e-02,5.231329532898902901e-01,-2.500000000000000000e+00
-1.497749058864749294e+00,1.228907390790879295e-01,-1.733379344145457857e-01,9.618937318462318642e-02,5.290441154087219822e-01,-2.500000000000000000e+00
-1.497652869491564731e+00,1.234197831944966461e-01,-1.758379344145457879e-01,9.894028941198933225e-02,5.349484493409483177e-01,-2.500000000000000000e+00
-1.497553929202152689e+00,1.239547316438375929e-01,-1.783379344145457901e-01,1.017304744616633061e-01,5.408458568929708221e-01,-2.500000000000000000e+00
-1.497452198727690975e+00,1.244955775007305643e-01,-1.808379344145457923e-01,1.045599108949976236e-01,5.467362399144809482e-01,-2.500000000000000000e+00
-1.497347638816795889e+00,1.250423137406450336e-01,-1.833379344145457945e-01,1.074285810280237868e-01,5.526195002990734739e-01,-2.500000000000000000e+00
-1.497240210235767810e+00,1.255949332409441177e-01,-1.858379344145457968e-01,1.103364669315628072e-01,5.584955399848594570e-01,-2.500000000000000000e+00
-1.497129873768836328e+00,1.261534287809289723e-01,-1.883379344145457990e-01,1.132835504313372543e-01,5.643642609550795219e-01,-2.500000000000000000e+00
-1.497016590218404941e+00,1.267177930418840470e-01,-1.908379344145458012e-01,1.162698131080848463e-01,5.702255652387160367e-01,-2.500000000000000000e+00
-1.496900320405296858e+00,1.272880186071227715e-01,-1.933379344145458034e-01,1.192952362976735792e-01,5.760793549111057343e-01,-2.500000000000000000e+00
-1.496781025168999246e+00,1.278640979620338791e-01,-1.958379344145458056e-01,1.223598010912183565e-01,5.819255320945516674e-01,-2.500000000000000000e+00
-1.496658665367907926e+00,1.284460234941284251e-01,-1.983379344145458079e-01,1.254634883351991859e-01,5.877639989589349412e-01,-2.500000000000000000e+00
-1.496533201879572728e+00,1.290337874930873596e-01,-2.008379344145458101e-01,1.286062786315809170e-01,5.935946577223260023e-01,-2.500000000000000000e+00
-1.496404595600941079e+00,1.296273821508096835e-01,-2.033379344145458123e-01,1.317881523379344222e-01,5.994174106515960387e-01,-2.500000000000000000e+00
-1.496272807448603137e+00,1.302267995614612706e-01,-2.058379344145458145e-01,1.350090895675593872e-01,6.052321600630276022e-01,-2.500000000000000000e+00
-1.496137798359035598e+00,1.308320317215243000e-01,-2.083379344145458167e-01,1.382690701896086283e-01,6.110388083229252310e-01,-2.500000000000000000e+00
-1.495999529288845942e+00,1.314430705298472168e-01,-2.108379344145458190e-01,1.415680738292138530e-01,6.168372578482256285e-01,-2.500000000000000000e+00
-1.495857961215016685e+00,1.320599077876954408e-01,-2.133379344145458212e-01,1.449060798676130579e-01,6.226274111071075090e-01,-2.500000000000000000e+00
-1.495713055135148961e+00,1.326825351988025481e-01,-2.158379344145458234e-01,1.482830674422793704e-01,6.284091706196013316e-01,-2.500000000000000000e+00
-1.495564772067706771e+00,1.333109443694221463e-01,-2.183379344145458256e-01,1.516990154470514440e-01,6.341824389581983690e-01,-2.500000000000000000e+00
-1.495413073052259678e+00,1.339451268083803326e-01,-2.208379344145458278e-01,1.551539025322653531e-01,6.399471187484597756e-01,-2.500000000000000000e+00
-1.495257919149727499e+00,1.345850739271287899e-01,-2.233379344145458301e-01,1.586477071048880694e-01,6.457031126696249901e-01,-2.500000000000000000e+00
-1.495099271442622557e+00,1.352307770397984110e-01,-2.258379344145458323e-01,1.621804073286523817e-01,6.514503234552201372e-01,-2.500000000000000000e+00
-1.494937091035293930e+00,1.358822273632536437e-01,-2.283379344145458345e-01,1.657519811241933982e-01,6.571886538936659861e-01,-2.500000000000000000e+00
-1.494771339054169701e+00,1.365394160171473081e-01,-2.308379344145458367e-01,1.693624061691865468e-01,6.629180068288853533e-01,-2.500000000000000000e+00
-1.494601976648000541e+00,1.372023340239761913e-01,-2.333379344145458389e-01,1.730116598984870191e-01,6.686382851609105060e-01,-2.500000000000000000e+00
-1.494428964988101960e+00,1.378709723091371131e-01,-2.358379344145458412e-01,1.766997195042708801e-01,6.743493918464898984e-01,-2.500000000000000000e+00
-1.494252265268597668e+00,1.385453217009836036e-01,-2.383379344145458434e-01,1.804265619361776207e-01,6.800512298996947980e-01,-2.500000000000000000e+00
-1.494071838706661381e+00,1.392253729308833010e-01,-2.408379344145458456e-01,1.841921639014541534e-01,6.857437023925253561e-01,-2.500000000000000000e+00
-1.493887646542759962e+00,1.399111166332758227e-01,-2.433379344145458478e-01,1.879965018651004738e-01,6.914267124555163457e-01,-2.500000000000000000e+00
-1.493699650040894777e+00,1.406025433457313289e-01,-2.458379344145458500e-01,1.918395520500166818e-01,6.971001632783428992e-01,-2.500000000000000000e+00
-1.493507810488844845e+00,1.412996435090096703e-01,-2.483379344145458523e-01,1.957212904371516404e-01,7.027639581104252464e-01,-2.500000000000000000e+00
-1.493312089198407744e+00,1.420024074671200898e-01,-2.508379344145458267e-01,1.996416927656530504e-01,7.084180002615334537e-01,-2.500000000000000000e+00
-1.493112447505642093e+00,1.427108254673816190e-01,-2.533379344145458290e-01,2.036007345330191343e-01,7.140621931023920510e-01,-2.500000000000000000e+00
-1.492908846771109133e+00,1.434248876604840017e-01,-2.558379344145458312e-01,2.075983909952517359e-01,7.196964400652834382e-01,-2.500000000000000000e+00
-1.492701248380113865e+00,1.441445841005492834e-01,-2.583379344145458334e-01,2.116346371670109749e-01,7.253206446446519573e-01,-2.500000000000000000e+00
-1.492489613742946863e+00,1.448699047451939281e-01,-2.608379344145458356e-01,2.157094478217713995e-01,7.309347103977066329e-01,-2.500000000000000000e+00
-1.492273904295125186e+00,1.456008394555916297e-01,-2.633379344145458378e-01,2.198227974919796934e-01,7.365385409450243559e-01,-2.500000000000000000e+00
-1.492054081497633300e+00,1.463373779965366495e-01,-2.658379344145458401e-01,2.239746604692138265e-01,7.421320399711517357e-01,-2.500000000000000000e+00
-1.491830106837163994e+00,1.470795100365077934e-01,-2.683379344145458423e-01,2.281650108043436764e-01,7.477151112252075071e-01,-2.500000000000000000e+00
-1.491601941826359745e+00,1.478272251477329990e-01,-2.708379344145458445e-01,2.323938223076933152e-01,7.532876585214839382e-01,-2.500000000000000000e+00
-1.491369548004052081e+00,1.485805128062544778e-01,-2.733379344145458467e-01,2.366610685492046007e-01,7.588495857400480160e-01,-2.500000000000000000e+00
-1.491132886935502944e+00,1.493393623919945234e-01,-2.758379344145458489e-01,2.409667228586024057e-01,7.644007968273421882e-01,-2.500000000000000000e+00
-1.490891920212644273e+00,1.501037631888218760e-01,-2.783379344145458512e-01,2.453107583255613178e-01,7.699411957967845499e-01,-2.500000000000000000e+00
-1.490646609454318705e+00,1.508737043846186676e-01,-2.808379344145458534e-01,2.496931477998738103e-01,7.754706867293690298e-01,-2.500000000000000000e+00
-1.490396916306518937e+00,1.516491750713480358e-01,-2.833379344145458556e-01,2.541138638916199399e-01,7.809891737742647999e-01,-2.500000000000000000e+00
-1.490142802442627312e+00,1.524301642451222905e-01,-2.858379344145458578e-01,2.585728789713385156e-01,7.864965611494151299e-01,-2.500000000000000000e+00
-1.489884229563656071e+00,1.532166608062716928e-01,-2.883379344145458600e-01,2.630701651701998212e-01,7.919927531421363520e-01,-2.500000000000000000e+00
-1.489621159398485828e+00,1.540086535594138162e-01,-2.908379344145458623e-01,2.676056943801797261e-01,7.974776541097157168e-01,-2.500000000000000000e+00
-1.489353553704105604e+00,1.548061312135235457e-01,-2.933379344145458645e-01,2.721794382542354618e-01,8.029511684800095805e-01,-2.500000000000000000e+00
-1.489081374265851299e+00,1.556090823820035496e-01,-2.958379344145458667e-01,2.767913682064826464e-01,8.084132007520402619e-01,-2.500000000000000000e+00
-1.488804582897644835e+00,1.564174955827555835e-01,-2.983379344145458689e-01,2.814414554123741419e-01,8.138636554965933412e-01,-2.500000000000000000e+00
-1.488523141442232411e+00,1.572313592382521830e-01,-3.008379344145458711e-01,2.861296708088800766e-01,8.193024373568137397e-01,-2.500000000000000000e+00
-1.488237011771423424e+00,1.580506616756089944e-01,-3.033379344145458734e-01,2.908559850946694225e-01,8.247294510488020203e-01,-2.500000000000000000e+00
-1.487946155786328717e+00,1.588753911266578001e-01,-3.058379344145458756e-01,2.956203687302932925e-01,8.301446013622096887e-01,-2.500000000000000000e+00
-1.487650535417598396e+00,1.597055357280200150e-01,-3.083379344145458778e-01,3.004227919383695156e-01,8.355477931608343845e-01,-2.500000000000000000e+00
-1.487350112625660081e+00,1.605410835211808496e-01,-3.108379344145458800e-01,3.052632247037685986e-01,8.409389313832142943e-01,-2.500000000000000000e+00
-1.487044849400956270e+00,1.613820224525640556e-01,-3.133379344145458822e-01,3.101416367738015767e-01,8.463179210432225652e-01,-2.500000000000000000e+00
-1.486734707764182373e+00,1.622283403736072827e-01,-3.158379344145458845e-01,3.150579976584088615e-01,8.516846672306607191e-01,-2.500000000000000000e+00
-1.486419649766523854e+00,1.630800250408379337e-01,-3.183379344145458867e-01,3.200122766303509225e-01,8.570390751118519557e-01,-2.500000000000000000e+00
-1.486099637489893599e+00,1.639370641159497988e-01,-3.208379344145458889e-01,3.250044427254003554e-01,8.623810499302339005e-01,-2.500000000000000000e+00
-1.485774633047168169e+00,1.647994451658800208e-01,-3.233379344145458911e-01,3.300344647425352829e-01,8.677104970069507983e-01,-2.500000000000000000e+00
-1.485444598582425613e+00,1.656671556628869779e-01,-3.258379344145458933e-01,3.351023112441344765e-01,8.730273217414451503e-01,-2.500000000000000000e+00
-1.485109496271181495e+00,1.665401829846284154e-01,-3.283379344145458956e-01,3.402079505561738104e-01,8.783314296120490194e-01,-2.500000000000000000e+00
-1.484769288320625380e+00,1.674185144142404658e-01,-3.308379344145458978e-01,3.453513507684242145e-01,8.836227261765750018e-01,-2.500000000000000000e+00
-1.484423936969856861e+00,1.683021371404170297e-01,-3.333379344145459000e-01,3.505324797346510701e-01,8.889011170729061995e-01,-2.500000000000000000e+00
-1.484073404490122261e+00,1.691910382574899341e-01,-3.358379344145459022e-01,3.557513050728152160e-01,8.941665080195860815e-01,-2.500000000000000000e+00
-1.483717653185049556e+00,1.700852047655095067e-01,-3.383379344145459044e-01,3.610077941652752864e-01,8.994188048164077909e-01,-2.500000000000000000e+00
-1.483356645390884188e+00,1.709846235703259276e-01,-3.408379344145459067e-01,3.663019141589915484e-01,9.046579133450028953e-01,-2.500000000000000000e+00
-1.482990343476725092e+00,1.718892814836709415e-01,-3.433379344145459089e-01,3.716336319657312925e-01,9.098837395694295838e-01,-2.500000000000000000e+00
-1.482618709844759408e+00,1.727991652232403752e-01,-3.458379344145459111e-01,3.770029142622755569e-01,9.150961895367603072e-01,-2.500000000000000000e+00
-1.482241706930497172e+00,1.737142614127771267e-01,-3.483379344145459133e-01,3.824097274906275157e-01,9.202951693776693087e-01,-2.500000000000000000e+00
-1.481859297203006465e+00,1.746345565821547929e-01,-3.508379344145459156e-01,3.878540378582220338e-01,9.254805853070188215e-01,-2.500000000000000000e+00
-1.481471443165148338e+00,1.755600371674618243e-01,-3.533379344145459178e-01,3.933358113381370535e-01,9.306523436244455993e-01,-2.500000000000000000e+00
-1.481078107353810180e+00,1.764906895110862628e-01,-3.558379344145459200e-01,3.988550136693062020e-01,9.358103507149464484e-01,-2.500000000000000000e+00
-1.480679252340140861e+00,1.774264998618012013e-01,-3.583379344145459222e-01,4.044116103567328424e-01,9.409545130494632037e-01,-2.500000000000000000e+00
-1.480274840729784103e+00,1.783674543748506591e-01,-3.608379344145459244e-01,4.100055666717057901e-01,9.460847371854674837e-01,-2.500000000000000000e+00
-1.479864835163112291e+00,1.793135391120361244e-01,-3.633379344145459267e-01,4.156368476520162503e-01,9.512009297675445563e-01,-2.500000000000000000e+00
-1.479449198315460290e+00,1.802647400418036783e-01,-3.658379344145459289e-01,4.213054181021764211e-01,9.563029975279768724e-01,-2.500000000000000000e+00
-1.479027892897358143e+00,1.812210430393316474e-01,-3.683379344145459311e-01,4.270112425936394840e-01,9.613908472873269329e-01,-2.500000000000000000e+00
-1.478600881654764443e+00,1.821824338866189774e-01,-3.708379344145459333e-01,4.327542854650209270e-01,9.664643859550197114e-01,-2.500000000000000000e+00
-1.478168127369299478e+00,1.831488982725739956e-01,-3.733379344145459355e-01,4.385345108223215327e-01,9.715235205299245225e-01,-2.500000000000000000e+00
-1.477729592858477048e+00,1.841204217931039222e-01,-3.758379344145459378e-01,4.443518825391515881e-01,9.765681581009361123e-01,-2.500000000000000000e+00
-1.477285240975937830e+00,1.850969899512048544e-01,-3.783379344145459400e-01,4.502063642569568147e-01,9.815982058475556382e-01,-2.500000000000000000e+00
-1.476835034611680975e+00,1.860785881570524158e-01,-3.808379344145459422e-01,4.560979193852455205e-01,9.866135710404703163e-01,-2.500000000000000000e+00
-1.476378936692295696e+00,1.870652017280928781e-01,-3.833379344145459444e-01,4.620265111018173054e-01,9.916141610421335129e-01,-2.500000000000000000e+00
-1.475916910181193975e+00,1.880568158891350039e-01,-3.858379344145459466e-01,4.679921023529933222e-01,9.965998833073433927e-01,-2.500000000000000000e+00
-1.475448918078841043e+00,1.890534157724423348e-01,-3.883379344145459489e-01,4.739946558538475907e-01,1.001570645383821567e+00,-2.500000000000000000e+00
-1.474974923422987194e+00,1.900549864178261439e-01,-3.908379344145459511e-01,4.800341340884403118e-01,1.006526354912790522e+00,-2.500000000000000000e+00
-1.474494889288898714e+00,1.910615127727389451e-01,-3.933379344145459533e-01,4.861104993100521798e-01,1.011466919629551375e+00,-2.500000000000000000e+00
-1.474008778789588581e+00,1.920729796923685007e-01,-3.958379344145459555e-01,4.922237135414203046e-01,1.016392247364060086e+00,-2.500000000000000000e+00
-1.473516555076047174e+00,1.930893719397325514e-01,-3.983379344145459577e-01,4.983737385749756887e-01,1.021302246041503548e+00,-2.500000000000000000e+00
-1.473018181337472088e+00,1.941106741857740459e-01,-4.008379344145459600e-01,5.045605359730818140e-01,1.026196823682875792e+00,-2.500000000000000000e+00
-1.472513620801499057e+00,1.951368710094569248e-01,-4.033379344145459622e-01,5.107840670682751716e-01,1.031075888405551755e+00,-2.500000000000000000e+00
-1.472002836734430886e+00,1.961679468978624885e-01,-4.058379344145459644e-01,5.170442929635066243e-01,1.035939348423862150e+00,-2.500000000000000000e+00
-1.471485792441467488e+00,1.972038862462863473e-01,-4.083379344145459666e-01,5.233411745323847120e-01,1.040787112049667229e+00,-2.500000000000000000e+00
-1.470962451266935034e+00,1.982446733583360099e-01,-4.108379344145459688e-01,5.296746724194201228e-01,1.045619087692929439e+00,-2.500000000000000000e+00
-1.470432776594515545e+00,1.992902924460289438e-01,-4.133379344145459711e-01,5.360447470402717185e-01,1.050435183862286292e+00,-2.500000000000000000e+00
-1.469896731847475380e+00,2.003407276298912187e-01,-4.158379344145459733e-01,5.424513585819938921e-01,1.055235309165621693e+00,-2.500000000000000000e+00
