sxe,sye,delta,ve,psi_e,psi_e_dot,beta,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.465078305453062057e-03,-2.337715122848749161e-03,0.000000000000000000e+00,-5.870546679943799973e-03,-3.661807277239859104e-04,2.785720424956090735e-01,1.000278572042495595e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.400678746158597485e-03,8.416214652727840514e-03
-2.338409558433340862e-06,-3.660951506390119903e-06,6.930156610906124115e-03,-4.675430245697498322e-03,-5.870546829100931063e-06,-1.129185780882835388e-02,-6.714666960760951042e-04,2.785720424956090735e-01,1.000557144084991190e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.079901276068885932e-02,1.683393345698624977e-02
-7.017202278802869841e-06,-1.043050542648416013e-05,1.039523445069789886e-02,-7.013145368546247482e-03,-1.716240512905642390e-05,-1.627451740205287933e-02,-9.177319006994366646e-04,2.785720424956090735e-01,1.000835716127486785e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.619500162466720392e-02,2.525315575954019398e-02
-1.403724400006467476e-05,-1.977093779714778066e-05,1.386031322181224823e-02,-9.350860491394996643e-03,-3.343692515045404434e-05,-2.082885615527629852e-02,-1.106797484681010246e-03,2.785720424956090735e-01,1.001114288169982380e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.158864491935203953e-02,3.367388090703796188e-02
-2.340020364499650896e-05,-3.115870640613138676e-05,1.732539199292659760e-02,-1.168857514858245850e-02,-5.426577990874648094e-05,-2.496495842933654785e-02,-1.240432611666619778e-03,2.785720424956090735e-01,1.001392860212477975e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.697994222618379720e-02,4.209610824601122542e-02
-3.510569877107627690e-05,-4.408403765410184860e-05,2.079047076404094696e-02,-1.402628980576992035e-02,-7.923074008431285620e-05,-2.869266457855701447e-02,-1.320356153883039951e-03,2.785720424956090735e-01,1.001671432254973571e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.236889312678496028e-02,5.051983712287507616e-02
-4.915415775030851364e-05,-5.805049295304343104e-05,2.425554953515529633e-02,-1.636400446295738220e-02,-1.079234061762690544e-04,-3.202158585190773010e-02,-1.348238205537199974e-03,2.785720424956090735e-01,1.001950004297469166e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.775549720296010603e-02,5.894506688392808780e-02
-6.554491847055032849e-05,-7.257458491949364543e-05,2.772062830626964569e-02,-1.870171912014484406e-02,-1.399449974996969104e-04,-3.496110439300537109e-02,-1.325701130554080009e-03,2.785720424956090735e-01,1.002228576339964761e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.313975403669591951e-02,6.737179687535235773e-02
-8.427718421444296837e-05,-8.718536992091685534e-05,3.118570707738399506e-02,-2.103943377733230591e-02,-1.749061048030853271e-04,-3.752037510275840759e-02,-1.254320959560573101e-03,2.785720424956090735e-01,1.002507148382460356e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.852166321016124911e-02,7.580002644321355565e-02
-1.053509695339016616e-04,-1.014240915537811816e-04,2.284470573067665100e-02,-1.786012761294841766e-02,-2.124264865415170789e-04,-4.068998247385025024e-02,-1.045904820784926414e-03,2.785720424956090735e-01,1.002785720424955951e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.390122430570711692e-02,8.422975493346099296e-02
-1.232472714036703110e-04,-1.139555824920535088e-04,1.450370531529188156e-02,-1.468082144856452942e-02,-2.531164791435003281e-04,-4.438221827149391174e-02,-9.256126941181719303e-04,2.785720424956090735e-01,1.003064292467451546e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.927843690586676734e-02,9.266098169192765743e-02
-1.379665627609938383e-04,-1.256912364624440670e-04,6.162704899907112122e-03,-1.150151528418064117e-02,-2.974987146444618702e-04,-4.858776554465293884e-02,-8.911894983612000942e-04,2.785720424956090735e-01,1.003342864509947141e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.465330059335569479e-02,1.010937060643302687e-01
-1.495095639256760478e-04,-1.375260180793702602e-04,-2.178295515477657318e-03,-8.322209119796752930e-03,-3.460864827502518892e-04,-5.329746752977371216e-02,-9.404353331774473190e-04,2.785720424956090735e-01,1.003621436552442736e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.002581495107165765e-02,1.095279273962693201e-01
-1.578782248543575406e-04,-1.503388775745406747e-04,-1.051929593086242676e-02,-5.142903421074151993e-03,-3.993839491158723831e-04,-5.850233137607574463e-02,-1.071204198524355888e-03,2.785720424956090735e-01,1.003900008594938331e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.539597956209476148e-02,1.179636450332291475e-01
-1.630737679079174995e-04,-1.649932091822847724e-04,-1.886029541492462158e-02,-1.963597722351551056e-03,-4.578862863127142191e-04,-6.419350951910018921e-02,-1.281402888707816601e-03,2.785720424956090735e-01,1.004178580637433926e+00,1.000000000000000000e+01,0.000000000000000000e+00,8.076379400968743127e-02,1.264008583205779579e-01
-1.650986087042838335e-04,-1.823372440412640572e-04,-2.720129489898681641e-02,1.215707976371049881e-03,-5.220798193477094173e-04,-7.036231458187103271e-02,-1.568989595398306847e-03,2.785720424956090735e-01,1.004457152679929521e+00,1.000000000000000000e+01,0.000000000000000000e+00,8.612925787729447391e-02,1.348395666035679119e-01
-1.639553956920281053e-04,-2.032044722000136971e-04,-3.554229438304901123e-02,4.395013675093650818e-03,-5.924421129748225212e-04,-7.700020819902420044e-02,-1.931972568854689598e-03,2.785720424956090735e-01,1.004735724722425116e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.149237074854311980e-02,1.432797692273351242e-01
-1.596479851286858320e-04,-2.284140209667384624e-04,-4.388329386711120605e-02,7.574319373816251755e-03,-6.694423500448465347e-04,-8.409880101680755615e-02,-2.368408953770995140e-03,2.785720424956090735e-01,1.005014296764920712e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.685313220724302286e-02,1.517214655368998022e-01
-1.521833037259057164e-04,-2.587710332591086626e-04,-5.222429335117340088e-02,1.075362507253885269e-02,-7.535411277785897255e-04,-9.164984524250030518e-02,-2.876403974369168282e-03,2.785720424956090735e-01,1.005292868807416307e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.022115418373863299e-01,1.601646548771661627e-01
-1.415675651514902711e-04,-2.950670605059713125e-04,-4.862988740205764771e-02,9.404946118593215942e-03,-8.451909525319933891e-04,-1.002236604690551758e-01,-3.690951038151979446e-03,2.785720424956090735e-01,1.005571440849911902e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.075675992231476807e-01,1.686093365929225985e-01
-1.323476171819493175e-04,-3.404315502848476171e-04,-4.503548145294189453e-02,8.056267164647579193e-03,-9.454146493226289749e-04,-1.082879379391670227e-01,-4.432835150510072708e-03,2.785720424956090735e-01,1.005850012892407497e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.129213039488842774e-01,1.770555100288417061e-01
-1.245307648787274957e-04,-3.942202602047473192e-04,-4.144107550382614136e-02,6.707588210701942444e-03,-1.053702551871538162e-03,-1.158542707562446594e-01,-5.104201380163431168e-03,2.785720424956090735e-01,1.006128584934903092e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.182726555991358702e-01,1.855031745294803136e-01
-1.181231709779240191e-04,-4.558055079542100430e-04,-3.784666955471038818e-02,5.358909256756305695e-03,-1.169556868262588978e-03,-1.229339912533760071e-01,-5.707136355340480804e-03,2.785720424956090735e-01,1.006407156977398687e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.236216537586248138e-01,1.939523294392795083e-01
-1.131279568653553724e-04,-5.245758220553398132e-04,-3.425226360559463501e-02,4.010230302810668945e-03,-1.292490866035223007e-03,-1.295381635427474976e-01,-6.243668962270021439e-03,2.785720424956090735e-01,1.006685729019894282e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.289682980122561218e-01,2.024029741025647477e-01
-1.095480838557705283e-04,-5.999354179948568344e-04,-3.065785765647888184e-02,2.661551116034388542e-03,-1.422028988599777222e-03,-1.356776058673858643e-01,-6.715771742165088654e-03,2.785720424956090735e-01,1.006964301062389877e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.343125879451174398e-01,2.108551078635458875e-01
-1.073844323400408030e-04,-6.813036743551492691e-04,-2.706345170736312866e-02,1.312871929258108139e-03,-1.557706622406840324e-03,-1.413628906011581421e-01,-7.125362753868103027e-03,2.785720424956090735e-01,1.007242873104885472e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.396545231424791700e-01,2.193087300663171813e-01
-1.066377153620123863e-04,-7.681147544644773006e-04,-2.346904575824737549e-02,-3.580725751817226410e-05,-1.699069514870643616e-03,-1.466043293476104736e-01,-7.474306970834732056e-03,2.785720424956090735e-01,1.007521445147381067e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.449941031897943877e-01,2.277638400548574471e-01
-1.073085004463791847e-04,-8.598171989433467388e-04,-1.987463980913162231e-02,-1.384486444294452667e-03,-1.845673890784382820e-03,-1.514120250940322876e-01,-7.764418143779039383e-03,2.785720424956090735e-01,1.007800017189876662e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.503313276726989667e-01,2.362204371730299846e-01
-1.093943355954252183e-04,-9.558734600432217121e-04,-1.628023386001586914e-02,-2.733165631070733070e-03,-1.997085986658930779e-03,-1.557958275079727173e-01,-7.997458800673484802e-03,2.785720424956090735e-01,1.008078589232372257e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.556661961770115787e-01,2.446785207645826854e-01
-1.128935691667720675e-04,-1.055759494192898273e-03,-6.832921877503395081e-03,-5.960909649729728699e-03,-2.152881817892193794e-03,-1.597040891647338867e-01,-8.222159929573535919e-03,2.785720424956090735e-01,1.008357161274867853e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.609987082887337217e-01,2.531380901731481448e-01
-1.196860102936625481e-04,-1.159414765425026417e-03,2.614390105009078979e-03,-9.188653901219367981e-03,-2.312585944309830666e-03,-1.626226156949996948e-01,-8.308412507176399231e-03,2.785720424956090735e-01,1.008635733317363448e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.663288635940497473e-01,2.615991447422436056e-01
-1.297612616326659918e-04,-1.265491824597120285e-03,1.206170208752155304e-02,-1.241639815270900726e-02,-2.475208602845668793e-03,-1.645757108926773071e-01,-8.260529488325119019e-03,2.785720424956090735e-01,1.008914305359859043e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.716566616793268885e-01,2.700616838152711252e-01
-1.431066484656184912e-04,-1.372677739709615707e-03,2.150901407003402710e-02,-1.564414240419864655e-02,-2.639784244820475578e-03,-1.655870676040649414e-01,-8.082699030637741089e-03,2.785720424956090735e-01,1.009192877402354638e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.769821021311153431e-01,2.785257067355174643e-01
-1.597072259755805135e-04,-1.479692873544991016e-03,3.095632605254650116e-02,-1.887188665568828583e-02,-2.805371303111314774e-03,-1.656797975301742554e-01,-7.778987754136323929e-03,2.785720424956090735e-01,1.009471449444850233e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.823051845361482459e-01,2.869912128461542533e-01
-1.795505377231165767e-04,-1.585290301591157913e-03,4.040363803505897522e-02,-2.209963090717792511e-02,-2.971051027998328209e-03,-1.648764312267303467e-01,-7.353346329182386398e-03,2.785720424956090735e-01,1.009750021487345828e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.876259084813416966e-01,2.954582014902381037e-01
-2.026238071266561747e-04,-1.688254298642277718e-03,4.985094815492630005e-02,-2.532737515866756439e-02,-3.135927487164735794e-03,-1.631989628076553345e-01,-6.809610407799482346e-03,2.785720424956090735e-01,1.010028593529841423e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.929442735537948705e-01,3.039266720107104969e-01
-2.289148396812379360e-04,-1.787399640306830406e-03,5.929826200008392334e-02,-2.855511941015720367e-02,-3.299126401543617249e-03,-1.606688201427459717e-01,-6.151504348963499069e-03,2.785720424956090735e-01,1.010307165572337018e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.982602793407899633e-01,3.123966237503979504e-01
-2.584130561444908381e-04,-1.881570904515683651e-03,6.874557584524154663e-02,-3.178286552429199219e-02,-3.459795145317912102e-03,-1.573069244623184204e-01,-5.382645409554243088e-03,2.785720424956090735e-01,1.010585737614832613e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.035739254297922463e-01,3.208680560520120739e-01
-2.911103656515479088e-04,-1.969641074538230896e-03,7.819288969039916992e-02,-3.501060977578163147e-02,-3.617102047428488731e-03,-1.531336456537246704e-01,-4.506545141339302063e-03,2.785720424956090735e-01,1.010864309657328208e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.088852114084501221e-01,3.293409682581494580e-01
-3.269984154030680656e-04,-2.050511073321104050e-03,7.388402521610260010e-02,-3.446545451879501343e-02,-3.770235693082213402e-03,-1.494981944561004639e-01,-3.616932313889265060e-03,2.785720424956090735e-01,1.011142881699823803e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.141941368645951527e-01,3.378153597112920070e-01
-3.623072116170078516e-04,-2.124036429449915886e-03,6.957516074180603027e-02,-3.392029926180839539e-02,-3.919733688235282898e-03,-1.462897956371307373e-01,-2.800001297146081924e-03,2.785720424956090735e-01,1.011421453742319398e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.195007013862420864e-01,3.462912297538067175e-01
-3.970442630816251040e-04,-2.190904458984732628e-03,6.526629626750946045e-02,-3.337514400482177734e-02,-4.066023509949445724e-03,-1.434994488954544067e-01,-2.053780714049935341e-03,2.785720424956090735e-01,1.011700025784814994e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.248049045615888586e-01,3.547685777279458996e-01
-4.312162927817553282e-04,-2.251787343993782997e-03,6.095743179321289062e-02,-3.282998874783515930e-02,-4.209523089230060577e-03,-1.411183774471282959e-01,-1.376350643113255501e-03,2.785720424956090735e-01,1.011978597827310589e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.301067459790166747e-01,3.632474029758471223e-01
-4.648292670026421547e-04,-2.307342365384101868e-03,5.664856731891632080e-02,-3.228483349084854126e-02,-4.350641276687383652e-03,-1.391379684209823608e-01,-7.658406393602490425e-04,2.785720424956090735e-01,1.012257169869806184e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.354062252270900102e-01,3.717277048395333794e-01
-4.978874349035322666e-04,-2.358212368562817574e-03,5.233970284461975098e-02,-3.173967823386192322e-02,-4.489779472351074219e-03,-1.375497877597808838e-01,-2.204288612119853497e-04,2.785720424956090735e-01,1.012535741912301779e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.407033418945566383e-01,3.802094826609129785e-01
-5.303942598402500153e-04,-2.405025996267795563e-03,4.803083837032318115e-02,-3.119452483952045441e-02,-4.627329297363758087e-03,-1.363455802202224731e-01,2.616590645629912615e-04,2.785720424956090735e-01,1.012814313954797374e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.459980955703476857e-01,3.886927357817798190e-01
-5.623542820103466511e-04,-2.448398619890213013e-03,4.372197389602661133e-02,-3.064937144517898560e-02,-4.763674922287464142e-03,-1.355172693729400635e-01,6.821515271440148354e-04,2.785720424956090735e-01,1.013092885997292969e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.512904858435776601e-01,3.971774635438132250e-01
-5.937684909440577030e-04,-2.488932106643915176e-03,3.941310942173004150e-02,-3.010421805083751678e-02,-4.899192135781049728e-03,-1.350569427013397217e-01,1.042731921188533306e-03,2.785720424956090735e-01,1.013371458039788564e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.565805123035444502e-01,4.056636652885781125e-01
-6.246408447623252869e-04,-2.527215052396059036e-03,3.510424494743347168e-02,-2.955906465649604797e-02,-5.034249275922775269e-03,-1.349568516016006470e-01,1.345039694570004940e-03,2.785720424956090735e-01,1.013650030082284159e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.618681745397294369e-01,4.141513403575250440e-01
-6.549716927111148834e-04,-2.563823945820331573e-03,2.091118320822715759e-02,-2.183340489864349365e-02,-5.169206298887729645e-03,-1.362841725349426270e-01,1.598345581442117691e-03,2.785720424956090735e-01,1.013928602124779754e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.671534721417974101e-01,4.226404880919901741e-01
-6.775832152925431728e-04,-2.599271945655345917e-03,6.718122400343418121e-03,-1.410774514079093933e-02,-5.305490456521511078e-03,-1.383462399244308472e-01,1.734296092763543129e-03,2.785720424956090735e-01,1.014207174167275349e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.724364046995966793e-01,4.311311078331954150e-01
-6.924789049662649632e-04,-2.634744625538587570e-03,-7.474938407540321350e-03,-6.382085382938385010e-03,-5.443836562335491180e-03,-1.411334127187728882e-01,1.755573204718530178e-03,2.785720424956090735e-01,1.014485746209770944e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.777169718031591295e-01,4.396231989222484371e-01
-6.996625452302396297e-04,-2.671410795301198959e-03,-2.166799828410148621e-02,1.343574374914169312e-03,-5.584970116615295410e-03,-1.446361690759658813e-01,1.664798939600586891e-03,2.785720424956090735e-01,1.014764318252266539e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.829951730427001655e-01,4.481167607001427799e-01
-6.991402478888630867e-04,-2.710422733798623085e-03,-3.586106002330780029e-02,9.069234132766723633e-03,-5.729606375098228455e-03,-1.488450616598129272e-01,1.464536646381020546e-03,2.785720424956090735e-01,1.015042890294762135e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.882710080086187676e-01,4.566117925077577966e-01
