sxe,sye,delta,ve,psi_e,psi_e_dot,beta,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.465078305453062057e-03,-2.337715122848749161e-03,0.000000000000000000e+00,-2.392199635505676270e-02,-1.492156530730426311e-03,1.135158315192695166e+00,1.001135158315192619e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.393467551753608827e-03,8.420837711782655846e-03
-2.348899897697265260e-06,-1.491807233833242208e-05,6.930156610906124115e-03,-4.675430245697498322e-03,-2.392199712630826980e-05,-4.699686914682388306e-02,-2.875595120713114738e-03,1.135158315192695166e+00,1.002270316630385238e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.077737264664202152e-02,1.684779243631005091e-02
-7.083661330398172140e-06,-4.389698005979880691e-05,1.039523445069789886e-02,-7.013145368546247482e-03,-7.091886800481006503e-05,-6.924433261156082153e-02,-4.153725225478410721e-03,1.135158315192695166e+00,1.003405474945577858e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.615170834704986874e-02,2.528085331474094755e-02
-1.423645790055161342e-05,-8.610562508692964911e-05,1.386031322181224823e-02,-9.350860491394996643e-03,-1.401632034685462713e-04,-9.068363159894943237e-02,-5.329858511686325073e-03,1.135158315192695166e+00,1.004540633260770477e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.151646772769274379e-02,3.372000948036581874e-02
-2.383470564382150769e-05,-1.407382660545408726e-04,1.732539199292659760e-02,-1.168857514858245850e-02,-2.308468392584472895e-04,-1.113335564732551575e-01,-6.407213862985372543e-03,1.135158315192695166e+00,1.005675791575963096e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.687164387562613471e-02,4.216525005862084563e-02
-3.590299820643849671e-05,-2.070137416012585163e-04,2.079047076404094696e-02,-1.402628980576992035e-02,-3.421803994569927454e-04,-1.312124431133270264e-01,-7.388915400952100754e-03,1.135158315192695166e+00,1.006810949891155715e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.221722989025434247e-02,5.061656416710192535e-02
-5.046313526690937579e-05,-2.841747482307255268e-04,2.425554953515529633e-02,-1.636400446295738220e-02,-4.733928362838923931e-04,-1.503382027149200439e-01,-8.278000168502330780e-03,1.135158315192695166e+00,1.007946108206348335e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.755321888333935237e-02,5.907394091557870153e-02
-6.753223715350031853e-05,-3.714870836120098829e-04,2.772062830626964569e-02,-1.870171912014484406e-02,-6.237310590222477913e-04,-1.687283068895339966e-01,-9.077415801584720612e-03,1.135158315192695166e+00,1.009081266521540954e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.287960397900972970e-02,6.753736940600860161e-02
-8.712469571037217975e-05,-4.682389553636312485e-04,3.118570707738399506e-02,-2.103943377733230591e-02,-7.924593519419431686e-04,-1.863998323678970337e-01,-9.790026582777500153e-03,1.135158315192695166e+00,1.010216424836733573e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.819637831376945986e-02,7.600683873255086043e-02
-1.092540842364542186e-04,-5.737402825616300106e-04,6.950011476874351501e-03,-1.757688261568546295e-02,-9.788591414690017700e-04,-2.057079672813415527e-01,-9.769723750650882721e-03,1.135158315192695166e+00,1.011351583151926192e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.350353503650681630e-02,8.448233798158059915e-02
-1.280595170101150870e-04,-6.809111218899488449e-04,-1.728568412363529205e-02,-1.411433145403862000e-02,-1.184567110612988472e-03,-2.262956351041793823e-01,-9.984225034713745117e-03,1.135158315192695166e+00,1.012486741467118811e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.880106730850315905e-02,9.296385623170287660e-02
-1.435695885447785258e-04,-7.922936929389834404e-04,-4.152137786149978638e-02,-1.065178029239177704e-02,-1.410862780176103115e-03,-2.481411844491958618e-01,-1.042761001735925674e-02,1.135158315192695166e+00,1.013621899782311431e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.408896830344178175e-02,1.014513825537667474e-01
-1.558205549372360110e-04,-9.103865595534443855e-04,-6.575707346200942993e-02,-7.189229596406221390e-03,-1.659004017710685730e-03,-2.712233066558837891e-01,-1.109410170465707779e-02,1.135158315192695166e+00,1.014757058097504050e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.936723120741668247e-02,1.099449060108793758e-01
-1.648553152335807681e-04,-1.037645619362592697e-03,-8.999276906251907349e-02,-3.726678900420665741e-03,-1.930227270349860191e-03,-2.955210506916046143e-01,-1.197806186974048615e-02,1.135158315192695166e+00,1.015892216412696669e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.463584921894134139e-02,1.184444156584201074e-01
-1.707271876512095332e-04,-1.176485093310475349e-03,-1.142284646630287170e-01,-2.641282044351100922e-04,-2.225748263299465179e-03,-3.210138082504272461e-01,-1.307398919016122818e-02,1.135158315192695166e+00,1.017027374727889288e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.989481554895752624e-02,1.269499005440545558e-01
