# sxe,sye,delta,ve,psi_e,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.292950224131345749e-04,-8.292949971141346799e-01,9.991707050028858506e-01,1.000000000000000000e+01,0.000000000000000000e+00,5.409999476749777214e-03,8.410226255075849144e-03
-3.814697446813397619e-09,8.292949132737703621e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.658590044826269150e-03,-8.292949971141346799e-01,9.983414100057717011e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.082697165094816810e-02,1.681596313318239194e-02
-2.404343923956275830e-08,2.487883830326609313e-05,0.000000000000000000e+00,0.000000000000000000e+00,2.487885067239403725e-03,-8.292949971141346799e-01,9.975121150086575517e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.625091279718007126e-02,2.521720485344092558e-02
-7.519291500557301333e-08,4.975764750270172954e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.317180089652538300e-03,-8.292949971141346799e-01,9.966828200115434022e-01,1.000000000000000000e+01,0.000000000000000000e+00,2.168181918523761492e-02,3.361394563806419100e-02
-1.717697983849575394e-07,8.292932761833071709e-05,0.000000000000000000e+00,0.000000000000000000e+00,4.146475344896316528e-03,-8.292949971141346799e-01,9.958535250144292528e-01,1.000000000000000000e+01,0.000000000000000000e+00,2.711968708012271398e-02,4.200617971236036974e-02
-3.263733674430113751e-07,1.243938168045133352e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.975770600140094757e-03,-8.292949971141346799e-01,9.950242300173151033e-01,1.000000000000000000e+01,0.000000000000000000e+00,3.256451274204965468e-02,5.039390130473704599e-02
-5.535101763598504476e-07,1.741510495776310563e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.805065855383872986e-03,-8.292949971141346799e-01,9.941949350202009539e-01,1.000000000000000000e+01,0.000000000000000000e+00,3.801629242644764817e-02,5.877710464670515833e-02
-8.667331030665081926e-07,2.322009240742772818e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.634361110627651215e-03,-8.292949971141346799e-01,9.933656400230868044e-01,1.000000000000000000e+01,0.000000000000000000e+00,4.347502238396342561e-02,6.715578397288299306e-02
-1.279594926018035039e-06,2.985433384310454130e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.463656365871429443e-03,-8.292949971141346799e-01,9.925363450259726550e-01,1.000000000000000000e+01,0.000000000000000000e+00,4.894069886046379519e-02,7.552993352100013935e-02
-1.805648253139224835e-06,3.731781616806983948e-04,0.000000000000000000e+00,0.000000000000000000e+00,8.292951621115207672e-03,-8.292949971141346799e-01,9.917070500288585055e-01,1.000000000000000000e+01,0.000000000000000000e+00,5.441331809703823380e-02,8.389954753190144443e-02
-2.459399411236518063e-06,4.561052192002534866e-04,0.000000000000000000e+00,0.000000000000000000e+00,9.122246876358985901e-03,-8.292949971141346799e-01,9.908777550317443561e-01,1.000000000000000000e+01,0.000000000000000000e+00,5.989287633000148214e-02,9.226462024955098262e-02
-3.253447175666224211e-06,5.473243654705584049e-04,0.000000000000000000e+00,0.000000000000000000e+00,9.951542131602764130e-03,-8.292949971141346799e-01,9.900484600346302066e-01,1.000000000000000000e+01,0.000000000000000000e+00,6.537936979089611911e-02,1.006251459210360244e-01
-4.202297532174270600e-06,6.468354258686304092e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.078083738684654236e-02,-8.292949971141346799e-01,9.892191650375160572e-01,1.000000000000000000e+01,0.000000000000000000e+00,7.087279470649515689e-02,1.089811187965709638e-01
-5.319502633938100189e-06,7.546382257714867592e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.161013264209032059e-02,-8.292949971141346799e-01,9.883898700404019078e-01,1.000000000000000000e+01,0.000000000000000000e+00,7.637314729880465003e-02,1.173325331295013013e-01
-6.619568011956289411e-06,8.707325323484838009e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.243942789733409882e-02,-8.292949971141346799e-01,9.875605750432877583e-01,1.000000000000000000e+01,0.000000000000000000e+00,8.188042378506625585e-02,1.256793831763075853e-01
-8.115091986837796867e-06,9.951181709766387939e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.326872315257787704e-02,-8.292949971141346799e-01,9.867312800461736089e-01,1.000000000000000000e+01,0.000000000000000000e+00,8.739462037775987124e-02,1.340216631966093530e-01
-9.820580089581198990e-06,1.127794734202325344e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.409801840782165527e-02,-8.292949971141346799e-01,9.859019850490594594e-01,1.000000000000000000e+01,0.000000000000000000e+00,9.291573328460624170e-02,1.423593674531691000e-01
-1.174958379124291241e-05,1.268762163817882538e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.492731366306543350e-02,-8.292949971141346799e-01,9.850726900519453100e-01,1.000000000000000000e+01,0.000000000000000000e+00,9.844375870856954258e-02,1.506924902118961795e-01
-1.391565365338465199e-05,1.418019994162023067e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.575660891830921173e-02,-8.292949971141346799e-01,9.842433950548311605e-01,1.000000000000000000e+01,0.000000000000000000e+00,1.039786928478600020e-01,1.590210257418508411e-01
