sxe,sye,delta,ve,psi_e,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.968125870916992426e-04,2.590229851193726063e-04,-1.390474382787942886e-03,1.390474317207376576e+00,1.001390474317207291e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.391317401368789404e-03,8.422214475878543952e-03
2.498626940905523952e-07,-1.390509987686527893e-05,3.936251741833984852e-04,5.180459702387452126e-04,-2.780185546725988388e-03,1.390474317207376576e+00,1.002780948634414582e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.077091872175208603e-02,1.685191729589125692e-02
7.092725127222365700e-07,-4.170871034148149192e-05,5.904377903789281845e-04,7.770689553581178188e-04,-4.169133491814136505e-03,1.390474317207376576e+00,1.004171422951621873e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.613879356012909091e-02,2.528909216189462877e-02
1.341737856819236185e-06,-8.340415661223232746e-05,7.872503483667969704e-04,1.036091940477490425e-03,-5.557318218052387238e-03,1.390474317207376576e+00,1.005561897268829163e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.149493153815120600e-02,3.373372276129855962e-02
2.106961574099841528e-06,-1.389846729580312967e-04,9.840629063546657562e-04,1.295114867389202118e-03,-6.944739725440740585e-03,1.390474317207376576e+00,1.006952371586036454e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.683932230016208842e-02,4.218579276709789189e-02
2.967517048091394827e-06,-2.084434381686151028e-04,1.180875464342534542e-03,1.554137794300913811e-03,-8.331397548317909241e-03,1.390474317207376576e+00,1.008342845903243745e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.217195551321769265e-02,5.064528583790398053e-02
3.885033493133960292e-06,-2.917735255323350430e-04,1.377688022330403328e-03,1.813160721212625504e-03,-9.717292152345180511e-03,1.390474317207376576e+00,1.009733320220451036e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.749282086710622325e-02,5.911218561797629972e-02
4.820195954380324110e-06,-3.889679501298815012e-04,1.574500580318272114e-03,2.072183648124337196e-03,-1.110242307186126709e-02,1.390474317207376576e+00,1.011123794537658327e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.280190807436809464e-02,6.758647573725404256e-02
5.735606919188285246e-06,-5.000196397304534912e-04,1.771313138306140900e-03,2.331206575036048889e-03,-1.248679123818874359e-02,1.390474317207376576e+00,1.012514268854865618e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.809920687031579711e-02,7.606813981138778324e-02
6.591017154278233647e-06,-6.249214056879281998e-04,2.124507213011384010e-03,2.629824914038181305e-03,-1.387039572000503540e-02,1.390474317207376576e+00,1.013904743172072909e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.338470701305375599e-02,8.455716144177116700e-02
7.390056453004945070e-06,-7.636665832251310349e-04,2.477701287716627121e-03,2.928443253040313721e-03,-1.525263022631406784e-02,1.390474317207376576e+00,1.015295217489280200e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.865839828349813517e-02,9.305352421557260001e-02
8.093448741419706494e-06,-9.162419009953737259e-04,2.830895362421870232e-03,3.227061592042446136e-03,-1.663349382579326630e-02,1.390474317207376576e+00,1.016685691806487490e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.392027048539658529e-02,1.015572117057669810e-01
8.662890650157351047e-06,-1.082634087651968002e-03,3.184089437127113342e-03,3.525679931044578552e-03,-1.801298744976520538e-02,1.390474317207376576e+00,1.018076166123694781e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.917031344534796400e-02,1.100682074711674674e-01
