# px,py,theta,vx,vy,theta_dot
-1.499940603802156991e+00,1.038933401333769629e-01,-4.288075771331788244e-02,7.663522825281691812e-03,2.358932785106607477e-01,-2.500000000000000000e+00
-1.499932940279331772e+00,1.041292334118876228e-01,-4.538075771331788466e-02,8.381448331836304638e-03,2.428187354068972459e-01,-2.500000000000000000e+00
-1.499924558830999954e+00,1.043720521472945167e-01,-4.788075771331788688e-02,9.141201818542287610e-03,2.497423452034301383e-01,-2.500000000000000000e+00
-1.499915417629181347e+00,1.046217944924979493e-01,-5.038075771331788910e-02,9.942778536942822876e-03,2.566640033361901607e-01,-2.500000000000000000e+00
-1.499905474850644405e+00,1.048784584958341454e-01,-5.288075771331789132e-02,1.078617347718602987e-02,2.635836052533059304e-01,-2.500000000000000000e+00
-1.499894688677167132e+00,1.051420421010874490e-01,-5.538075771331789354e-02,1.167138136805627620e-02,2.705010464157573957e-01,-2.500000000000000000e+00
-1.499883017295799092e+00,1.054125431475032015e-01,-5.788075771331789576e-02,1.259839667700712526e-02,2.774162222980292580e-01,-2.500000000000000000e+00
-1.499870418899122093e+00,1.056899593698012313e-01,-6.038075771331789798e-02,1.356721361019591447e-02,2.843290283887641712e-01,-2.500000000000000000e+00
-1.499856851685511971e+00,1.059742883981899947e-01,-6.288075771331790020e-02,1.457782611251996589e-02,2.912393601914159968e-01,-2.500000000000000000e+00
-1.499842273859399500e+00,1.062655277583814117e-01,-6.538075771331790242e-02,1.563022786765442748e-02,2.981471132249028932e-01,-2.500000000000000000e+00
-1.499826643631531953e+00,1.065636748716063120e-01,-6.788075771331790464e-02,1.672441229809175714e-02,3.050521830242603483e-01,-2.500000000000000000e+00
-1.499809919219233789e+00,1.068687270546305745e-01,-7.038075771331790687e-02,1.786037256518282698e-02,3.119544651412939351e-01,-2.500000000000000000e+00
-1.499792058846668663e+00,1.071806815197718643e-01,-7.288075771331790909e-02,1.903810156917966345e-02,3.188538551452323455e-01,-2.500000000000000000e+00
-1.499773020745099439e+00,1.074995353749170907e-01,-7.538075771331791131e-02,2.025759194927982676e-02,3.257502486233799788e-01,-2.500000000000000000e+00
-1.499752763153150203e+00,1.078252856235404761e-01,-7.788075771331791353e-02,2.151883608367241227e-02,3.326435411817694199e-01,-2.500000000000000000e+00
-1.499731244317066503e+00,1.081579291647222496e-01,-8.038075771331791575e-02,2.282182608958568254e-02,3.395336284458140286e-01,-2.500000000000000000e+00
-1.499708422490976911e+00,1.084974627931680619e-01,-8.288075771331791797e-02,2.416655382333634389e-02,3.464204060609603064e-01,-2.500000000000000000e+00
-1.499684255937153488e+00,1.088438831992290245e-01,-8.538075771331792019e-02,2.555301088038043622e-02,3.533037696933399863e-01,-2.500000000000000000e+00
-1.499658702926273124e+00,1.091971869689223607e-01,-8.788075771331792241e-02,2.698118859536587089e-02,3.601836150304221773e-01,-2.500000000000000000e+00
-1.499631721737677781e+00,1.095573705839527762e-01,-9.038075771331792463e-02,2.845107804218657138e-02,3.670598377816653435e-01,-2.500000000000000000e+00
-1.499603270659635612e+00,1.099244304217344426e-01,-9.288075771331792685e-02,2.996267003403828635e-02,3.739323336791691155e-01,-2.500000000000000000e+00
-1.499573307989601645e+00,1.102983627554136176e-01,-9.538075771331792907e-02,3.151595512347598466e-02,3.808009984783258806e-01,-2.500000000000000000e+00
-1.499541792034478238e+00,1.106791637538919459e-01,-9.788075771331793129e-02,3.311092360247291227e-02,3.876657279584724836e-01,-2.500000000000000000e+00
-1.499508681110875763e+00,1.110668294818504126e-01,-1.003807577133179335e-01,3.474756550248126602e-02,3.945264179235414281e-01,-2.500000000000000000e+00
-1.499473933545373283e+00,1.114613558997739479e-01,-1.028807577133179357e-01,3.642587059449450132e-02,4.013829642027121336e-01,-2.500000000000000000e+00
-1.499437507674778791e+00,1.118627388639766573e-01,-1.053807577133179380e-01,3.814582838911125678e-02,4.082352626510621363e-01,-2.500000000000000000e+00
-1.499399361846389667e+00,1.122709741266277178e-01,-1.078807577133179402e-01,3.990742813660091287e-02,4.150832091502179022e-01,-2.500000000000000000e+00
-1.499359454418253135e+00,1.126860573357779394e-01,-1.103807577133179424e-01,4.171065882697078120e-02,4.219266996090054733e-01,-2.500000000000000000e+00
-1.499317743759426058e+00,1.131079840353869381e-01,-1.128807577133179446e-01,4.355550919003492449e-02,4.287656299641012247e-01,-2.500000000000000000e+00
-1.499274188250236062e+00,1.135367496653510444e-01,-1.153807577133179468e-01,4.544196769548457249e-02,4.355998961806820668e-01,-2.500000000000000000e+00
-1.499228746282540659e+00,1.139723495615317245e-01,-1.178807577133179491e-01,4.737002255296020314e-02,4.424293942530758694e-01,-2.500000000000000000e+00
-1.499181376259987708e+00,1.144147789557848072e-01,-1.203807577133179513e-01,4.933966171212524066e-02,4.492540202054112752e-01,-2.500000000000000000e+00
-1.499132036598275652e+00,1.148640329759902240e-01,-1.228807577133179535e-01,5.135087286274134938e-02,4.560736700922677356e-01,-2.500000000000000000e+00
-1.499080685725412865e+00,1.153201066460824986e-01,-1.253807577133179418e-01,5.340364343474538616e-02,4.628882399993251018e-01,-2.500000000000000000e+00
-1.499027282081978107e+00,1.157829948860818192e-01,-1.278807577133179441e-01,5.549796059832795558e-02,4.696976260440131057e-01,-2.500000000000000000e+00
-1.498971784121379880e+00,1.162526925121258325e-01,-1.303807577133179463e-01,5.763381126401360272e-02,4.765017243761605070e-01,-2.500000000000000000e+00
-1.498914150310115767e+00,1.167291942365019930e-01,-1.328807577133179485e-01,5.981118208274262271e-02,4.833004311786442964e-01,-2.500000000000000000e+00
-1.498854339128033120e+00,1.172124946676806334e-01,-1.353807577133179507e-01,6.203005944595448018e-02,4.900936426680385094e-01,-2.500000000000000000e+00
-1.498792309068587070e+00,1.177025883103486742e-01,-1.378807577133179529e-01,6.429042948567288696e-02,4.968812550952628748e-01,-2.500000000000000000e+00
-1.498728018639101434e+00,1.181994695654439431e-01,-1.403807577133179552e-01,6.659227807459244808e-02,5.036631647462311845e-01,-2.500000000000000000e+00
-1.498661426361026949e+00,1.187031327301901751e-01,-1.428807577133179574e-01,6.893559082616697309e-02,5.104392679424997192e-01,-2.500000000000000000e+00
-1.498592490770200847e+00,1.192135719981326780e-01,-1.453807577133179596e-01,7.132035309469939022e-02,5.172094610419150085e-01,-2.500000000000000000e+00
-1.498521170417106196e+00,1.197307814591745956e-01,-1.478807577133179618e-01,7.374654997543329815e-02,5.239736404392615343e-01,-2.500000000000000000e+00
-1.498447423867130812e+00,1.202547550996138637e-01,-1.503807577133179640e-01,7.621416630464607211e-02,5.307317025669094912e-01,-2.500000000000000000e+00
-1.498371209700826157e+00,1.207854868021807776e-01,-1.528807577133179663e-01,7.872318665974370466e-02,5.374835438954621569e-01,-2.500000000000000000e+00
-1.498292486514166466e+00,1.213229703460762393e-01,-1.553807577133179685e-01,8.127359535935713142e-02,5.442290609344024865e-01,-2.500000000000000000e+00
-1.498211212918807211e+00,1.218671994070106429e-01,-1.578807577133179707e-01,8.386537646344029151e-02,5.509681502327403724e-01,-2.500000000000000000e+00
-1.498127347542343779e+00,1.224181675572433847e-01,-1.603807577133179729e-01,8.649851377336971459e-02,5.577007083796591269e-01,-2.500000000000000000e+00
-1.498040849028570376e+00,1.229758682656230395e-01,-1.628807577133179751e-01,8.917299083204578702e-02,5.644266320051616326e-01,-2.500000000000000000e+00
-1.497951676037738267e+00,1.235402948976282028e-01,-1.653807577133179774e-01,9.188879092399558635e-02,5.711458177807166026e-01,-2.500000000000000000e+00
-1.497859787246814234e+00,1.241114407154089161e-01,-1.678807577133179796e-01,9.464589707547739483e-02,5.778581624199041755e-01,-2.500000000000000000e+00
-1.497765141349738816e+00,1.246892988778288136e-01,-1.703807577133179818e-01,9.744429205458673970e-02,5.845635626790616213e-01,-2.500000000000000000e+00
-1.497667697057684322e+00,1.252738624405078660e-01,-1.728807577133179840e-01,1.002839583713640986e-01,5.912619153579286024e-01,-2.500000000000000000e+00
-1.497567413099312850e+00,1.258651243558658039e-01,-1.753807577133179862e-01,1.031648782779042428e-01,5.979531173002921030e-01,-2.500000000000000000e+00
-1.497464248221034966e+00,1.264630774731660967e-01,-1.778807577133179885e-01,1.060870337684671344e-01,6.046370653946311347e-01,-2.500000000000000000e+00
-1.497358161187266390e+00,1.270677145385607221e-01,-1.803807577133179907e-01,1.090504065795904753e-01,6.113136565747613327e-01,-2.500000000000000000e+00
-1.497249110780686898e+00,1.276790281951354911e-01,-1.828807577133179929e-01,1.120549781902038244e-01,6.179827878204789959e-01,-2.500000000000000000e+00
-1.497137055802496786e+00,1.282970109829559835e-01,-1.853807577133179951e-01,1.151007298217444075e-01,6.246443561582050163e-01,-2.500000000000000000e+00
-1.497021955072675103e+00,1.289216553391141773e-01,-1.878807577133179973e-01,1.181876424382744539e-01,6.312982586616282532e-01,-2.500000000000000000e+00
-1.496903767430236787e+00,1.295529535977757996e-01,-1.903807577133179996e-01,1.213156967466001435e-01,6.379443924523492404e-01,-2.500000000000000000e+00
-1.496782451733490227e+00,1.301908979902281494e-01,-1.928807577133180018e-01,1.244848731963922317e-01,6.445826547005227836e-01,-2.500000000000000000e+00
-1.496657966860293731e+00,1.308354806449286700e-01,-1.953807577133180040e-01,1.276951519803082302e-01,6.512129426255008902e-01,-2.500000000000000000e+00
-1.496530271708313320e+00,1.314866935875541598e-01,-1.978807577133180062e-01,1.309465130341161965e-01,6.578351534964751446e-01,-2.500000000000000000e+00
-1.496399325195279184e+00,1.321445287410506486e-01,-2.003807577133180085e-01,1.342389360368201057e-01,6.644491846331184171e-01,-2.500000000000000000e+00
-1.496265086259242372e+00,1.328089779256837744e-01,-2.028807577133180107e-01,1.375724004107869158e-01,6.710549334062271276e-01,-2.500000000000000000e+00
-1.496127513858831692e+00,1.334800328590899920e-01,-2.053807577133180129e-01,1.409468853218751594e-01,6.776522972383623999e-01,-2.500000000000000000e+00
-1.495986566973509735e+00,1.341576851563283657e-01,-2.078807577133180151e-01,1.443623696795651168e-01,6.842411736044911041e-01,-2.500000000000000000e+00
-1.495842204603830217e+00,1.348419263299328597e-01,-2.103807577133180173e-01,1.478188321370906555e-01,6.908214600326268995e-01,-2.500000000000000000e+00
-1.495694385771693113e+00,1.355327477899654909e-01,-2.128807577133180196e-01,1.513162510915726788e-01,6.973930541044703890e-01,-2.500000000000000000e+00
-1.495543069520601565e+00,1.362301408440699524e-01,-2.153807577133180218e-01,1.548546046841541013e-01,7.039558534560494962e-01,-2.500000000000000000e+00
-1.495388214915917446e+00,1.369340966975260143e-01,-2.178807577133180240e-01,1.584338708001364893e-01,7.105097557783589535e-01,-2.500000000000000000e+00
-1.495229781045117390e+00,1.376446064533043689e-01,-2.203807577133180262e-01,1.620540270691182838e-01,7.170546588180001235e-01,-2.500000000000000000e+00
-1.495067727018048354e+00,1.383616611121223638e-01,-2.228807577133180284e-01,1.657150508651345777e-01,7.235904603778197108e-01,-2.500000000000000000e+00
-1.494902011967183197e+00,1.390852515725001792e-01,-2.253807577133180307e-01,1.694169193067985579e-01,7.301170583175485840e-01,-2.500000000000000000e+00
-1.494732595047876478e+00,1.398153686308177268e-01,-2.278807577133180329e-01,1.731596092574445300e-01,7.366343505544403758e-01,-2.500000000000000000e+00
-1.494559435438619133e+00,1.405520029813721594e-01,-2.303807577133180351e-01,1.769430973252724693e-01,7.431422350639091956e-01,-2.500000000000000000e+00
-1.494382492341293833e+00,1.412951452164360744e-01,-2.328807577133180373e-01,1.807673598634942647e-01,7.496406098801675633e-01,-2.500000000000000000e+00
-1.494201724981430335e+00,1.420447858263162444e-01,-2.353807577133180395e-01,1.846323729704815175e-01,7.561293730968633442e-01,-2.500000000000000000e+00
-1.494017092608459940e+00,1.428009151994130976e-01,-2.378807577133180418e-01,1.885381124899148941e-01,7.626084228677170174e-01,-2.500000000000000000e+00
-1.493828554495969962e+00,1.435635236222808087e-01,-2.403807577133180440e-01,1.924845540109350883e-01,7.690776574071580551e-01,-2.500000000000000000e+00
-1.493636069941959077e+00,1.443326012796879720e-01,-2.428807577133180462e-01,1.964716728682954494e-01,7.755369749909609700e-01,-2.500000000000000000e+00
-1.493439598269090673e+00,1.451081382546789422e-01,-2.453807577133180484e-01,2.004994441425161089e-01,7.819862739568813614e-01,-2.500000000000000000e+00
-1.493239098824948208e+00,1.458901245286358117e-01,-2.478807577133180506e-01,2.045678426600396893e-01,7.884254527052911854e-01,-2.500000000000000000e+00
-1.493034530982288111e+00,1.466785499813411109e-01,-2.503807577133180251e-01,2.086768429933887337e-01,7.948544096998135799e-01,-2.500000000000000000e+00
-1.492825854139294695e+00,1.474734043910409242e-01,-2.528807577133180273e-01,2.128264194613245230e-01,8.012730434679576907e-01,-2.500000000000000000e+00
-1.492613027719833285e+00,1.482746774345088947e-01,-2.553807577133180295e-01,2.170165461290076148e-01,8.076812526017527194e-01,-2.500000000000000000e+00
-1.492396011173704240e+00,1.490823586871106443e-01,-2.578807577133180318e-01,2.212471968081599905e-01,8.140789357583819719e-01,-2.500000000000000000e+00
-1.492174763976896079e+00,1.498964376228690276e-01,-2.603807577133180340e-01,2.255183450572287029e-01,8.204659916608159076e-01,-2.500000000000000000e+00
-1.491949245631838838e+00,1.507169036145298568e-01,-2.628807577133180362e-01,2.298299641815510774e-01,8.268423190984454108e-01,-2.500000000000000000e+00
-1.491719415667657200e+00,1.515437459336282933e-01,-2.653807577133180384e-01,2.341820272335216058e-01,8.332078169277140622e-01,-2.500000000000000000e+00
-1.491485233640423624e+00,1.523769537505560157e-01,-2.678807577133180406e-01,2.385745070127603951e-01,8.395623840727506337e-01,-2.500000000000000000e+00
-1.491246659133410812e+00,1.532165161346287774e-01,-2.703807577133180429e-01,2.430073760662831428e-01,8.459059195260005826e-01,-2.500000000000000000e+00
-1.491003651757344617e+00,1.540624220541547684e-01,-2.728807577133180451e-01,2.474806066886726663e-01,8.522383223488574355e-01,-2.500000000000000000e+00
-1.490756171150655840e+00,1.549146603765036156e-01,-2.753807577133180473e-01,2.519941709222521253e-01,8.585594916722935066e-01,-2.500000000000000000e+00
-1.490504176979733586e+00,1.557732198681759106e-01,-2.778807577133180495e-01,2.565480405572598266e-01,8.648693266974906146e-01,-2.500000000000000000e+00
-1.490247628939176394e+00,1.566380891948734033e-01,-2.803807577133180517e-01,2.611421871320253052e-01,8.711677266964696909e-01,-2.500000000000000000e+00
-1.489986486752044259e+00,1.575092569215698624e-01,-2.828807577133180540e-01,2.657765819331474599e-01,8.774545910127208304e-01,-2.500000000000000000e+00
-1.489720710170111095e+00,1.583867115125825731e-01,-2.853807577133180562e-01,2.704511959956737988e-01,8.837298190618317895e-01,-2.500000000000000000e+00
-1.489450258974115426e+00,1.592704413316443912e-01,-2.878807577133180584e-01,2.751660001032817382e-01,8.899933103321171490e-01,-2.500000000000000000e+00
-1.489175092974012182e+00,1.601604346419765179e-01,-2.903807577133180606e-01,2.799209647884609020e-01,8.962449643852463677e-01,-2.500000000000000000e+00
-1.488895172009223611e+00,1.610566796063617745e-01,-2.928807577133180629e-01,2.847160603326974737e-01,9.024846808568712797e-01,-2.500000000000000000e+00
-1.488610455948890854e+00,1.619591642872186543e-01,-2.953807577133180651e-01,2.895512567666599368e-01,9.087123594572537044e-01,-2.500000000000000000e+00
-1.488320904692124191e+00,1.628678766466759020e-01,-2.978807577133180673e-01,2.944265238703863696e-01,9.149278999718921668e-01,-2.500000000000000000e+00
-1.488026478168253730e+00,1.637828045466477866e-01,-3.003807577133180695e-01,2.993418311734731829e-01,9.211312022621479523e-01,-2.500000000000000000e+00
-1.487727136337080314e+00,1.647039357489099298e-01,-3.028807577133180717e-01,3.042971479552657454e-01,9.273221662658714948e-01,-2.500000000000000000e+00
-1.487422839189125101e+00,1.656312579151758002e-01,-3.053807577133180740e-01,3.092924432450502858e-01,9.335006919980273210e-01,-2.500000000000000000e+00
-1.487113546745880033e+00,1.665647586071738184e-01,-3.078807577133180762e-01,3.143276858222475156e-01,9.396666795513191062e-01,-2.500000000000000000e+00
-1.486799219060057853e+00,1.675044252867251282e-01,-3.103807577133180784e-01,3.194028442166076953e-01,9.458200290968141744e-01,-2.500000000000000000e+00
-1.486479816215841243e+00,1.684502453158219504e-01,-3.128807577133180806e-01,3.245178867084074215e-01,9.519606408845672219e-01,-2.500000000000000000e+00
-1.486155298329132846e+00,1.694022059567065197e-01,-3.153807577133180828e-01,3.296727813286477460e-01,9.580884152442441515e-01,-2.500000000000000000e+00
-1.485825625547804174e+00,1.703602943719507712e-01,-3.178807577133180851e-01,3.348674958592540718e-01,9.642032525857444636e-01,-2.500000000000000000e+00
-1.485490758051944971e+00,1.713244976245365259e-01,-3.203807577133180873e-01,3.401019978332775473e-01,9.703050533998240912e-01,-2.500000000000000000e+00
-1.485150656054111673e+00,1.722948026779363428e-01,-3.228807577133180895e-01,3.453762545350977931e-01,9.763937182587172359e-01,-2.500000000000000000e+00
-1.484805279799576549e+00,1.732711963961950652e-01,-3.253807577133180917e-01,3.506902330006276269e-01,9.824691478167578707e-01,-2.500000000000000000e+00
-1.484454589566575944e+00,1.742536655440118099e-01,-3.278807577133180939e-01,3.560439000175189550e-01,9.885312428110003546e-01,-2.500000000000000000e+00
-1.484098545666558522e+00,1.752421967868228181e-01,-3.303807577133180962e-01,3.614372221253703277e-01,9.945799040618401587e-01,-2.500000000000000000e+00
-1.483737108444433073e+00,1.762367766908846667e-01,-3.328807577133180984e-01,3.668701656159361058e-01,1.000615032473633592e+00,-2.500000000000000000e+00
-1.483370238278817199e+00,1.772373917233583118e-01,-3.353807577133181006e-01,3.723426965333371808e-01,1.006636529035317196e+00,-2.500000000000000000e+00
-1.482997895582283787e+00,1.782440282523936326e-01,-3.378807577133181028e-01,3.778547806742731385e-01,1.012644294821026358e+00,-2.500000000000000000e+00
-1.482620040801609473e+00,1.792566725472146683e-01,-3.403807577133181050e-01,3.834063835882360882e-01,1.018638230990714044e+00,-2.500000000000000000e+00
-1.482236634418021337e+00,1.802753107782053832e-01,-3.428807577133181073e-01,3.889974705777258235e-01,1.024618238790768077e+00,-2.500000000000000000e+00
-1.481847636947443592e+00,1.812999290169961530e-01,-3.453807577133181095e-01,3.946280066984668711e-01,1.030584219554628422e+00,-2.500000000000000000e+00
-1.481453008940745164e+00,1.823305132365507786e-01,-3.478807577133181117e-01,4.002979567596268162e-01,1.036536074703404475e+00,-2.500000000000000000e+00
-1.481052710983985499e+00,1.833670493112541933e-01,-3.503807577133181139e-01,4.060072853240362378e-01,1.042473705746490120e+00,-2.500000000000000000e+00
-1.480646703698661470e+00,1.844095230170006705e-01,-3.528807577133181161e-01,4.117559567084101424e-01,1.048397014282180129e+00,-2.500000000000000000e+00
-1.480234947741952967e+00,1.854579200312828635e-01,-3.553807577133181184e-01,4.175439349835711744e-01,1.054305901998284778e+00,-2.500000000000000000e+00
-1.479817403806969356e+00,1.865122259332811505e-01,-3.578807577133181206e-01,4.233711839746738814e-01,1.060200270672744693e+00,-2.500000000000000000e+00
-1.479394032622994626e+00,1.875724262039538959e-01,-3.603807577133181228e-01,4.292376672614310884e-01,1.066080022174244135e+00,-2.500000000000000000e+00
-1.478964794955733186e+00,1.886385062261281276e-01,-3.628807577133181250e-01,4.351433481783413271e-01,1.071945058462824951e+00,-2.500000000000000000e+00
-1.478529651607554785e+00,1.897104512845909641e-01,-3.653807577133181272e-01,4.410881898149180969e-01,1.077795281590498533e+00,-2.500000000000000000e+00
-1.478088563417739865e+00,1.907882465661814575e-01,-3.678807577133181295e-01,4.470721550159205138e-01,1.083630593701859102e+00,-2.500000000000000000e+00
-1.477641491262724038e+00,1.918718771598833250e-01,-3.703807577133181317e-01,4.530952063815855690e-01,1.089450897034694332e+00,-2.500000000000000000e+00
-1.477188396056342556e+00,1.929613280569180134e-01,-3.728807577133181339e-01,4.591573062678617756e-01,1.095256093920596641e+00,-2.500000000000000000e+00
-1.476729238750074780e+00,1.940565841508386236e-01,-3.753807577133181361e-01,4.652584167866446463e-01,1.101046086785573808e+00,-2.500000000000000000e+00
-1.476263980333288206e+00,1.951576302376241967e-01,-3.778807577133181383e-01,4.713984998060132825e-01,1.106820778150658713e+00,-2.500000000000000000e+00
-1.475792581833482275e+00,1.962644510157748601e-01,-3.803807577133181406e-01,4.775775169504687945e-01,1.112580070632518625e+00,-2.500000000000000000e+00
-1.475315004316531731e+00,1.973770310864073896e-01,-3.828807577133181428e-01,4.837954296011741095e-01,1.118323866944063605e+00,-2.500000000000000000e+00
-1.474831208886930645e+00,1.984953549533514661e-01,-3.853807577133181450e-01,4.900521988961954456e-01,1.124052069895054906e+00,-2.500000000000000000e+00
-1.474341156688034449e+00,1.996194070232465145e-01,-3.878807577133181472e-01,4.963477857307450614e-01,1.129764582392712269e+00,-2.500000000000000000e+00
-1.473844808902303738e+00,2.007491716056392372e-01,-3.903807577133181494e-01,5.026821507574257275e-01,1.135461307442320322e+00,-2.500000000000000000e+00
-1.473342126751546299e+00,2.018846329130815631e-01,-3.928807577133181517e-01,5.090552543864766966e-01,1.141142148147835655e+00,-2.500000000000000000e+00
-1.472833071497159807e+00,2.030257750612294021e-01,-3.953807577133181539e-01,5.154670567860210051e-01,1.146807007712491666e+00,-2.500000000000000000e+00
-1.472317604440373850e+00,2.041725820689418991e-01,-3.978807577133181561e-01,5.219175178823144412e-01,1.152455789439404077e+00,-2.500000000000000000e+00
-1.471795686922491520e+00,2.053250378583812985e-01,-4.003807577133181583e-01,5.284065973599962884e-01,1.158088396732174896e+00,-2.500000000000000000e+00
-1.471267280325131432e+00,2.064831262551134750e-01,-4.028807577133181606e-01,5.349342546623407912e-01,1.163704733095496158e+00,-2.500000000000000000e+00
-1.470732346070469099e+00,2.076468309882089636e-01,-4.053807577133181628e-01,5.415004489915111741e-01,1.169304702135753438e+00,-2.500000000000000000e+00
-1.470190845621477616e+00,2.088161356903447119e-01,-4.078807577133181650e-01,5.481051393088142154e-01,1.174888207561627818e+00,-2.500000000000000000e+00
-1.469642740482168808e+00,2.099910238979063315e-01,-4.103807577133181672e-01,5.547482843349569315e-01,1.180455153184698069e+00,-2.500000000000000000e+00
-1.469087992197833925e+00,2.111714790510910433e-01,-4.128807577133181694e-01,5.614298425503045920e-01,1.186005442920041508e+00,-2.500000000000000000e+00
-1.468526562355283671e+00,2.123574844940110951e-01,-4.153807577133181717e-01,5.681497721951399571e-01,1.191538980786834623e+00,-2.500000000000000000e+00
-1.467958412583088457e+00,2.135490234747979277e-01,-4.178807577133181739e-01,5.749080312699247353e-01,1.197055670908953484e+00,-2.500000000000000000e+00
-1.467383504551818429e+00,2.147460791457068696e-01,-4.203807577133181761e-01,5.817045775355617065e-01,1.202555417515571934e+00,-2.500000000000000000e+00
