sxe,sye,delta,ve,psi_e,psi_e_dot,beta,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.465078305453062057e-03,-2.337715122848749161e-03,0.000000000000000000e+00,-2.394608035683631897e-02,-1.493658870458602905e-03,1.136301212145579775e+00,1.001136301212145474e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.393457927600324615e-03,8.420843875954785174e-03
-2.348899897697265260e-06,-1.493309264333220199e-05,6.930156610906124115e-03,-4.675430245697498322e-03,-2.394608236500062048e-05,-4.704450443387031555e-02,-2.878536004573106766e-03,1.136301212145579775e+00,1.002272602424290948e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.077734376019292076e-02,1.684781090695761790e-02
-7.083695891196839511e-06,-4.394163261167705059e-05,1.039523445069789886e-02,-7.013145368546247482e-03,-7.099058711901307106e-05,-6.931500136852264404e-02,-4.158042836934328079e-03,1.136301212145579775e+00,1.003408903636436422e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.615165054621043456e-02,2.528089021227463568e-02
-1.423659341526217759e-05,-8.619413711130619049e-05,1.386031322181224823e-02,-9.350860491394996643e-03,-1.403055939590558410e-04,-9.077683091163635254e-02,-5.335493478924036026e-03,1.136301212145579775e+00,1.004545204848581896e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.151637134645378174e-02,3.372007090327991397e-02
-2.383504033787176013e-05,-1.408844836987555027e-04,1.732539199292659760e-02,-1.168857514858245850e-02,-2.310824347659945488e-04,-1.114487871527671814e-01,-6.414107512682676315e-03,1.136301212145579775e+00,1.005681506060727370e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.687149923410112051e-02,4.216534208346955914e-02
-3.590366031858138740e-05,-2.072311472147703171e-04,2.079047076404094696e-02,-1.402628980576992035e-02,-3.425312170293182135e-04,-1.313492208719253540e-01,-7.397012319415807724e-03,1.136301212145579775e+00,1.006817807272872844e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.221702729471678794e-02,5.061669284847573891e-02
-5.046428123023360968e-05,-2.844764385372400284e-04,2.425554953515529633e-02,-1.636400446295738220e-02,-4.738804418593645096e-04,-1.504960507154464722e-01,-8.287245407700538635e-03,1.136301212145579775e+00,1.007954108485018319e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.755294862626023383e-02,5.907411228608078213e-02
-6.753500929335132241e-05,-3.718858642969280481e-04,2.772062830626964569e-02,-1.870171912014484406e-02,-6.243764655664563179e-04,-1.689067780971527100e-01,-9.087757207453250885e-03,1.136301212145579775e+00,1.009090409697163793e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.287925633909491635e-02,6.753758947623128561e-02
-8.712930139154195786e-05,-4.687473119702190161e-04,3.118570707738399506e-02,-2.103943377733230591e-02,-7.932832231745123863e-04,-1.865984648466110229e-01,-9.801413863897323608e-03,1.136301212145579775e+00,1.010226710909309267e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.819594355599721158e-02,7.600711349105217229e-02
-1.092617094400338829e-04,-5.743703804910182953e-04,6.929086521267890930e-03,-1.758347451686859131e-02,-9.798817336559295654e-04,-2.059254050254821777e-01,-9.782106615602970123e-03,1.136301212145579775e+00,1.011363012121454741e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.350300341216529532e-02,8.448267339486084659e-02
-1.280761498492211103e-04,-6.816748064011335373e-04,-1.732753403484821320e-02,-1.412751525640487671e-02,-1.185807166621088982e-03,-2.265335917472839355e-01,-9.997848421335220337e-03,1.136301212145579775e+00,1.012499313333600215e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.880042905522800400e-02,9.296425824418126649e-02
