sxe,sye,delta,ve,psi_e,omega_ref,psi_ref,v_ref,a_ref,x_ref,y_ref
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.968125870916992426e-04,2.590229851193726063e-04,-7.359689334407448769e-04,7.359689019383197639e-01,1.000735968901938389e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.396828631199185149e-03,8.418684025752999622e-03
2.565384136232751189e-07,-7.359879873547470197e-06,3.936251741833984852e-04,5.180459702387452126e-04,-1.471174648031592369e-03,7.359689019383197639e-01,1.001471937803876777e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.078745991172285097e-02,1.684133766919814618e-02
7.584765171486651525e-07,-2.207257239206228405e-05,5.904377903789281845e-04,7.770689553581178188e-04,-2.205617260187864304e-03,7.359689019383197639e-01,1.002207906705815166e+00,1.000000000000000000e+01,0.000000000000000000e+00,1.617189092173448514e-02,2.526795636820340640e-02
1.494680873292963952e-06,-4.413100032252259552e-05,7.872503483667969704e-04,1.036091940477490425e-03,-2.939296420663595200e-03,7.359689019383197639e-01,1.002943875607753554e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.155011874475595141e-02,3.369853555848907611e-02
2.454976765875471756e-06,-7.352807006100192666e-05,9.840629063546657562e-04,1.295114867389202118e-03,-3.672212362289428711e-03,7.359689019383197639e-01,1.003679844509691943e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.692214046766907773e-02,4.213307067363025044e-02
3.628241302067181095e-06,-1.102566748159006238e-04,1.180875464342534542e-03,1.554137794300913811e-03,-4.404365085065364838e-03,7.359689019383197639e-01,1.004415813411630332e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.228795318071722015e-02,5.057155714505929406e-02
5.004310423828428611e-06,-1.543097023386508226e-04,1.377688022330403328e-03,1.813160721212625504e-03,-5.135754123330116272e-03,7.359689019383197639e-01,1.005151782313568720e+00,1.000000000000000000e+01,0.000000000000000000e+00,3.764755397750684657e-02,5.901399040206831842e-02
6.572071470145601779e-06,-2.056800149148330092e-04,1.574500580318272114e-03,2.072183648124337196e-03,-5.866379942744970322e-03,7.359689019383197639e-01,1.005887751215507109e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.300093995500911537e-02,6.746036587181165889e-02
8.320416782225947827e-06,-2.643604821059852839e-04,1.771313138306140900e-03,2.331206575036048889e-03,-6.596242077648639679e-03,7.359689019383197639e-01,1.006623720117445497e+00,1.000000000000000000e+01,0.000000000000000000e+00,4.834810821356143318e-02,7.591067897930836583e-02
1.023919776343973354e-05,-3.303439298179000616e-04,2.045383909717202187e-03,2.608201466500759125e-03,-7.325340993702411652e-03,7.359689019383197639e-01,1.007359689019383886e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.368905585686904736e-02,8.436492514744463322e-02
1.233639159181620926e-05,-4.036233294755220413e-04,2.319454681128263474e-03,2.885196357965469360e-03,-8.053376339375972748e-03,7.359689019383197639e-01,1.008095657921322275e+00,1.000000000000000000e+01,0.000000000000000000e+00,5.902377999200660030e-02,9.282309979697633828e-02
1.459995291952509433e-05,-4.841885529458522797e-04,2.593525452539324760e-03,3.162191249430179596e-03,-8.780349045991897583e-03,7.359689019383197639e-01,1.008831626823260663e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.435227772941969071e-02,1.012851983465314909e-01
1.701975088508334011e-05,-5.720294429920613766e-04,2.867596223950386047e-03,3.439186140894889832e-03,-9.506258182227611542e-03,7.359689019383197639e-01,1.009567595725199052e+00,1.000000000000000000e+01,0.000000000000000000e+00,6.967454618292645563e-02,1.097512162126127178e-01
1.958566281246021390e-05,-6.671358132734894753e-04,3.141666995361447334e-03,3.716181032359600067e-03,-1.023110374808311462e-02,7.359689019383197639e-01,1.010303564627137440e+00,1.000000000000000000e+01,0.000000000000000000e+00,7.499058246971912478e-02,1.182211488095997604e-01
