# px,py,pz,vx,vy,vz,phi,theta,psi
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000999999999999890e+00,1.000999999999999890e+00,9.989999999999999991e-01,9.871794450635787976e-01,1.006926975394657475e+00,-9.946411097516684174e-01,9.899999999999999911e-01,1.003399054050445605e+00,1.000000000000000000e+00
1.001987179445063436e+00,1.002006926975394618e+00,9.980053588902483286e-01,9.743309832851536623e-01,1.013772655761919550e+00,-9.893273289955007987e-01,9.799999999999999822e-01,1.006798108100891209e+00,1.000000000000000000e+00
1.002961510428348690e+00,1.003020699631156587e+00,9.970160315612528468e-01,9.614547631101642011e-01,1.020536756696970304e+00,-9.840574263270350786e-01,9.699999999999999734e-01,1.010197162151336814e+00,1.000000000000000000e+00
1.003922965191458960e+00,1.004041236387853475e+00,9.960319741349258349e-01,9.485509333047580371e-01,1.027219011224530520e+00,-9.788301687088426517e-01,9.599999999999999645e-01,1.013596216201782418e+00,1.000000000000000000e+00
1.004871516124763664e+00,1.005068455399078076e+00,9.950531439662170241e-01,9.356196429540725168e-01,1.033819169805508587e+00,-9.736443217101349301e-01,9.499999999999999556e-01,1.016995270252228023e+00,1.000000000000000000e+00
1.005807135767717631e+00,1.006102274568883681e+00,9.940794996445069254e-01,9.226610414605117549e-01,1.040337000340400886e+00,-9.684986497463475841e-01,9.399999999999999467e-01,1.020394324302673628e+00,1.000000000000000000e+00
1.006729796809178179e+00,1.007142611569224133e+00,9.931110009947605732e-01,9.096752785420209042e-01,1.046772288169443010e+00,-9.633919163186578372e-01,9.299999999999999378e-01,1.023793378353119232e+00,1.000000000000000000e+00
1.007639472087720200e+00,1.008189383857393651e+00,9.921476090784419055e-01,8.966625042303560944e-01,1.053124836069515347e+00,-9.583228842533914049e-01,9.199999999999999289e-01,1.027192432403564837e+00,1.000000000000000000e+00
1.008536134591950573e+00,1.009242508693463103e+00,9.911892861941885569e-01,8.836228688693511524e-01,1.059394464247803258e+00,-9.532903159412756677e-01,9.099999999999999201e-01,1.030591486454010441e+00,1.000000000000000000e+00
1.009419757460819911e+00,1.010301903157710957e+00,9.902359958782472882e-01,8.705565231131805470e-01,1.065581010332216305e+00,-9.482929735764951129e-01,8.999999999999999112e-01,1.033990540504456046e+00,1.000000000000000000e+00
1.010290313983932986e+00,1.011367484168043118e+00,9.892877029046708293e-01,8.574636179246188927e-01,1.071684329358568943e+00,-9.433296193955051923e-01,8.899999999999999023e-01,1.037389594554901651e+00,1.000000000000000000e+00
1.011147777601857589e+00,1.012439168497401676e+00,9.883443732852753572e-01,8.443443045732966779e-01,1.077704293754527809e+00,-9.383990159155611854e-01,8.799999999999998934e-01,1.040788648605347255e+00,1.000000000000000000e+00
1.011992121906430953e+00,1.013516872791156098e+00,9.874059742693598318e-01,8.311987346339526628e-01,1.083640793320329365e+00,-9.334999261729187703e-01,8.699999999999998845e-01,1.044187702655792860e+00,1.000000000000000000e+00
1.012823320641064839e+00,1.014600513584476449e+00,9.864724743431869669e-01,8.180270599846825030e-01,1.089493735206274572e+00,-9.286311139606622245e-01,8.599999999999998757e-01,1.047586756706238464e+00,1.000000000000000000e+00
1.013641347701049522e+00,1.015690007319682620e+00,9.855438432292262796e-01,8.048294328051841529e-01,1.095263043887004129e+00,-9.237913440661178477e-01,8.499999999999998668e-01,1.050985810756684069e+00,1.000000000000000000e+00
1.014446177133854654e+00,1.016785270363569582e+00,9.846200518851601080e-01,7.916060055749997160e-01,1.100948661132564066e+00,-9.189793825078080847e-01,8.399999999999998579e-01,1.054384864807129674e+00,1.000000000000000000e+00
1.015237783139429695e+00,1.017886219024702221e+00,9.837010725026522628e-01,7.783569310717536327e-01,1.106550545976265454e+00,-9.141939967719039384e-01,8.299999999999998490e-01,1.057783918857575278e+00,1.000000000000000000e+00
1.016016140070501450e+00,1.018992769570678414e+00,9.827868785058803125e-01,7.650823623693874254e-01,1.112068674679348002e+00,-9.094339560481329299e-01,8.199999999999998401e-01,1.061182972908020883e+00,1.000000000000000000e+00
1.016781222432870946e+00,1.020104838245357692e+00,9.818774445498321679e-01,7.517824528363914460e-01,1.117503040692454652e+00,-9.046980314650983068e-01,8.099999999999998312e-01,1.064582026958466487e+00,1.000000000000000000e+00
1.017533004885707415e+00,1.021222341286050161e+00,9.809727465183670780e-01,7.384573561340328496e-01,1.122853654613926722e+00,-8.999849963249679785e-01,7.999999999999998224e-01,1.067981081008912092e+00,1.000000000000000000e+00
1.018271462241841396e+00,1.022345194940664115e+00,9.800727615220421463e-01,7.251072262145800140e-01,1.128120544144928017e+00,-8.952936263374895454e-01,7.899999999999998135e-01,1.071380135059357697e+00,1.000000000000000000e+00
1.018996569468056057e+00,1.023473315484809021e+00,9.791774678957047007e-01,7.117322173195240742e-01,1.133303754041409039e+00,-8.906226998532894568e-01,7.799999999999998046e-01,1.074779189109803301e+00,1.000000000000000000e+00
1.019708301685375629e+00,1.024606619238850325e+00,9.782868451958514067e-01,6.983324839777969029e-01,1.138403346062920818e+00,-8.859709980964131093e-01,7.699999999999997957e-01,1.078178243160248906e+00,1.000000000000000000e+00
1.020406634169353399e+00,1.025745022584913180e+00,9.774008741977550097e-01,6.849081810039857610e-01,1.143419398918289698e+00,-8.813373053960642522e-01,7.599999999999997868e-01,1.081577297210694510e+00,1.000000000000000000e+00
1.021091542350357484e+00,1.026888441983831557e+00,9.765195368923589303e-01,6.714594634965443953e-01,1.148352008208164854e+00,-8.767204094175011786e-01,7.499999999999997780e-01,1.084976351261140115e+00,1.000000000000000000e+00
1.021763001813853933e+00,1.028036793992039621e+00,9.756428164829413774e-01,6.579864868360012498e-01,1.153201286364450517e+00,-8.721191013920476243e-01,7.399999999999997691e-01,1.088375405311585720e+00,1.000000000000000000e+00
1.022420988300689837e+00,1.029189995278404046e+00,9.747706973815493114e-01,6.444894066831644563e-01,1.157967362586636462e+00,-8.675321763461767421e-01,7.299999999999997602e-01,1.091774459362031324e+00,1.000000000000000000e+00
1.023065477707373105e+00,1.030347962640990600e+00,9.739031652052031474e-01,6.309683789773231632e-01,1.162650382775038294e+00,-8.629584333296264065e-01,7.199999999999997513e-01,1.095173513412476929e+00,1.000000000000000000e+00
1.023696446086350464e+00,1.031510613023765677e+00,9.730402067718735282e-01,6.174235599344457537e-01,1.167250509460963981e+00,-8.583966756425044364e-01,7.099999999999997424e-01,1.098572567462922533e+00,1.000000000000000000e+00
1.024313869646285013e+00,1.032677863533226548e+00,9.721818100962310583e-01,6.038551060453755115e-01,1.171767921733817941e+00,-8.538457110613425494e-01,6.999999999999997335e-01,1.101971621513368138e+00,1.000000000000000000e+00
1.024917724752330450e+00,1.033849631454960338e+00,9.713279643851696621e-01,5.902631740740220678e-01,1.176202815165161564e+00,-8.493043520640574107e-01,6.899999999999997247e-01,1.105370675563813743e+00,1.000000000000000000e+00
1.025507987926404407e+00,1.035025834270125511e+00,9.704786600331055668e-01,5.766479210555504054e-01,1.180555401729741050e+00,-8.447714160537789230e-01,6.799999999999997158e-01,1.108769729614259347e+00,1.000000000000000000e+00
1.026084635847460014e+00,1.036206389671855188e+00,9.696338886170517979e-01,5.630095042945666428e-01,1.184825909723503656e+00,-8.402457255815042325e-01,6.699999999999997069e-01,1.112168783664704952e+00,1.000000000000000000e+00
1.026647645351754567e+00,1.037391215581578763e+00,9.687936428914702969e-01,5.493480813633005999e-01,1.189014583678614345e+00,-8.357261085675371515e-01,6.599999999999996980e-01,1.115567837715150556e+00,1.000000000000000000e+00
1.027196993433117767e+00,1.038580230165257356e+00,9.679579167829027719e-01,5.356638100997850316e-01,1.193121684275493033e+00,-8.312113985216733614e-01,6.499999999999996891e-01,1.118966891765596161e+00,1.000000000000000000e+00
1.027732657243217496e+00,1.039773351849532901e+00,9.671267053843810579e-01,5.219568486060321977e-01,1.197147488251890213e+00,-8.267004347620908744e-01,6.399999999999996803e-01,1.122365945816041766e+00,1.000000000000000000e+00
1.028254614091823615e+00,1.040970499337784849e+00,9.663000049496189847e-01,5.082273552462074351e-01,1.201092288309015821e+00,-8.221920626329063397e-01,6.299999999999996714e-01,1.125764999866487370e+00,1.000000000000000000e+00
1.028762841447069754e+00,1.042171591626093852e+00,9.654778128869860865e-01,4.944754886447991216e-01,1.204956393014745331e+00,-8.176851337203574488e-01,6.199999999999996625e-01,1.129164053916932975e+00,1.000000000000000000e+00
1.029257316935714650e+00,1.043376548019108618e+00,9.646601277532657059e-01,4.807014076847861972e-01,1.208740126703917506e+00,-8.131785060675724708e-01,6.099999999999996536e-01,1.132563107967378579e+00,1.000000000000000000e+00
1.029738018343399508e+00,1.044585288145812640e+00,9.638469492471981592e-01,4.669052715058025216e-01,1.212443829375746240e+00,-8.086710443878882826e-01,5.999999999999996447e-01,1.135962162017824184e+00,1.000000000000000000e+00
1.030204923614905343e+00,1.045797731975188327e+00,9.630382782028102939e-01,4.530872395022981780e-01,1.216067856588367357e+00,-8.041616202766772581e-01,5.899999999999996358e-01,1.139361216068269789e+00,1.000000000000000000e+00
1.030658010854407669e+00,1.047013799831776781e+00,9.622341165825336606e-01,4.392474713216978355e-01,1.219612579350538573e+00,-7.996491124216458246e-01,5.799999999999996270e-01,1.142760270118715393e+00,1.000000000000000000e+00
1.031097258325729404e+00,1.048233412411127219e+00,9.614344674701119642e-01,4.253861268625563907e-01,1.223078384010517050e+00,-7.951324068115657173e-01,5.699999999999996181e-01,1.146159324169160998e+00,1.000000000000000000e+00
1.031522644452592008e+00,1.049456490795137809e+00,9.606393350633003481e-01,4.115033662727115016e-01,1.226465672142134089e+00,-7.906103969434007395e-01,5.599999999999996092e-01,1.149558378219606602e+00,1.000000000000000000e+00
1.031934147818864611e+00,1.050682956467279938e+00,9.598487246663569561e-01,3.975993499474333448e-01,1.229774860428090477e+00,-7.860819840277909476e-01,5.499999999999996003e-01,1.152957432270052207e+00,1.000000000000000000e+00
1.032331747168812042e+00,1.051912731327708128e+00,9.590626426823292139e-01,3.836742385275713763e-01,1.233006380540495606e+00,-7.815460771928575134e-01,5.399999999999995914e-01,1.156356486320497812e+00,1.000000000000000000e+00
1.032715421407339518e+00,1.053145737708248708e+00,9.582810966051363843e-01,3.697281928976985377e-01,1.236160679018672992e+00,-7.770015936862912920e-01,5.299999999999995826e-01,1.159755540370943416e+00,1.000000000000000000e+00
1.033085149600237118e+00,1.054381898387267480e+00,9.575040950114500626e-01,3.557613741842522992e-01,1.239238217144256193e+00,-7.724474590756885695e-01,5.199999999999995737e-01,1.163154594421389021e+00,1.000000000000000000e+00
1.033440910974421367e+00,1.055621136604411703e+00,9.567316475523743868e-01,3.417739437536732039e-01,1.242239470813600200e+00,-7.678826074470972429e-01,5.099999999999995648e-01,1.166553648471834626e+00,1.000000000000000000e+00
1.033782684918175043e+00,1.056863376075225291e+00,9.559637649449272967e-01,3.277660632105403593e-01,1.245164930407532511e+00,-7.633059816017387922e-01,4.999999999999995559e-01,1.169952702522280230e+00,1.000000000000000000e+00
1.034110450981385654e+00,1.058108541005632786e+00,9.552004589633255049e-01,3.137378943957044863e-01,1.248015100658469434e+00,-7.587165332508688520e-01,4.899999999999995470e-01,1.173351756572725835e+00,1.000000000000000000e+00
1.034424188875781248e+00,1.059356556106291203e+00,9.544417424300746244e-01,2.996895993844179706e-01,1.250790500514922909e+00,-7.541132232087425225e-01,4.799999999999995381e-01,1.176750810623171439e+00,1.000000000000000000e+00
1.034723878475165559e+00,1.060607346606806223e+00,9.536876292068658945e-01,2.856213404844624160e-01,1.253491663003425849e+00,-7.494950215836492236e-01,4.699999999999995293e-01,1.180149864673617044e+00,1.000000000000000000e+00
1.035009499815650047e+00,1.061860838269809593e+00,9.529381341852822818e-01,2.715332802342733665e-01,1.256119135087899741e+00,-7.448609079669816779e-01,4.599999999999995204e-01,1.183548918724062649e+00,1.000000000000000000e+00
1.035281033095884373e+00,1.063116957404897533e+00,9.521932732773152885e-01,2.574255814010623089e-01,1.258673477526495388e+00,-7.402098716203064921e-01,4.499999999999995115e-01,1.186947972774508253e+00,1.000000000000000000e+00
1.035538458677285334e+00,1.064375630882423929e+00,9.514530634056950209e-01,2.432984069789363435e-01,1.261155264725931202e+00,-7.355409116604014752e-01,4.399999999999995026e-01,1.190347026824953858e+00,1.000000000000000000e+00
1.035781757084264232e+00,1.065636786147149850e+00,9.507175224940346281e-01,2.291519201870148015e-01,1.263565084593358590e+00,-7.308530372422263888e-01,4.299999999999994937e-01,1.193746080875399462e+00,1.000000000000000000e+00
1.036010909004451142e+00,1.066900351231743205e+00,9.499866694567924430e-01,2.149862844675436424e-01,1.265903538385783733e+00,-7.261452677397943756e-01,4.199999999999994849e-01,1.197145134925845067e+00,1.000000000000000000e+00
1.036225895288918730e+00,1.068166254770128942e+00,9.492605241890526013e-01,2.008016634840070203e-01,1.268171240557073531e+00,-7.214166329249119824e-01,4.099999999999994760e-01,1.200544188976290672e+00,1.000000000000000000e+00
1.036426696952402748e+00,1.069434426010686057e+00,9.485391075561276919e-01,1.865982211192364626e-01,1.270368818602575001e+00,-7.166661731437541372e-01,3.999999999999994671e-01,1.203943243026736276e+00,1.000000000000000000e+00
1.036613295173522076e+00,1.070704794829288709e+00,9.478224413829838824e-01,1.723761214735173852e-01,1.272496912901379451e+00,-7.118929394912439923e-01,3.899999999999994582e-01,1.207342297077181881e+00,1.000000000000000000e+00
1.036785671294995659e+00,1.071977291742190141e+00,9.471105484434926280e-01,1.581355288626931921e-01,1.274556176556260079e+00,-7.070959939832047736e-01,3.799999999999994493e-01,1.210741351127627485e+00,1.000000000000000000e+00
1.036943806823858338e+00,1.073251847918746504e+00,9.464034524495094081e-01,1.438766078162667661e-01,1.276547275231314504e+00,-7.022744097262536567e-01,3.699999999999994404e-01,1.214140405178073090e+00,1.000000000000000000e+00
1.037087683431674678e+00,1.074528395193977914e+00,9.457011780397831524e-01,1.295995230754996841e-01,1.278470886987343569e+00,-6.974272710854065860e-01,3.599999999999994316e-01,1.217539459228518695e+00,1.000000000000000000e+00
1.037217282954750130e+00,1.075806866080965207e+00,9.450037507686976923e-01,1.153044395915087533e-01,1.280327702114997690e+00,-6.925536738493640598e-01,3.499999999999994227e-01,1.220938513278964299e+00,1.000000000000000000e+00
1.037332587394341532e+00,1.077087193783080155e+00,9.443111970948483425e-01,1.009915225233603275e-01,1.282118422965722093e+00,-6.876527253934483497e-01,3.399999999999994138e-01,1.224337567329409904e+00,1.000000000000000000e+00
1.037433578916864940e+00,1.078369312206045816e+00,9.436235443694549474e-01,8.666093723616208333e-02,1.283843763780533775e+00,-6.827235448401621776e-01,3.299999999999994049e-01,1.227736621379855508e+00,1.000000000000000000e+00
1.037520239854101023e+00,1.079653155969826361e+00,9.429408208246148337e-01,7.231284929915247905e-02,1.285504450516663733e+00,-6.777652632173408742e-01,3.199999999999993960e-01,1.231135675430301113e+00,1.000000000000000000e+00
1.037592552703400228e+00,1.080938660420343034e+00,9.422630555613974446e-01,5.794742448378784050e-02,1.287101220672095536e+00,-6.727770236138692628e-01,3.099999999999993872e-01,1.234534729480746718e+00,1.000000000000000000e+00
1.037650500127883957e+00,1.082225761641015138e+00,9.415902785377835427e-01,4.356482876182712211e-02,1.288634823108035787e+00,-6.677579813329352909e-01,2.999999999999993783e-01,1.237933783531192322e+00,1.000000000000000000e+00
1.037694064956645734e+00,1.083514396464123175e+00,9.409225205564506478e-01,2.916522830341431588e-02,1.290106017869348864e+00,-6.627073040427926554e-01,2.899999999999993694e-01,1.241332837581637927e+00,1.000000000000000000e+00
1.037723230184949053e+00,1.084804502481992561e+00,9.402598132524078167e-01,1.474878947515862251e-02,1.291515576002990828e+00,-6.576241719250061069e-01,2.799999999999993605e-01,1.244731891632083531e+00,1.000000000000000000e+00
1.037737978974424102e+00,1.086096018057995494e+00,9.396021890804827637e-01,3.156788382123101172e-04,1.292864279374476899e+00,-6.525077778201523460e-01,2.699999999999993516e-01,1.248130945682529136e+00,1.000000000000000000e+00
1.037738294653262283e+00,1.087388882337370077e+00,9.389496813026626532e-01,-1.413393685365365963e-02,1.294152920482417812e+00,-6.473573273709501974e-01,2.599999999999993427e-01,1.251529999732974741e+00,1.000000000000000000e+00
1.037724160716408717e+00,1.088683035257852483e+00,9.383023239752916744e-01,-2.859989065597622060e-02,1.295382302271159247e+00,-6.421720391627951940e-01,2.499999999999993339e-01,1.254929053783420345e+00,1.000000000000000000e+00
1.037695560825752761e+00,1.089978417560123702e+00,9.376601519361288384e-01,-4.308201543552901691e-02,1.296553237941560965e+00,-6.369511448616728133e-01,2.399999999999993250e-01,1.258328107833865950e+00,1.000000000000000000e+00
