$x$,$y$,L,Parameters,R,Simulation,V,h,t
-3.748955488204956,3.858506202697754,0.14,"R = 0.0325, L = 0.14",0.0325,0,29.04926109313965,-0.47279852628707886,0.15
-3.7351341247558594,3.844050407409668,0.14,"R = 0.0325, L = 0.14",0.0325,0,28.8336124420166,-0.4763372838497162,0.16
-3.7213127613067627,3.829594612121582,0.14,"R = 0.0325, L = 0.14",0.0325,0,28.61876678466797,-0.4799424409866333,0.17
-3.707491397857666,3.815138816833496,0.14,"R = 0.0325, L = 0.14",0.0325,0,28.40472984313965,-0.48364466428756714,0.18
-3.6936700344085693,3.80068302154541,0.14,"R = 0.0325, L = 0.14",0.0325,0,28.19149398803711,-0.48734694719314575,0.19
-3.6798486709594727,3.786227226257324,0.14,"R = 0.0325, L = 0.14",0.0325,0,27.97906494140625,-0.4910491704940796,0.2
-3.666027307510376,3.7717714309692383,0.14,"R = 0.0325, L = 0.14",0.0325,0,27.76743507385254,-0.4947514533996582,0.21
-3.6522059440612793,3.7573156356811523,0.14,"R = 0.0325, L = 0.14",0.0325,0,27.556608200073242,-0.49845385551452637,0.22
-3.6383845806121826,3.7428598403930664,0.14,"R = 0.0325, L = 0.14",0.0325,0,27.346588134765625,-0.502156138420105,0.23
-3.624563217163086,3.7284040451049805,0.14,"R = 0.0325, L = 0.14",0.0325,0,27.137374877929688,-0.5058584809303284,0.24
-3.6107418537139893,3.7139482498168945,0.14,"R = 0.0325, L = 0.14",0.0325,0,26.92896270751953,-0.5095608234405518,0.25
-3.5969204902648926,3.6994924545288086,0.14,"R = 0.0325, L = 0.14",0.0325,0,26.721357345581055,-0.5132628679275513,0.26
-3.583099126815796,3.6850366592407227,0.14,"R = 0.0325, L = 0.14",0.0325,0,26.51455307006836,-0.5169652700424194,0.27
-3.569277763366699,3.6705808639526367,0.14,"R = 0.0325, L = 0.14",0.0325,0,26.30854606628418,-0.5206676721572876,0.28
-3.5554563999176025,3.656125068664551,0.14,"R = 0.0325, L = 0.14",0.0325,0,26.10334014892578,-0.5243698954582214,0.29
-3.541635036468506,3.641669273376465,0.14,"R = 0.0325, L = 0.14",0.0325,0,25.89893913269043,-0.5280723571777344,0.3
-3.527813673019409,3.627213478088379,0.14,"R = 0.0325, L = 0.14",0.0325,0,25.695344924926758,-0.5317744612693787,0.31
-3.5139923095703125,3.612757682800293,0.14,"R = 0.0325, L = 0.14",0.0325,0,25.492551803588867,-0.5354768633842468,0.32
-3.500170946121216,3.598301887512207,0.14,"R = 0.0325, L = 0.14",0.0325,0,25.290565490722656,-0.5391791462898254,0.33
-3.486349582672119,3.583846092224121,0.14,"R = 0.0325, L = 0.14",0.0325,0,25.089384078979492,-0.5428814888000488,0.34
-3.4725282192230225,3.569390296936035,0.14,"R = 0.0325, L = 0.14",0.0325,0,24.88900375366211,-0.5465836524963379,0.35000000000000003
-3.458706855773926,3.554934501647949,0.14,"R = 0.0325, L = 0.14",0.0325,0,24.689430236816406,-0.550286054611206,0.36
-3.444885492324829,3.5404787063598633,0.14,"R = 0.0325, L = 0.14",0.0325,0,24.490657806396484,-0.5539883971214294,0.37
-3.4310641288757324,3.5260229110717773,0.14,"R = 0.0325, L = 0.14",0.0325,0,24.292692184448242,-0.5576906204223633,0.38
-3.4172427654266357,3.5115671157836914,0.14,"R = 0.0325, L = 0.14",0.0325,0,24.09552574157715,-0.5613930225372314,0.39
-3.403421401977539,3.4971113204956055,0.14,"R = 0.0325, L = 0.14",0.0325,0,23.899169921875,-0.5650952458381653,0.4
-3.3896000385284424,3.4826555252075195,0.14,"R = 0.0325, L = 0.14",0.0325,0,23.7036190032959,-0.5687974691390991,0.41000000000000003
-3.3757786750793457,3.4681997299194336,0.14,"R = 0.0325, L = 0.14",0.0325,0,23.508865356445312,-0.5724999308586121,0.42
-3.361957311630249,3.4537439346313477,0.14,"R = 0.0325, L = 0.14",0.0325,0,23.314924240112305,-0.5762022733688354,0.43
-3.3481359481811523,3.4392881393432617,0.14,"R = 0.0325, L = 0.14",0.0325,0,23.121780395507812,-0.5799044370651245,0.44
-3.3343145847320557,3.424832344055176,0.14,"R = 0.0325, L = 0.14",0.0325,0,22.929445266723633,-0.5836067199707031,0.45
-3.320493221282959,3.41037654876709,0.14,"R = 0.0325, L = 0.14",0.0325,0,22.7379150390625,-0.5872725248336792,0.46
-3.3066718578338623,3.395920753479004,0.14,"R = 0.0325, L = 0.14",0.0325,0,22.54718780517578,-0.5909131765365601,0.47000000000000003
-3.2928504943847656,3.381464958190918,0.14,"R = 0.0325, L = 0.14",0.0325,0,22.35725975036621,-0.5945537090301514,0.48
-3.279029130935669,3.367009162902832,0.14,"R = 0.0325, L = 0.14",0.0325,0,22.168140411376953,-0.5981941819190979,0.49
-3.2652077674865723,3.352553367614746,0.14,"R = 0.0325, L = 0.14",0.0325,0,21.979822158813477,-0.6018348932266235,0.5
-3.2513864040374756,3.33809757232666,0.14,"R = 0.0325, L = 0.14",0.0325,0,21.79231071472168,-0.6054752469062805,0.51
-3.237565040588379,3.323641777038574,0.14,"R = 0.0325, L = 0.14",0.0325,0,21.605606079101562,-0.6091156601905823,0.52
-3.2237436771392822,3.3091859817504883,0.14,"R = 0.0325, L = 0.14",0.0325,0,21.419702529907227,-0.612709641456604,0.53
-3.2099223136901855,3.2947301864624023,0.14,"R = 0.0325, L = 0.14",0.0325,0,21.234607696533203,-0.6153970956802368,0.54
-3.196100950241089,3.2802743911743164,0.14,"R = 0.0325, L = 0.14",0.0325,0,21.05031394958496,-0.6180843710899353,0.55
-3.182279586791992,3.2658185958862305,0.14,"R = 0.0325, L = 0.14",0.0325,0,20.866819381713867,-0.6207718849182129,0.56
-3.1684582233428955,3.2513628005981445,0.14,"R = 0.0325, L = 0.14",0.0325,0,20.68413543701172,-0.6234591007232666,0.5700000000000001
-3.154636859893799,3.2369070053100586,0.14,"R = 0.0325, L = 0.14",0.0325,0,20.502254486083984,-0.6258628964424133,0.58
-3.140815496444702,3.2224512100219727,0.14,"R = 0.0325, L = 0.14",0.0325,0,20.321176528930664,-0.6281949877738953,0.59
-3.1269941329956055,3.2079954147338867,0.14,"R = 0.0325, L = 0.14",0.0325,0,20.140905380249023,-0.6305270791053772,0.6
-3.113172769546509,3.193539619445801,0.14,"R = 0.0325, L = 0.14",0.0325,0,19.961435317993164,-0.6328593492507935,0.61
-3.099351406097412,3.179083824157715,0.14,"R = 0.0325, L = 0.14",0.0325,0,19.782772064208984,-0.6351913213729858,0.62
-3.0855300426483154,3.164628028869629,0.14,"R = 0.0325, L = 0.14",0.0325,0,19.60491180419922,-0.6375235319137573,0.63
-3.0717086791992188,3.150172233581543,0.14,"R = 0.0325, L = 0.14",0.0325,0,19.4278507232666,-0.639855682849884,0.64
-3.057887315750122,3.135716438293457,0.14,"R = 0.0325, L = 0.14",0.0325,0,19.25160026550293,-0.642187774181366,0.65
-3.0440659523010254,3.121260643005371,0.14,"R = 0.0325, L = 0.14",0.0325,0,19.076156616210938,-0.6445198655128479,0.66
-3.0302445888519287,3.106804847717285,0.14,"R = 0.0325, L = 0.14",0.0325,0,18.9014835357666,-0.6468520760536194,0.67
-3.016423225402832,3.092349052429199,0.14,"R = 0.0325, L = 0.14",0.0325,0,18.727624893188477,-0.6491841673851013,0.68
-3.0026018619537354,3.0778932571411133,0.14,"R = 0.0325, L = 0.14",0.0325,0,18.554563522338867,-0.651516318321228,0.6900000000000001
-2.9887804985046387,3.0634374618530273,0.14,"R = 0.0325, L = 0.14",0.0325,0,18.382307052612305,-0.6538484692573547,0.7000000000000001
-2.974959135055542,3.0489816665649414,0.14,"R = 0.0325, L = 0.14",0.0325,0,18.210857391357422,-0.6561805605888367,0.71
-2.9611377716064453,3.0345258712768555,0.14,"R = 0.0325, L = 0.14",0.0325,0,18.040210723876953,-0.6585127115249634,0.72
-2.9473164081573486,3.0200700759887695,0.14,"R = 0.0325, L = 0.14",0.0325,0,17.8703670501709,-0.6608448624610901,0.73
-2.933495044708252,3.0056142807006836,0.14,"R = 0.0325, L = 0.14",0.0325,0,17.701326370239258,-0.663176953792572,0.74
-2.9196736812591553,2.9911584854125977,0.14,"R = 0.0325, L = 0.14",0.0325,0,17.533092498779297,-0.665509045124054,0.75
-2.9058523178100586,2.9767026901245117,0.14,"R = 0.0325, L = 0.14",0.0325,0,17.365665435791016,-0.6677053570747375,0.76
-2.892030954360962,2.962246894836426,0.14,"R = 0.0325, L = 0.14",0.0325,0,17.199039459228516,-0.6698487997055054,0.77
-2.8782095909118652,2.94779109954834,0.14,"R = 0.0325, L = 0.14",0.0325,0,17.03321647644043,-0.6719922423362732,0.78
-2.8643882274627686,2.933335304260254,0.14,"R = 0.0325, L = 0.14",0.0325,0,16.868200302124023,-0.674135684967041,0.79
-2.850566864013672,2.918879508972168,0.14,"R = 0.0325, L = 0.14",0.0325,0,16.70398712158203,-0.6762791275978088,0.8
-2.836745500564575,2.904423713684082,0.14,"R = 0.0325, L = 0.14",0.0325,0,16.54058074951172,-0.6784226894378662,0.81
-2.8229241371154785,2.889967918395996,0.14,"R = 0.0325, L = 0.14",0.0325,0,16.377979278564453,-0.680566132068634,0.8200000000000001
-2.809102773666382,2.87551212310791,0.14,"R = 0.0325, L = 0.14",0.0325,0,16.21617889404297,-0.6827648282051086,0.8300000000000001
-2.795281410217285,2.861056327819824,0.14,"R = 0.0325, L = 0.14",0.0325,0,16.0551815032959,-0.6849657893180847,0.84
-2.7814600467681885,2.8466005325317383,0.14,"R = 0.0325, L = 0.14",0.0325,0,15.894990921020508,-0.6871666312217712,0.85
-2.767638683319092,2.8321447372436523,0.14,"R = 0.0325, L = 0.14",0.0325,0,15.735604286193848,-0.6893674731254578,0.86
-2.753817319869995,2.8176889419555664,0.14,"R = 0.0325, L = 0.14",0.0325,0,15.577022552490234,-0.6915684342384338,0.87
-2.7399959564208984,2.8032331466674805,0.14,"R = 0.0325, L = 0.14",0.0325,0,15.419243812561035,-0.6937692761421204,0.88
-2.7261745929718018,2.7887773513793945,0.14,"R = 0.0325, L = 0.14",0.0325,0,15.262269973754883,-0.6959702968597412,0.89
-2.712353229522705,2.7743215560913086,0.14,"R = 0.0325, L = 0.14",0.0325,0,15.106101036071777,-0.6981710195541382,0.9
-2.6985318660736084,2.7598657608032227,0.14,"R = 0.0325, L = 0.14",0.0325,0,14.95073413848877,-0.700372040271759,0.91
-2.6847105026245117,2.7454099655151367,0.14,"R = 0.0325, L = 0.14",0.0325,0,14.796173095703125,-0.7025729417800903,0.92
-2.670889139175415,2.730954170227051,0.14,"R = 0.0325, L = 0.14",0.0325,0,14.642417907714844,-0.7047739028930664,0.93
-2.6570677757263184,2.716498374938965,0.14,"R = 0.0325, L = 0.14",0.0325,0,14.489465713500977,-0.7069748044013977,0.9400000000000001
-2.6432464122772217,2.702042579650879,0.14,"R = 0.0325, L = 0.14",0.0325,0,14.337316513061523,-0.7091755270957947,0.9500000000000001
-2.629425048828125,2.687586784362793,0.14,"R = 0.0325, L = 0.14",0.0325,0,14.185973167419434,-0.7113208770751953,0.96
-2.6156036853790283,2.673130989074707,0.14,"R = 0.0325, L = 0.14",0.0325,0,14.035433769226074,-0.7131119966506958,0.97
-2.6017823219299316,2.658675193786621,0.14,"R = 0.0325, L = 0.14",0.0325,0,13.885698318481445,-0.714902937412262,0.98
-2.587960958480835,2.644219398498535,0.14,"R = 0.0325, L = 0.14",0.0325,0,13.736766815185547,-0.7166940569877625,0.99
-2.5741395950317383,2.629763603210449,0.14,"R = 0.0325, L = 0.14",0.0325,0,13.588640213012695,-0.7184851169586182,1.0
-2.5603182315826416,2.6153078079223633,0.14,"R = 0.0325, L = 0.14",0.0325,0,13.441319465637207,-0.7202760577201843,1.01
-2.546496868133545,2.6008520126342773,0.14,"R = 0.0325, L = 0.14",0.0325,0,13.294798851013184,-0.722075343132019,1.02
-2.5326755046844482,2.5863962173461914,0.14,"R = 0.0325, L = 0.14",0.0325,0,13.149085998535156,-0.7238903641700745,1.03
-2.5188541412353516,2.5719404220581055,0.14,"R = 0.0325, L = 0.14",0.0325,0,13.004176139831543,-0.7257053852081299,1.04
-2.505032777786255,2.5574846267700195,0.14,"R = 0.0325, L = 0.14",0.0325,0,12.86007022857666,-0.7275205850601196,1.05
-2.491211414337158,2.5430288314819336,0.14,"R = 0.0325, L = 0.14",0.0325,0,12.71677017211914,-0.7293356657028198,1.06
-2.4773900508880615,2.5285730361938477,0.14,"R = 0.0325, L = 0.14",0.0325,0,12.574281692504883,-0.7311505079269409,1.07
-2.463568687438965,2.5141172409057617,0.14,"R = 0.0325, L = 0.14",0.0325,0,12.432595252990723,-0.7329656481742859,1.08
-2.449747323989868,2.499661445617676,0.14,"R = 0.0325, L = 0.14",0.0325,0,12.291714668273926,-0.7349086403846741,1.09
-2.4359259605407715,2.48520565032959,0.14,"R = 0.0325, L = 0.14",0.0325,0,12.151636123657227,-0.7368330359458923,1.1
-2.422104597091675,2.470749855041504,0.14,"R = 0.0325, L = 0.14",0.0325,0,12.012364387512207,-0.7388996481895447,1.11
-2.408283233642578,2.456294059753418,0.14,"R = 0.0325, L = 0.14",0.0325,0,11.873895645141602,-0.7409699559211731,1.12
-2.3944618701934814,2.441838264465332,0.14,"R = 0.0325, L = 0.14",0.0325,0,11.736233711242676,-0.743040144443512,1.1300000000000001
-2.3806405067443848,2.427382469177246,0.14,"R = 0.0325, L = 0.14",0.0325,0,11.599374771118164,-0.7451104521751404,1.1400000000000001
-2.366819143295288,2.41292667388916,0.14,"R = 0.0325, L = 0.14",0.0325,0,11.46331787109375,-0.7470690608024597,1.1500000000000001
-2.3529977798461914,2.398470878601074,0.14,"R = 0.0325, L = 0.14",0.0325,0,11.3280668258667,-0.7488664984703064,1.16
-2.3391764163970947,2.3840150833129883,0.14,"R = 0.0325, L = 0.14",0.0325,0,11.193620681762695,-0.7506639361381531,1.17
-2.325355052947998,2.3695592880249023,0.14,"R = 0.0325, L = 0.14",0.0325,0,11.059978485107422,-0.7524614930152893,1.18
-2.3115336894989014,2.3551034927368164,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.927141189575195,-0.7542591094970703,1.19
-2.2977123260498047,2.3406476974487305,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.795068740844727,-0.7560566067695618,1.2
-2.283890962600708,2.3261919021606445,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.663773536682129,-0.7578597664833069,1.21
-2.2700695991516113,2.3117361068725586,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.533287048339844,-0.7596741318702698,1.22
-2.2562482357025146,2.2972803115844727,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.403605461120605,-0.7615540027618408,1.23
-2.242426872253418,2.2828245162963867,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.274730682373047,-0.7633673548698425,1.24
-2.2286055088043213,2.268368721008301,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.146658897399902,-0.7651499509811401,1.25
-2.2147841453552246,2.253912925720215,0.14,"R = 0.0325, L = 0.14",0.0325,0,10.019393920898438,-0.7674914002418518,1.26
-2.200962781906128,2.239457130432129,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.892938613891602,-0.7699776291847229,1.27
-2.1871414184570312,2.225001335144043,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.767285346984863,-0.7724639773368835,1.28
-2.1733200550079346,2.210545539855957,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.642438888549805,-0.7749503254890442,1.29
-2.159498691558838,2.196089744567871,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.518396377563477,-0.7774043679237366,1.3
-2.145677328109741,2.181633949279785,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.395164489746094,-0.7797329425811768,1.31
-2.1318559646606445,2.167178153991699,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.27274227142334,-0.7820616364479065,1.32
-2.118034601211548,2.1527223587036133,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.151128768920898,-0.7843902707099915,1.33
-2.104213237762451,2.1382665634155273,0.14,"R = 0.0325, L = 0.14",0.0325,0,9.030317306518555,-0.7867189049720764,1.34
-2.0903918743133545,2.1238107681274414,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.910314559936523,-0.7889037728309631,1.35
-2.076570510864258,2.1093549728393555,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.791117668151855,-0.7908790707588196,1.36
-2.062749147415161,2.0948991775512695,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.67272663116455,-0.792854368686676,1.37
-2.0489277839660645,2.0804433822631836,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.555139541625977,-0.7948296666145325,1.3800000000000001
-2.0351064205169678,2.0659875869750977,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.438305854797363,-0.7967663407325745,1.3900000000000001
-2.021285057067871,2.0515317916870117,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.322261810302734,-0.7984389662742615,1.4000000000000001
-2.0074636936187744,2.037075996398926,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.207027435302734,-0.8001114726066589,1.41
-1.9936424493789673,2.02262020111084,0.14,"R = 0.0325, L = 0.14",0.0325,0,8.092599868774414,-0.801787257194519,1.42
-1.9798212051391602,2.008164405822754,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.97898006439209,-0.8034642934799194,1.43
-1.965999960899353,1.9937084913253784,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.866169452667236,-0.805110514163971,1.44
-1.952178716659546,1.979252576828003,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.754166126251221,-0.8066518902778625,1.45
-1.9383574724197388,1.9647966623306274,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.642971038818359,-0.8081932663917542,1.46
-1.9245362281799316,1.950340747833252,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.532583713531494,-0.8097203969955444,1.47
-1.9107149839401245,1.9358848333358765,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.4230055809021,-0.8112326264381409,1.48
-1.8968937397003174,1.921428918838501,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.314233779907227,-0.8127447366714478,1.49
-1.8830724954605103,1.9069730043411255,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.206272602081299,-0.8141317367553711,1.5
-1.8692512512207031,1.89251708984375,0.14,"R = 0.0325, L = 0.14",0.0325,0,7.09911584854126,-0.8152464032173157,1.51
-1.855430006980896,1.8780611753463745,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.992770195007324,-0.816361129283905,1.52
-1.8416087627410889,1.863605260848999,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.887232303619385,-0.8174758553504944,1.53
-1.8277875185012817,1.8491493463516235,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.782500743865967,-0.8183034062385559,1.54
-1.8139662742614746,1.834693431854248,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.678578853607178,-0.8178989887237549,1.55
-1.8001450300216675,1.8202375173568726,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.57546329498291,-0.8174947500228882,1.56
-1.7863237857818604,1.805781602859497,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.4731574058532715,-0.8170903325080872,1.57
-1.7725025415420532,1.7913256883621216,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.3716583251953125,-0.8166859149932861,1.58
-1.758681297302246,1.776869773864746,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.270968914031982,-0.8164265751838684,1.59
-1.744860053062439,1.7624138593673706,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.171085834503174,-0.8159154653549194,1.6
-1.7310388088226318,1.7479579448699951,0.14,"R = 0.0325, L = 0.14",0.0325,0,6.072011947631836,-0.8152593374252319,1.61
-1.7172175645828247,1.7335020303726196,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.973746299743652,-0.8146499991416931,1.62
-1.7033963203430176,1.7190461158752441,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.876287460327148,-0.8132777810096741,1.6300000000000001
-1.6895750761032104,1.7045902013778687,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.779637336730957,-0.8118805885314941,1.6400000000000001
-1.6757538318634033,1.6901342868804932,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.683795928955078,-0.8100410103797913,1.6500000000000001
-1.6619325876235962,1.6756783723831177,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.588762283325195,-0.8081405758857727,1.6600000000000001
-1.648111343383789,1.6612224578857422,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.494524955749512,-0.8062403202056885,1.67
-1.634290099143982,1.6467665433883667,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.4010539054870605,-0.8043399453163147,1.68
-1.6204688549041748,1.6323106288909912,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.3083319664001465,-0.8022052645683289,1.69
-1.6066476106643677,1.6178547143936157,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.216419696807861,-0.7993462681770325,1.7
-1.5928263664245605,1.6033987998962402,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.125315189361572,-0.7962586283683777,1.71
-1.5790051221847534,1.5889428853988647,0.14,"R = 0.0325, L = 0.14",0.0325,0,5.035017967224121,-0.7930539846420288,1.72
-1.5651838779449463,1.5744869709014893,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.945529937744141,-0.7897950410842896,1.73
-1.5513626337051392,1.5600310564041138,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.8568501472473145,-0.7865361571311951,1.74
-1.537541389465332,1.5455751419067383,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.768977165222168,-0.7832772135734558,1.75
-1.523720145225525,1.5311192274093628,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.68191385269165,-0.7796465158462524,1.76
-1.5098989009857178,1.5166633129119873,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.595658779144287,-0.7750622630119324,1.77
-1.4960776567459106,1.5022073984146118,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.5101752281188965,-0.7706207036972046,1.78
-1.4822564125061035,1.4877514839172363,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.425497531890869,-0.7638760805130005,1.79
-1.4684351682662964,1.4732955694198608,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.3416290283203125,-0.7565953135490417,1.8
-1.4546139240264893,1.4588396549224854,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.258927345275879,-0.750468909740448,1.81
-1.4411869049072266,1.4440168142318726,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.177496910095215,-0.7437135577201843,1.82
-1.4281638860702515,1.4288378953933716,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.097409725189209,-0.7361505627632141,1.83
-1.4155542850494385,1.413313865661621,0.14,"R = 0.0325, L = 0.14",0.0325,0,4.018741607666016,-0.7265418767929077,1.84
-1.4033671617507935,1.3974559307098389,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.9415619373321533,-0.7167838215827942,1.85
-1.3916114568710327,1.3812755346298218,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.8659398555755615,-0.7064959406852722,1.86
-1.3802956342697144,1.364784598350525,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.7919435501098633,-0.6962917447090149,1.87
-1.3694279193878174,1.3479949235916138,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.719601631164551,-0.6865530014038086,1.8800000000000001
-1.3590162992477417,1.3309186697006226,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.64898681640625,-0.6773589253425598,1.8900000000000001
-1.3490681648254395,1.313568353652954,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.5801384449005127,-0.6696102023124695,1.9000000000000001
-1.3395907878875732,1.2959564924240112,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.508941888809204,-0.6625878810882568,1.9100000000000001
-1.330113410949707,1.2783446311950684,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.438573122024536,-0.6548436880111694,1.92
-1.3206360340118408,1.2607327699661255,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.3690552711486816,-0.6448968648910522,1.93
-1.3111586570739746,1.2431209087371826,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.3003692626953125,-0.634250283241272,1.94
-1.3016812801361084,1.2255090475082397,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.2325127124786377,-0.6234020590782166,1.95
-1.2922039031982422,1.2078971862792969,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.1654865741729736,-0.6127568483352661,1.96
-1.282726526260376,1.190285325050354,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.0992913246154785,-0.6024113893508911,1.97
-1.2732491493225098,1.1726734638214111,0.14,"R = 0.0325, L = 0.14",0.0325,0,3.0339279174804688,-0.5921069383621216,1.98
-1.2637717723846436,1.1550616025924683,0.14,"R = 0.0325, L = 0.14",0.0325,0,2.9693970680236816,-0.5817375183105469,1.99
-1.2542943954467773,1.1374497413635254,0.14,"R = 0.0325, L = 0.14",0.0325,0,2.9056999683380127,-0.5706468224525452,2.0
-1.2448170185089111,1.1198378801345825,0.14,"R = 0.0325, L = 0.14",0.0325,0,2.842832088470459,-0.5594519972801208,2.0100000000000002
-1.235339641571045,1.1022260189056396,0.14,"R = 0.0325, L = 0.14",0.0325,0,2.7807998657226562,-0.5485802292823792,2.02
-1.2258622646331787,1.0846141576766968,0.14,"R = 0.0325, L = 0.14",0.0325,0,2.7196035385131836,-0.538131594657898,2.0300000000000002
-1.2163848876953125,1.067002296447754,0.14,"R = 0.0325, L = 0.14",0.0325,0,2.659245252609253,-0.5276632905006409,2.04
