$x$,$y$,$\theta$,$v$,$\omega$,V,h
0.0,0.0,0.02808487307621273,2.0,8.078381538391113,18.250383377075195,-0.13428379595279694
0.0,0.0,0.028024078064886288,2.0,8.078381538391113,18.250404357910156,-0.13428379595279694
0.0,0.0,0.028014778982710934,2.0,8.078381538391113,18.250408172607422,-0.13429366052150726
0.0,0.0,0.028033136889338107,2.0,8.078381538391113,18.25040054321289,-0.13429366052150726
0.00035420432686805725,1.0146436579816509e-05,0.029250144196705224,2.0,8.078381538391113,18.24778938293457,-0.13429366052150726
0.001998581923544407,6.198832124937326e-05,0.033782482294380564,2.0,8.078381538391113,18.23602294921875,-0.13429366052150726
0.0059182546101510525,0.00022728342446498573,0.05050885787400769,2.0,8.078381538391113,18.205717086791992,-0.1353417932987213
0.014851419255137444,0.0009103112970478833,0.10314440544523557,2.0,8.078381538391113,18.1304988861084,-0.1353417932987213
0.01907414011657238,0.001410106779076159,0.13247668487149156,2.0,8.078381538391113,18.092876434326172,-0.1353417932987213
0.024651719257235527,0.0022752892691642046,0.17530619995965124,2.0,8.078381538391113,18.041284561157227,-0.1353417932987213
0.03476519510149956,0.0044756801798939705,0.25438248897069654,2.0,8.078381538391113,17.94559097290039,-0.13194775581359863
0.03476519510149956,0.0044756801798939705,0.25438248897069654,2.0,8.078381538391113,17.94559097290039,-0.13194775581359863
0.045129504054784775,0.007620092015713453,0.3358777621517149,2.0,8.078381538391113,17.845016479492188,-0.13194775581359863
0.049333736300468445,0.00916758831590414,0.3695033691834519,2.0,2.6927943229675293,17.803356170654297,-0.13194775581359863
0.05800418183207512,0.012899049557745457,0.442797420465472,2.0,2.6927943229675293,17.715255737304688,-0.1302083283662796
0.05800418183207512,0.012899049557745457,0.442797420465472,2.0,2.6927943229675293,17.715255737304688,-0.1302083283662796
0.06776819378137589,0.018036741763353348,0.5245482017245567,2.0,2.6927943229675293,17.61379623413086,-0.1302083283662796
0.07154320180416107,0.02030501700937748,0.5575648495930661,2.0,2.6927943229675293,17.573640823364258,-0.1302083283662796
0.07805170118808746,0.02464178390800953,0.6179658367223363,2.0,2.6927943229675293,17.50324249267578,-0.1333831250667572
0.08638332039117813,0.03107667900621891,0.6958617036395129,2.0,2.6927943229675293,17.411014556884766,-0.1333831250667572
0.08969804644584656,0.03393780067563057,0.7283011564729642,2.0,0.0,17.373519897460938,-0.1333831250667572
0.09521792829036713,0.039151985198259354,0.7855525867961114,2.0,0.0,17.309703826904297,-0.1333831250667572
0.09840065240859985,0.042447131127119064,0.8199492580121093,2.0,0.0,17.27204704284668,-0.14164409041404724
0.1030818447470665,0.04770040884613991,0.8658913497781601,2.0,0.0,17.215177536010742,-0.14164409041404724
0.10667409747838974,0.052021123468875885,0.888506536985111,2.0,0.0,17.169776916503906,-0.14164409041404724
0.1137220486998558,0.06093617528676987,0.9151600496390553,2.0,0.0,17.07761001586914,-0.14164409041404724
0.11788970977067947,0.06641586869955063,0.9259768651119189,2.0,0.0,17.02174949645996,-0.1622532308101654
0.12406785041093826,0.07469068467617035,0.9329480050424703,2.0,0.0,16.937522888183594,-0.1622532308101654
0.13623537123203278,0.09115979820489883,0.9345690189024013,2.0,0.0,16.7702693939209,-0.1622532308101654
0.13623537123203278,0.09115979820489883,0.9345690189024013,2.0,0.0,16.7702693939209,-0.1622532308101654
0.14048504829406738,0.09692588448524475,0.9367491263488404,2.0,0.0,16.712114334106445,-0.19439566135406494
0.1483331173658371,0.1075545996427536,0.9327935061625353,2.0,0.0,16.60442352294922,-0.19439566135406494
0.15895292162895203,0.1217997670173645,0.9293071071611677,2.0,0.0,16.460214614868164,-0.19439566135406494
0.1633213609457016,0.12766686081886292,0.9322577720050731,2.0,0.0,16.401409149169922,-0.19439566135406494
0.16936612129211426,0.13585156202316284,0.937078118559202,2.0,0.0,16.319910049438477,-0.22535890340805054
0.17918594181537628,0.14924027025699615,0.9367667191168978,2.0,0.0,16.186725616455078,-0.22535890340805054
0.17918594181537628,0.14924027025699615,0.9367667191168978,2.0,0.0,16.186725616455078,-0.22535890340805054
0.18984197080135345,0.16364769637584686,0.9327030886688842,2.0,0.0,16.043209075927734,-0.22535890340805054
0.19418050348758698,0.16950547695159912,0.933915516100006,2.0,0.0,15.985255241394043,-0.26044344902038574
0.1994234323501587,0.1766147017478943,0.9367941751274299,2.0,0.0,15.915321350097656,-0.26044344902038574
0.21000073850154877,0.19104865193367004,0.93806419047831,2.0,0.0,15.773802757263184,-0.26044344902038574
0.21425661444664001,0.19684159755706787,0.93630231338495,2.0,0.0,15.716926574707031,-0.26044344902038574
0.21828222274780273,0.20233261585235596,0.9400626258521485,2.0,0.0,15.663642883300781,-0.29056620597839355
0.22306454181671143,0.20890076458454132,0.9428459028052454,2.0,0.0,15.60006046295166,-0.29056620597839355
0.23368462920188904,0.2235541045665741,0.9419890476224935,2.0,0.0,15.458333015441895,-0.29056620597839355
0.23795174062252045,0.2294015735387802,0.9387913773511569,2.0,0.0,15.4015474319458,-0.29056620597839355
0.24396716058254242,0.23767055571079254,0.9449535595296745,1.8142857551574707,2.6927943229675293,15.322487831115723,-0.32562994956970215
0.2532089650630951,0.2505093812942505,0.9474881794591002,1.8142857551574707,2.6927943229675293,15.200078010559082,-0.32562994956970215
0.2532089650630951,0.2505093812942505,0.9474881794591002,1.8142857551574707,2.6927943229675293,15.200078010559082,-0.32562994956970215
0.26336783170700073,0.26459038257598877,0.941802877685152,1.8142857551574707,2.6927943229675293,15.065505981445312,-0.32562994956970215
0.26690828800201416,0.2694953382015228,0.9493562306076169,1.2428570985794067,2.6927943229675293,15.019641876220703,-0.3572019934654236
0.27103063464164734,0.27541491389274597,0.9756335035146145,1.2428570985794067,2.6927943229675293,14.96703052520752,-0.3572019934654236
0.27702632546424866,0.2849177420139313,1.0466238092111402,1.2428570985794067,2.6927943229675293,14.890800476074219,-0.3572019934654236
0.27927419543266296,0.2889675796031952,1.0815369050502253,1.2428570985794067,2.6927943229675293,14.861576080322266,-0.3572019934654236
0.2820945084095001,0.29457536339759827,1.128080060374298,2.0,8.078381538391113,14.823491096496582,-0.28076207637786865
0.28391799330711365,0.2985841929912567,1.1597262393628336,1.2428570985794067,2.6927943229675293,14.797723770141602,-0.28076207637786865
0.2869457006454468,0.30615097284317017,1.220630803023384,0.9571429491043091,-2.6927943229675293,14.753252029418945,-0.28076207637786865
0.2884262800216675,0.3104328215122223,1.255137871304987,0.9571429491043091,-2.6927943229675293,14.730220794677734,-0.28076207637786865
0.2902921736240387,0.31663787364959717,1.302244536038137,1.8142857551574707,2.6927943229675293,14.698637008666992,-0.26109248399734497
0.29141050577163696,0.32097604870796204,1.3347612819105596,1.8142857551574707,2.6927943229675293,14.678107261657715,-0.26109248399734497
0.2935163974761963,0.3303605616092682,1.3589456838875644,1.8142857551574707,2.6927943229675293,14.623245239257812,-0.26109248399734497
0.2960383892059326,0.34167513251304626,1.3464366039970657,1.8142857551574707,2.6927943229675293,14.545489311218262,-0.26109248399734497
0.2960383892059326,0.34167513251304626,1.3464366039970657,2.0,0.0,14.545489311218262,-0.23508642613887787
0.29820770025253296,0.35197797417640686,1.3861920050250194,2.0,0.0,14.490673065185547,-0.23508642613887787
0.2989739775657654,0.35641762614250183,1.4135669441365615,2.0,0.0,14.471415519714355,-0.23508642613887787
0.29964983463287354,0.36115336418151855,1.4445110212812369,2.0,0.0,14.452266693115234,-0.23508642613887787
0.3003242015838623,0.367012083530426,1.467884203304909,2.0,0.0,14.425204277038574,-0.24646154046058655
0.30173948407173157,0.3833518624305725,1.4962640385876336,2.0,0.0,14.341246604919434,-0.24646154046058655
0.30222922563552856,0.3901427984237671,1.5013414731580046,2.0,0.0,14.304886817932129,-0.24646154046058655
0.30306899547576904,0.4025926887989044,1.505553319622687,2.0,0.0,14.23709487915039,-0.24646154046058655
0.3035410940647125,0.4098161458969116,1.5055125861898933,2.0,-2.6927943229675293,14.197153091430664,-0.20710891485214233
0.3044874966144562,0.4249476492404938,1.513237786390614,2.0,-2.6927943229675293,14.116742134094238,-0.20710891485214233
0.30489498376846313,0.4322257339954376,1.5164980256753946,2.0,-2.6927943229675293,14.078354835510254,-0.20710891485214233
0.30546340346336365,0.44286635518074036,1.5183547480947217,2.0,-2.6927943229675293,14.021577835083008,-0.20710891485214233
0.30583110451698303,0.44903120398521423,1.5040918828061556,2.0,-2.6927943229675293,13.983281135559082,-0.20928707718849182
0.3065796494483948,0.4582900106906891,1.476160393037939,2.0,-2.6927943229675293,13.92277717590332,-0.20928707718849182
0.30706995725631714,0.46281948685646057,1.449776460369579,2.0,-2.6927943229675293,13.888507843017578,-0.20928707718849182
0.308276504278183,0.47075173258781433,1.3899174753050287,2.0,-2.6927943229675293,13.822925567626953,-0.20928707718849182
0.3091698884963989,0.4751933813095093,1.3546987919757574,2.0,-2.6927943229675293,13.784850120544434,-0.19326983392238617
0.31115496158599854,0.4831240773200989,1.296370171009166,2.0,-2.6927943229675293,13.717306137084961,-0.19326983392238617
0.31428876519203186,0.49285560846328735,1.2199770274015738,2.0,-2.6927943229675293,13.6315336227417,-0.19326983392238617
0.31592634320259094,0.49710705876350403,1.186284878395378,2.0,-2.6927943229675293,13.593384742736816,-0.19326983392238617
0.3183809220790863,0.5028017163276672,1.141371611332052,2.0,0.0,13.541753768920898,-0.20127788186073303
0.3202693462371826,0.5067523121833801,1.1084243062169976,2.0,0.0,13.50525188446045,-0.20127788186073303
0.32329046726226807,0.5124844312667847,1.0630644759919,2.0,0.0,13.452173233032227,-0.20127788186073303
0.3286057710647583,0.5212773084640503,0.9926315434521872,2.0,0.0,13.369072914123535,-0.20127788186073303
0.33175987005233765,0.5259885787963867,0.9690598466945067,2.0,2.6927943229675293,13.325637817382812,-0.17346841096878052
0.3374475836753845,0.5340564250946045,0.9443999465459709,2.0,2.6927943229675293,13.252132415771484,-0.17346841096878052
0.34143388271331787,0.5395134687423706,0.9354034644985592,2.0,2.6927943229675293,13.202718734741211,-0.17346841096878052
0.3497714698314667,0.5507559776306152,0.9300576341875273,2.0,2.6927943229675293,13.10193920135498,-0.17346841096878052
0.3537551164627075,0.5561206936836243,0.9340836099053403,2.0,8.078381538391113,13.054627418518066,-0.1775919497013092
0.35849446058273315,0.5626887083053589,0.9573846938341896,2.0,8.078381538391113,12.999594688415527,-0.1775919497013092
0.36526206135749817,0.5730190873146057,1.0272694733200476,2.0,8.078381538391113,12.92227554321289,-0.1775919497013092
0.36754846572875977,0.5769304633140564,1.0563491315080176,2.0,8.078381538391113,12.895644187927246,-0.1775919497013092
0.37022414803504944,0.5819289684295654,1.1022707023098548,2.0,8.078381538391113,12.865245819091797,-0.1775919497013092
