$x$,$y$,Goal region,QP relaxation,Safe region,Unsafe region,V
-2.5,0.9848484992980957,0.0,0.0,0.0,1.0,0.4423059821128845
-2.5,1.035353660583496,0.0,0.0,0.0,1.0,0.4453800916671753
-2.5,1.0858585834503174,0.0,0.0,0.0,1.0,0.447666734457016
-2.5,1.1363636255264282,0.0,0.0,0.0,1.0,0.4492470324039459
-2.5,1.186868667602539,0.0,0.0,0.0,1.0,0.4502095878124237
-2.5,1.23737370967865,0.0,0.0,0.0,1.0,0.4506465792655945
-2.5,1.2878787517547607,0.0,0.0,0.0,1.0,0.4506494104862213
-2.5,1.3383837938308716,0.0,0.0,0.0,1.0,0.45030677318573
-2.5,1.3888888359069824,0.0,0.0,0.0,1.0,0.44970110058784485
-2.5,1.4393939971923828,0.0,0.0,0.0,1.0,0.44890716671943665
-2.5,1.489898920059204,0.0,0.0,0.0,1.0,0.4479905068874359
-2.5,1.5404040813446045,0.0,0.0,0.0,1.0,0.44700610637664795
-2.5,1.5909091234207153,0.0,0.0,0.0,1.0,0.44599831104278564
-2.5,1.6414141654968262,0.0,0.0,0.0,1.0,0.4450002610683441
-2.5,1.691919207572937,0.0,0.0,0.0,1.0,0.4440341293811798
-2.5,1.7424242496490479,0.0,0.0,0.0,1.0,0.4431113302707672
-2.5,1.7929292917251587,0.0,0.0,0.0,1.0,0.4422335922718048
-2.5,1.8434343338012695,0.0,0.0,0.0,1.0,0.4413938820362091
-2.5,1.89393949508667,0.0,0.0,0.0,1.0,0.4405774474143982
-2.5,1.9444444179534912,0.0,0.0,0.0,1.0,0.4397644102573395
-2.5,1.994949460029602,0.0,0.0,0.0,1.0,0.43893131613731384
-2.5,2.045454502105713,0.0,0.0,0.0,1.0,0.438053697347641
-2.5,2.0959596633911133,0.0,0.0,0.0,1.0,0.4371083676815033
-2.5,2.1464645862579346,0.0,0.0,0.0,1.0,0.43607547879219055
-2.5,2.196969747543335,0.0,0.0,0.0,1.0,0.43494096398353577
-2.5,2.2474746704101562,0.0,0.0,0.0,1.0,0.4336971938610077
-2.5,2.2979798316955566,0.0,0.0,0.0,1.0,0.4323439598083496
-2.5,2.348484754562378,0.0,0.0,0.0,1.0,0.43088817596435547
-2.5,2.3989899158477783,0.0,0.0,0.0,1.0,0.42934343218803406
-2.5,2.4494948387145996,0.0,0.0,0.0,1.0,0.42772793769836426
-2.5,2.5,0.0,0.0,0.0,1.0,0.4260633885860443
-2.4494948387145996,-2.5,0.0,0.0,0.0,1.0,0.2600788176059723
-2.4494948387145996,-2.4494948387145996,0.0,0.0,0.0,1.0,0.2531343102455139
-2.4494948387145996,-2.3989899158477783,0.0,0.0,0.0,1.0,0.24618986248970032
-2.4494948387145996,-2.348484754562378,0.0,0.0,0.0,1.0,0.23927026987075806
-2.4494948387145996,-2.2979798316955566,0.0,0.0,0.0,1.0,0.23240771889686584
-2.4494948387145996,-2.2474746704101562,0.0,0.0,0.0,1.0,0.2256413847208023
-2.4494948387145996,-2.196969747543335,0.0,0.0,0.0,1.0,0.21901598572731018
-2.4494948387145996,-2.1464645862579346,0.0,0.0,0.0,1.0,0.2125805914402008
-2.4494948387145996,-2.0959596633911133,0.0,0.0,0.0,1.0,0.20638613402843475
-2.4494948387145996,-2.045454502105713,0.0,0.0,0.0,1.0,0.20048275589942932
-2.4494948387145996,-1.9949495792388916,0.0,0.0,0.0,1.0,0.19491776823997498
-2.4494948387145996,-1.9444445371627808,0.0,0.0,0.0,1.0,0.18973281979560852
-2.4494948387145996,-1.89393949508667,0.0,0.0,0.0,1.0,0.18496210873126984
-2.4494948387145996,-1.843434453010559,0.0,0.0,0.0,1.0,0.18063095211982727
-2.4494948387145996,-1.7929294109344482,0.0,0.0,0.0,1.0,0.17675451934337616
-2.4494948387145996,-1.7424242496490479,0.0,0.0,0.0,1.0,0.17333808541297913
-2.4494948387145996,-1.691919207572937,0.0,0.0,0.0,1.0,0.17037677764892578
-2.4494948387145996,-1.6414141654968262,0.0,0.0,0.0,1.0,0.16785678267478943
-2.4494948387145996,-1.5909091234207153,0.0,0.0,0.0,1.0,0.165756493806839
-2.4494948387145996,-1.5404040813446045,0.0,0.0,0.0,1.0,0.16404831409454346
-2.4494948387145996,-1.4898990392684937,0.0,0.0,0.0,1.0,0.16270026564598083
-2.4494948387145996,-1.4393939971923828,0.0,0.0,0.0,1.0,0.16167832911014557
-2.4494948387145996,-1.3888888359069824,0.0,0.0,0.0,1.0,0.1609480381011963
-2.4494948387145996,-1.3383839130401611,0.0,0.0,0.0,1.0,0.1604764759540558
-2.4494948387145996,-1.2878787517547607,0.0,0.0,0.0,1.0,0.16023389995098114
-2.4494948387145996,-1.23737370967865,0.0,0.0,0.0,1.0,0.16019459068775177
-2.4494948387145996,-1.186868667602539,0.0,0.0,0.0,1.0,0.16033819317817688
-2.4494948387145996,-1.1363636255264282,0.0,0.0,0.0,1.0,0.16065001487731934
-2.4494948387145996,-1.0858585834503174,0.0,0.0,0.0,1.0,0.16112110018730164
-2.4494948387145996,-1.0353535413742065,0.0,0.0,0.0,1.0,0.16174818575382233
-2.4494948387145996,-0.9848484396934509,0.0,0.0,0.0,1.0,0.1625334769487381
-2.4494948387145996,-0.9343433976173401,0.0,0.0,0.0,1.0,0.16348406672477722
-2.4494948387145996,-0.883838415145874,0.0,0.0,0.0,1.0,0.16461148858070374
-2.4494948387145996,-0.8333333730697632,0.0,0.0,0.0,1.0,0.16593143343925476
-2.4494948387145996,-0.7828283309936523,0.0,0.0,0.0,1.0,0.16746285557746887
-2.4494948387145996,-0.7323232889175415,0.0,0.0,0.0,1.0,0.16922840476036072
-2.4494948387145996,-0.6818182468414307,0.0,0.0,0.0,1.0,0.17125342786312103
-2.4494948387145996,-0.6313132047653198,0.0,0.0,0.0,1.0,0.1735657900571823
-2.4494948387145996,-0.5808081030845642,0.0,0.0,0.0,1.0,0.1761961132287979
-2.4494948387145996,-0.5303030610084534,0.0,0.0,0.0,1.0,0.17917674779891968
-2.4494948387145996,-0.47979801893234253,0.0,0.0,0.0,1.0,0.182542085647583
-2.4494948387145996,-0.4292929768562317,0.0,0.0,0.0,1.0,0.18632742762565613
-2.4494948387145996,-0.37878793478012085,0.0,0.0,0.0,1.0,0.19056880474090576
-2.4494948387145996,-0.3282828629016876,0.0,0.0,0.0,1.0,0.19530200958251953
-2.4494948387145996,-0.2777778208255768,0.0,0.0,0.0,1.0,0.20056144893169403
-2.4494948387145996,-0.22727277874946594,0.0,0.0,0.0,1.0,0.20637914538383484
-2.4494948387145996,-0.17676770687103271,0.0,0.0,0.0,1.0,0.2127833068370819
-2.4494948387145996,-0.12626266479492188,0.0,0.0,0.0,1.0,0.2197960615158081
-2.4494948387145996,-0.07575762271881104,0.0,0.0,0.0,1.0,0.22743241488933563
-2.4494948387145996,-0.0252525731921196,0.0,0.0,0.0,1.0,0.2356971651315689
-2.4494948387145996,0.02525247633457184,0.0,0.0,0.0,1.0,0.2445831596851349
-2.4494948387145996,0.07575753331184387,0.0,0.0,0.0,1.0,0.2540689706802368
-2.4494948387145996,0.1262625753879547,0.0,0.0,0.0,1.0,0.2641167640686035
-2.4494948387145996,0.17676761746406555,0.0,0.0,0.0,1.0,0.2746710181236267
-2.4494948387145996,0.22727268934249878,0.0,0.0,0.0,1.0,0.28565752506256104
-2.4494948387145996,0.2777777314186096,0.0,0.0,0.0,1.0,0.2969833016395569
-2.4494948387145996,0.3282828629016876,0.0,0.0,0.0,1.0,0.3085382580757141
-2.4494948387145996,0.37878790497779846,0.0,0.0,0.0,1.0,0.32019731402397156
-2.4494948387145996,0.4292929768562317,0.0,0.0,0.0,1.0,0.33182400465011597
-2.4494948387145996,0.47979801893234253,0.0,0.0,0.0,1.0,0.3432759642601013
-2.4494948387145996,0.5303030610084534,0.0,0.0,0.0,1.0,0.3544093370437622
-2.4494948387145996,0.5808081030845642,0.0,0.0,0.0,1.0,0.3650861084461212
-2.4494948387145996,0.6313132047653198,0.0,0.0,0.0,1.0,0.3751789927482605
-2.4494948387145996,0.6818182468414307,0.0,0.0,0.0,1.0,0.38457727432250977
-2.4494948387145996,0.7323232889175415,0.0,0.0,0.0,1.0,0.3931911289691925
-2.4494948387145996,0.7828283309936523,0.0,0.0,0.0,1.0,0.4009545147418976
-2.4494948387145996,0.8333333730697632,0.0,0.0,0.0,1.0,0.40782710909843445
-2.4494948387145996,0.883838415145874,0.0,0.0,0.0,1.0,0.4137941896915436
-2.4494948387145996,0.9343434572219849,0.0,0.0,0.0,1.0,0.41886529326438904
-2.4494948387145996,0.9848484992980957,0.0,0.0,0.0,1.0,0.42307230830192566
-2.4494948387145996,1.035353660583496,0.0,0.0,0.0,1.0,0.4264657199382782
-2.4494948387145996,1.0858585834503174,0.0,0.0,0.0,1.0,0.4291108250617981
-2.4494948387145996,1.1363636255264282,0.0,0.0,0.0,1.0,0.43108415603637695
-2.4494948387145996,1.186868667602539,0.0,0.0,0.0,1.0,0.4324685335159302
-2.4494948387145996,1.23737370967865,0.0,0.0,0.0,1.0,0.43334993720054626
-2.4494948387145996,1.2878787517547607,0.0,0.0,0.0,1.0,0.43381378054618835
-2.4494948387145996,1.3383837938308716,0.0,0.0,0.0,1.0,0.4339416027069092
-2.4494948387145996,1.3888888359069824,0.0,0.0,0.0,1.0,0.4338092505931854
-2.4494948387145996,1.4393939971923828,0.0,0.0,0.0,1.0,0.43348488211631775
-2.4494948387145996,1.489898920059204,0.0,0.0,0.0,1.0,0.43302735686302185
-2.4494948387145996,1.5404040813446045,0.0,0.0,0.0,1.0,0.43248507380485535
-2.4494948387145996,1.5909091234207153,0.0,0.0,0.0,1.0,0.43189671635627747
-2.4494948387145996,1.6414141654968262,0.0,0.0,0.0,1.0,0.4312897026538849
-2.4494948387145996,1.691919207572937,0.0,0.0,0.0,1.0,0.43068137764930725
-2.4494948387145996,1.7424242496490479,0.0,0.0,0.0,1.0,0.4300788938999176
-2.4494948387145996,1.7929292917251587,0.0,0.0,0.0,1.0,0.4294808804988861
-2.4494948387145996,1.8434343338012695,0.0,0.0,0.0,1.0,0.4288785457611084
-2.4494948387145996,1.89393949508667,0.0,0.0,0.0,1.0,0.4282568097114563
-2.4494948387145996,1.9444444179534912,0.0,0.0,0.0,1.0,0.4275970757007599
-2.4494948387145996,1.994949460029602,0.0,0.0,0.0,1.0,0.42687907814979553
-2.4494948387145996,2.045454502105713,0.0,0.0,0.0,1.0,0.42608335614204407
-2.4494948387145996,2.0959596633911133,0.0,0.0,0.0,1.0,0.4251932203769684
-2.4494948387145996,2.1464645862579346,0.0,0.0,0.0,1.0,0.4241970181465149
-2.4494948387145996,2.196969747543335,0.0,0.0,0.0,1.0,0.4230888783931732
-2.4494948387145996,2.2474746704101562,0.0,0.0,0.0,1.0,0.42187005281448364
-2.4494948387145996,2.2979798316955566,0.0,0.0,0.0,1.0,0.4205484986305237
-2.4494948387145996,2.348484754562378,0.0,0.0,0.0,1.0,0.4191379249095917
-2.4494948387145996,2.3989899158477783,0.0,0.0,0.0,1.0,0.4176569879055023
-2.4494948387145996,2.4494948387145996,0.0,0.0,0.0,1.0,0.41612690687179565
-2.4494948387145996,2.5,0.0,0.0,0.0,1.0,0.41457006335258484
-2.3989899158477783,-2.5,0.0,0.0,0.0,1.0,0.2599782645702362
-2.3989899158477783,-2.4494948387145996,0.0,0.0,0.0,1.0,0.2529350519180298
-2.3989899158477783,-2.3989899158477783,0.0,0.0,0.0,1.0,0.2458767294883728
-2.3989899158477783,-2.348484754562378,0.0,0.0,0.0,1.0,0.23882220685482025
-2.3989899158477783,-2.2979798316955566,0.0,0.0,0.0,1.0,0.23179775476455688
-2.3989899158477783,-2.2474746704101562,0.0,0.0,0.0,1.0,0.224837064743042
-2.3989899158477783,-2.196969747543335,0.0,0.0,0.0,1.0,0.21798080205917358
-2.3989899158477783,-2.1464645862579346,0.0,0.0,0.0,1.0,0.21127477288246155
-2.3989899158477783,-2.0959596633911133,0.0,0.0,0.0,1.0,0.20476850867271423
-2.3989899158477783,-2.045454502105713,0.0,0.0,0.0,1.0,0.1985127031803131
-2.3989899158477783,-1.9949495792388916,0.0,0.0,0.0,1.0,0.19255682826042175
-2.3989899158477783,-1.9444445371627808,0.0,0.0,0.0,1.0,0.18694648146629333
-2.3989899158477783,-1.89393949508667,0.0,0.0,0.0,1.0,0.18172131478786469
-2.3989899158477783,-1.843434453010559,0.0,0.0,0.0,1.0,0.17691272497177124
-2.3989899158477783,-1.7929294109344482,0.0,0.0,0.0,1.0,0.1725430190563202
-2.3989899158477783,-1.7424242496490479,0.0,0.0,0.0,1.0,0.16862443089485168
-2.3989899158477783,-1.691919207572937,0.0,0.0,0.0,1.0,0.16515925526618958
-2.3989899158477783,-1.6414141654968262,0.0,0.0,0.0,1.0,0.16214019060134888
-2.3989899158477783,-1.5909091234207153,0.0,0.0,0.0,1.0,0.15955141186714172
-2.3989899158477783,-1.5404040813446045,0.0,0.0,0.0,1.0,0.15737029910087585
-2.3989899158477783,-1.4898990392684937,0.0,0.0,0.0,1.0,0.15556862950325012
-2.3989899158477783,-1.4393939971923828,0.0,0.0,0.0,1.0,0.1541149914264679
-2.3989899158477783,-1.3888888359069824,0.0,0.0,0.0,1.0,0.152976393699646
-2.3989899158477783,-1.3383839130401611,0.0,0.0,0.0,1.0,0.15212036669254303
-2.3989899158477783,-1.2878787517547607,0.0,0.0,0.0,1.0,0.1515163779258728
-2.3989899158477783,-1.23737370967865,0.0,0.0,0.0,1.0,0.15113763511180878
-2.3989899158477783,-1.186868667602539,0.0,0.0,0.0,1.0,0.15096157789230347
-2.3989899158477783,-1.1363636255264282,0.0,0.0,0.0,1.0,0.15097123384475708
-2.3989899158477783,-1.0858585834503174,0.0,0.0,0.0,1.0,0.15115506947040558
-2.3989899158477783,-1.0353535413742065,0.0,0.0,0.0,1.0,0.151507169008255
-2.3989899158477783,-0.9848484396934509,0.0,0.0,0.0,1.0,0.15202727913856506
-2.3989899158477783,-0.9343433976173401,0.0,0.0,0.0,1.0,0.15272009372711182
-2.3989899158477783,-0.883838415145874,0.0,0.0,0.0,1.0,0.1535949409008026
-2.3989899158477783,-0.8333333730697632,0.0,0.0,0.0,1.0,0.15466530621051788
-2.3989899158477783,-0.7828283309936523,0.0,0.0,0.0,1.0,0.15594851970672607
-2.3989899158477783,-0.7323232889175415,0.0,0.0,0.0,1.0,0.1574649214744568
-2.3989899158477783,-0.6818182468414307,0.0,0.0,0.0,1.0,0.15923820436000824
-2.3989899158477783,-0.6313132047653198,0.0,0.0,0.0,1.0,0.16129441559314728
-2.3989899158477783,-0.5808081030845642,0.0,0.0,0.0,1.0,0.16366228461265564
-2.3989899158477783,-0.5303030610084534,0.0,0.0,0.0,1.0,0.16637250781059265
-2.3989899158477783,-0.47979801893234253,0.0,0.0,0.0,1.0,0.16945746541023254
-2.3989899158477783,-0.4292929768562317,0.0,0.0,0.0,1.0,0.17295107245445251
-2.3989899158477783,-0.37878793478012085,0.0,0.0,0.0,1.0,0.17688772082328796
-2.3989899158477783,-0.3282828629016876,0.0,0.0,0.0,1.0,0.181302011013031
-2.3989899158477783,-0.2777778208255768,0.0,0.0,0.0,1.0,0.18622763454914093
-2.3989899158477783,-0.22727277874946594,0.0,0.0,0.0,1.0,0.19169604778289795
-2.3989899158477783,-0.17676770687103271,0.0,0.0,0.0,1.0,0.19773553311824799
-2.3989899158477783,-0.12626266479492188,0.0,0.0,0.0,1.0,0.2043689787387848
-2.3989899158477783,-0.07575762271881104,0.0,0.0,0.0,1.0,0.21161265671253204
-2.3989899158477783,-0.0252525731921196,0.0,0.0,0.0,1.0,0.21947352588176727
-2.3989899158477783,0.02525247633457184,0.0,0.0,0.0,1.0,0.22794745862483978
-2.3989899158477783,0.07575753331184387,0.0,0.0,0.0,1.0,0.2370166778564453
-2.3989899158477783,0.1262625753879547,0.0,0.0,0.0,1.0,0.24664807319641113
-2.3989899158477783,0.17676761746406555,0.0,0.0,0.0,1.0,0.2567911148071289
-2.3989899158477783,0.22727268934249878,0.0,0.0,0.0,1.0,0.26737773418426514
-2.3989899158477783,0.2777777314186096,0.0,0.0,0.0,1.0,0.2783212661743164
-2.3989899158477783,0.3282828629016876,0.0,0.0,0.0,1.0,0.28951793909072876
-2.3989899158477783,0.37878790497779846,0.0,0.0,0.0,1.0,0.30084946751594543
-2.3989899158477783,0.4292929768562317,0.0,0.0,0.0,1.0,0.31218546628952026
-2.3989899158477783,0.47979801893234253,0.0,0.0,0.0,1.0,0.3233891725540161
-2.3989899158477783,0.5303030610084534,0.0,0.0,0.0,1.0,0.3343220055103302
-2.3989899158477783,0.5808081030845642,0.0,0.0,0.0,1.0,0.34484970569610596
-2.3989899158477783,0.6313132047653198,0.0,0.0,0.0,1.0,0.35484811663627625
-2.3989899158477783,0.6818182468414307,0.0,0.0,0.0,1.0,0.3642086386680603
-2.3989899158477783,0.7323232889175415,0.0,0.0,0.0,1.0,0.3728422522544861
-2.3989899158477783,0.7828283309936523,0.0,0.0,0.0,1.0,0.3806828260421753
-2.3989899158477783,0.8333333730697632,0.0,0.0,0.0,1.0,0.3876889944076538
-2.3989899158477783,0.883838415145874,0.0,0.0,0.0,1.0,0.39384403824806213
-2.3989899158477783,0.9343434572219849,0.0,0.0,0.0,1.0,0.3991546332836151
-2.3989899158477783,0.9848484992980957,0.0,0.0,0.0,1.0,0.40364888310432434
-2.3989899158477783,1.035353660583496,0.0,0.0,0.0,1.0,0.40737298130989075
-2.3989899158477783,1.0858585834503174,0.0,0.0,0.0,1.0,0.4103871285915375
-2.3989899158477783,1.1363636255264282,0.0,0.0,0.0,1.0,0.41276201605796814
-2.3989899158477783,1.186868667602539,0.0,0.0,0.0,1.0,0.4145742356777191
-2.3989899158477783,1.23737370967865,0.0,0.0,0.0,1.0,0.4159032702445984
-2.3989899158477783,1.2878787517547607,0.0,0.0,0.0,1.0,0.4168272912502289
-2.3989899158477783,1.3383837938308716,0.0,0.0,0.0,1.0,0.4174213111400604
-2.3989899158477783,1.3888888359069824,0.0,0.0,0.0,1.0,0.41775402426719666
-2.3989899158477783,1.4393939971923828,0.0,0.0,0.0,1.0,0.4178866446018219
-2.3989899158477783,1.489898920059204,0.0,0.0,0.0,1.0,0.41787150502204895
-2.3989899158477783,1.5404040813446045,0.0,0.0,0.0,1.0,0.4177512228488922
-2.3989899158477783,1.5909091234207153,0.0,0.0,0.0,1.0,0.4175582826137543
-2.3989899158477783,1.6414141654968262,0.0,0.0,0.0,1.0,0.41731545329093933
-2.3989899158477783,1.691919207572937,0.0,0.0,0.0,1.0,0.41703560948371887
-2.3989899158477783,1.7424242496490479,0.0,0.0,0.0,1.0,0.4167230725288391
-2.3989899158477783,1.7929292917251587,0.0,0.0,0.0,1.0,0.4163743555545807
-2.3989899158477783,1.8434343338012695,0.0,0.0,0.0,1.0,0.4159800112247467
-2.3989899158477783,1.89393949508667,0.0,0.0,0.0,1.0,0.41552647948265076
-2.3989899158477783,1.9444444179534912,0.0,0.0,0.0,1.0,0.4149978458881378
-2.3989899158477783,1.994949460029602,0.0,0.0,0.0,1.0,0.4143787920475006
-2.3989899158477783,2.045454502105713,0.0,0.0,0.0,1.0,0.413656085729599
-2.3989899158477783,2.0959596633911133,0.0,0.0,0.0,1.0,0.4128207862377167
-2.3989899158477783,2.1464645862579346,0.0,0.0,0.0,1.0,0.41186949610710144
-2.3989899158477783,2.196969747543335,0.0,0.0,0.0,1.0,0.4108048379421234
-2.3989899158477783,2.2474746704101562,0.0,0.0,0.0,1.0,0.40963608026504517
-2.3989899158477783,2.2979798316955566,0.0,0.0,0.0,1.0,0.4083774983882904
-2.3989899158477783,2.348484754562378,0.0,0.0,0.0,1.0,0.40704798698425293
-2.3989899158477783,2.3989899158477783,0.0,0.0,0.0,1.0,0.4056689441204071
-2.3989899158477783,2.4494948387145996,0.0,0.0,0.0,1.0,0.4042622745037079
-2.3989899158477783,2.5,0.0,0.0,0.0,1.0,0.4028487503528595
-2.348484754562378,-2.5,0.0,0.0,0.0,1.0,0.2597944140434265
-2.348484754562378,-2.4494948387145996,0.0,0.0,0.0,1.0,0.252657413482666
-2.348484754562378,-2.3989899158477783,0.0,0.0,0.0,1.0,0.2454952597618103
-2.348484754562378,-2.348484754562378,0.0,0.0,0.0,1.0,0.23832082748413086
-2.348484754562378,-2.2979798316955566,0.0,0.0,0.0,1.0,0.23115450143814087
-2.348484754562378,-2.2474746704101562,0.0,0.0,0.0,1.0,0.22402410209178925
-2.348484754562378,-2.196969747543335,0.0,0.0,0.0,1.0,0.21696504950523376
-2.348484754562378,-2.1464645862579346,0.0,0.0,0.0,1.0,0.2100190967321396
-2.348484754562378,-2.0959596633911133,0.0,0.0,0.0,1.0,0.20323307812213898
-2.348484754562378,-2.045454502105713,0.0,0.0,0.0,1.0,0.19665667414665222
-2.348484754562378,-1.9949495792388916,0.0,0.0,0.0,1.0,0.19034039974212646
-2.348484754562378,-1.9444445371627808,0.0,0.0,0.0,1.0,0.18433234095573425
-2.348484754562378,-1.89393949508667,0.0,0.0,0.0,1.0,0.1786763072013855
-2.348484754562378,-1.843434453010559,0.0,0.0,0.0,1.0,0.17340953648090363
-2.348484754562378,-1.7929294109344482,0.0,0.0,0.0,1.0,0.16856050491333008
-2.348484754562378,-1.7424242496490479,0.0,0.0,0.0,1.0,0.1641484946012497
-2.348484754562378,-1.691919207572937,0.0,0.0,0.0,1.0,0.16018268465995789
-2.348484754562378,-1.6414141654968262,0.0,0.0,0.0,1.0,0.15666256844997406
-2.348484754562378,-1.5909091234207153,0.0,0.0,0.0,1.0,0.15357865393161774
-2.348484754562378,-1.5404040813446045,0.0,0.0,0.0,1.0,0.15091371536254883
-2.348484754562378,-1.4898990392684937,0.0,0.0,0.0,1.0,0.14864395558834076
-2.348484754562378,-1.4393939971923828,0.0,0.0,0.0,1.0,0.14674139022827148
-2.348484754562378,-1.3888888359069824,0.0,0.0,0.0,1.0,0.14517533779144287
-2.348484754562378,-1.3383839130401611,0.0,0.0,0.0,1.0,0.14391452074050903
-2.348484754562378,-1.2878787517547607,0.0,0.0,0.0,1.0,0.14292849600315094
-2.348484754562378,-1.23737370967865,0.0,0.0,0.0,1.0,0.14218959212303162
