$x$,$y$,$\theta$,$v$,$\omega$,V,h
0.0,0.0,0.025511861771968236,2.0,8.078381538391113,18.251293182373047,-0.14350871741771698
0.0,0.0,0.025547743206768017,2.0,8.078381538391113,18.25128173828125,-0.14350871741771698
0.0,0.0,0.02547073369200173,2.0,8.078381538391113,18.25130844116211,-0.14350871741771698
0.0,0.0,0.02543878584586537,2.0,8.078381538391113,18.251319885253906,-0.14394256472587585
0.00025302168796770275,6.5653839556034654e-06,0.026445388836844743,2.0,8.078381538391113,18.249412536621094,-0.14394256472587585
0.00333928014151752,0.00010735150863183662,0.03884422552891509,2.0,8.078381538391113,18.225942611694336,-0.14394256472587585
0.011220183223485947,0.0006006479379720986,0.09008348066827404,2.0,8.078381538391113,18.158361434936523,-0.14394256472587585
0.015423898585140705,0.0010426061926409602,0.11941718609587723,2.0,8.078381538391113,18.121028900146484,-0.14358437061309814
0.02081197500228882,0.0018053617095574737,0.16184116064828047,2.0,8.078381538391113,18.071056365966797,-0.14358437061309814
0.025245467200875282,0.002606546739116311,0.19572377270723332,2.0,8.078381538391113,18.029760360717773,-0.14358437061309814
0.03545934706926346,0.005049285013228655,0.2749197535420437,2.0,8.078381538391113,17.93266487121582,-0.14358437061309814
0.03545934706926346,0.005049285013228655,0.2749197535420437,2.0,8.078381538391113,17.93266487121582,-0.1396050900220871
0.04627422243356705,0.008613945916295052,0.3626734198761085,2.0,2.6927943229675293,17.826284408569336,-0.1396050900220871
0.05015792325139046,0.010149536654353142,0.3903845682020321,2.0,2.6927943229675293,17.788211822509766,-0.1396050900220871
0.05909676477313042,0.014272171072661877,0.4737066165725587,2.0,2.6927943229675293,17.695274353027344,-0.1396050900220871
0.06296303123235703,0.016327757388353348,0.5036200345465317,2.0,2.6927943229675293,17.65541648864746,-0.13999629020690918
0.06918135285377502,0.019983945414423943,0.5594340419733265,2.0,2.6927943229675293,17.589265823364258,-0.13999629020690918
0.07758732885122299,0.025668947026133537,0.6343699459073057,2.0,2.6927943229675293,17.498510360717773,-0.13999629020690918
0.08093155175447464,0.028212446719408035,0.666086580700461,2.0,2.6927943229675293,17.46153450012207,-0.13999629020690918
0.08553649485111237,0.0320170596241951,0.714942804395979,2.0,0.0,17.40976905822754,-0.14648710191249847
0.08868695050477982,0.03483507037162781,0.7445680016402273,2.0,0.0,17.37384605407715,-0.14648710191249847
0.09342770278453827,0.03943568468093872,0.7962263813427438,2.0,0.0,17.318655014038086,-0.14648710191249847
0.10155194252729416,0.04829610511660576,0.8583568102302225,2.0,0.0,17.220212936401367,-0.14648710191249847
0.10514020919799805,0.05248772352933884,0.8672350568453083,2.0,0.0,17.17473793029785,-0.15906062722206116
0.1118602603673935,0.06056073680520058,0.8859718953681047,2.0,0.0,17.088653564453125,-0.15906062722206116
0.11597798764705658,0.06562899798154831,0.8910435152163405,2.0,0.0,17.034957885742188,-0.15906062722206116
0.12527437508106232,0.07718611508607864,0.8962532106033304,2.0,0.0,16.912988662719727,-0.15906062722206116
0.12947335839271545,0.08244890719652176,0.8984662265073698,2.0,0.0,16.857791900634766,-0.18737363815307617
0.13655245304107666,0.09143611043691635,0.9087525536765144,2.0,0.0,16.76475715637207,-0.18737363815307617
0.14081041514873505,0.09691020846366882,0.9106799109672123,2.0,0.0,16.70821762084961,-0.18737363815307617
0.14833499491214752,0.10657728463411331,0.9080876162033881,2.0,0.0,16.608142852783203,-0.18737363815307617
0.1591554880142212,0.12051068246364594,0.9170969587306507,2.0,0.0,16.465545654296875,-0.2208016961812973
0.163326695561409,0.1259876787662506,0.9227448736776923,2.0,0.0,16.410308837890625,-0.2208016961812973
0.169968843460083,0.13473688066005707,0.9201568305672085,2.0,0.0,16.321481704711914,-0.2208016961812973
0.17400096356868744,0.14003346860408783,0.9200905633934572,2.0,0.0,16.267881393432617,-0.2208016961812973
0.18024182319641113,0.14816558361053467,0.9123710206511774,2.0,0.0,16.18488883972168,-0.25388404726982117
0.19067680835723877,0.16172517836093903,0.9222544550503259,2.0,0.0,16.04857635498047,-0.25388404726982117
0.1947440803050995,0.16712214052677155,0.9277065735029716,2.0,0.0,15.99511432647705,-0.25388404726982117
0.20060758292675018,0.17496854066848755,0.9303640187076372,2.0,0.0,15.917414665222168,-0.25388404726982117
0.21070344746112823,0.18846774101257324,0.9238203923512645,2.0,0.0,15.783223152160645,-0.2848023772239685
0.21473614871501923,0.19379566609859467,0.9219700343298696,2.0,0.0,15.730209350585938,-0.2848023772239685
0.22222870588302612,0.20371058583259583,0.9253636700368862,2.0,0.0,15.632426261901855,-0.2848023772239685
0.22627322375774384,0.20909300446510315,0.9273970972620454,2.0,0.0,15.579618453979492,-0.2848023772239685
0.23252198100090027,0.21740978956222534,0.9254749856750658,2.0,0.0,15.497793197631836,-0.3176923394203186
0.2364688366651535,0.22264395654201508,0.9239338938766566,2.0,0.0,15.44630241394043,-0.3176923394203186
0.24415990710258484,0.23288466036319733,0.9293388277935055,2.0,0.0,15.34667682647705,-0.3176923394203186
0.25410905480384827,0.2462722659111023,0.9332989061829452,2.0,0.0,15.217267990112305,-0.3176923394203186
0.25824907422065735,0.2518676221370697,0.9342826781779643,2.0,0.0,15.163397789001465,-0.3496488332748413
0.26425236463546753,0.25992551445961,0.9266990297245831,2.0,0.0,15.085002899169922,-0.3496488332748413
0.2738635241985321,0.27264919877052307,0.9222193756546685,2.0,0.0,14.96155071258545,-0.3496488332748413
0.2782507538795471,0.27843886613845825,0.922463971945034,2.0,0.0,14.905657768249512,-0.3496488332748413
